"","intercept","frequency","subject","error","ranef","RT"
"1",400,108.187388177306,"S1",-35.9386102059957,-17.7418694360876,454.506908535223
"2",400,130.095240751508,"S1",77.3334244391306,-17.7418694360876,589.686795754551
"3",400,111.915548596124,"S1",-44.2309829837457,-17.7418694360876,449.942696176291
"4",400,95.4699331392446,"S1",57.8199730923958,-17.7418694360876,535.548036795553
"5",400,110.337035585663,"S1",-21.2972260265377,-17.7418694360876,471.297940123038
"6",400,91.7583401914434,"S1",5.55457910943937,-17.7418694360876,479.571049864795
"7",400,99.7083774462844,"S1",18.7114279095998,-17.7418694360876,500.677935919797
"8",400,70.6440027820253,"S1",-10.7080772465668,-17.7418694360876,442.194056099371
"9",400,119.552864355373,"S1",-20.0363355925663,-17.7418694360876,481.77465932672
"10",400,100.167827860888,"S1",89.8663510268531,-17.7418694360876,572.292309451654
"11",400,111.773033618955,"S1",2.42884267871675,-17.7418694360876,496.460006861584
"12",400,118.955229177643,"S1",26.2042310404607,-17.7418694360876,527.417590782017
"13",400,132.606949636706,"S1",51.4386636653871,-17.7418694360876,566.303743866006
"14",400,129.03036373277,"S1",4.79696562193926,-17.7418694360876,516.085459918622
"15",400,74.0348846910462,"S1",-56.6559825136009,-17.7418694360876,399.637032741358
"16",400,83.5153774785968,"S1",26.1039022128401,-17.7418694360876,491.877410255349
"17",400,112.567977345704,"S1",-47.182633937384,-17.7418694360876,447.643473972232
"18",400,101.907290906673,"S1",15.9009280332045,-17.7418694360876,500.06634950379
"19",400,100.933926747871,"S1",41.0628399591062,-17.7418694360876,524.254897270889
"20",400,138.148564400275,"S1",-32.1895316842574,-17.7418694360876,488.21716327993
"21",400,108.187388177306,"S2",-9.15580970410199,2.30814172917497,501.339720202379
"22",400,130.095240751508,"S2",-10.8108491195261,2.30814172917497,521.592533361157
"23",400,111.915548596124,"S2",-60.3925421774393,2.30814172917497,453.83114814786
"24",400,95.4699331392446,"S2",-52.7060700403273,2.30814172917497,445.072004828092
"25",400,110.337035585663,"S2",-42.1931782984103,2.30814172917497,470.451999016428
"26",400,91.7583401914434,"S2",25.6727491321118,2.30814172917497,519.73923105273
"27",400,99.7083774462844,"S2",40.9826701608409,2.30814172917497,542.9991893363
"28",400,70.6440027820253,"S2",-57.7707876446477,2.30814172917497,415.181356866553
"29",400,119.552864355373,"S2",113.459303320072,2.30814172917497,635.320309404621
"30",400,100.167827860888,"S2",-11.6654237718319,2.30814172917497,490.810545818231
"31",400,111.773033618955,"S2",-12.1675920641336,2.30814172917497,501.913583283997
"32",400,118.955229177643,"S2",-42.0308726356303,2.30814172917497,479.232498271188
"33",400,132.606949636706,"S2",-16.3291543595025,2.30814172917497,518.585937006379
"34",400,129.03036373277,"S2",23.4168160056639,2.30814172917497,554.755321467609
"35",400,74.0348846910462,"S2",-22.2637420444142,2.30814172917497,454.079284375807
"36",400,83.5153774785968,"S2",-15.2488119320363,2.30814172917497,470.574707275736
"37",400,112.567977345704,"S2",35.6317839955894,2.30814172917497,550.507903070468
"38",400,101.907290906673,"S2",-3.44260795242392,2.30814172917497,500.772824683424
"39",400,100.933926747871,"S2",-9.84990437437015,2.30814172917497,493.392164102675
"40",400,138.148564400275,"S2",32.9928906020637,2.30814172917497,573.449596731514
"41",400,108.187388177306,"S3",6.86036709871861,13.6638123892656,528.71156766529
"42",400,130.095240751508,"S3",-12.7331730563742,13.6638123892656,531.0258800844
"43",400,111.915548596124,"S3",20.1752851224809,13.6638123892656,545.754646107871
"44",400,95.4699331392446,"S3",-46.3886655076033,13.6638123892656,462.745080020907
"45",400,110.337035585663,"S3",-61.9723988427896,13.6638123892656,462.028449132139
"46",400,91.7583401914434,"S3",-56.7908978993764,13.6638123892656,448.631254681333
