"","items","ritems","list","rlist","priming","fpriming","subjects","rsubject","error","int","RT"
"1","w1",-11.4022656220539,"listA",16.1601600061435,"primed",-30,"s1",33.4255622279814,102.971604967167,400,511.155061579238
"2","w2",25.8668028674618,"listA",16.1601600061435,"primed",-30,"s1",33.4255622279814,34.9699665545532,400,480.42249165614
"3","w3",-15.6625190560187,"listA",16.1601600061435,"primed",-30,"s1",33.4255622279814,34.8103581825792,400,438.733561360685
"4","w4",36.6395465169376,"listA",16.1601600061435,"primed",-30,"s1",33.4255622279814,141.964641755421,400,598.189910506483
"5","w5",-29.5898383948701,"listA",16.1601600061435,"primed",-30,"s1",33.4255622279814,74.2344166601242,400,464.230300499379
"6","w6",-25.8451313558066,"listA",16.1601600061435,"primed",-30,"s1",33.4255622279814,-107.842707332107,400,285.897883546211
"7","w7",-9.39572555513525,"listA",16.1601600061435,"primed",-30,"s1",33.4255622279814,-110.019337555294,400,300.170659123696
"8","w8",1.7206820241705,"listA",16.1601600061435,"primed",-30,"s1",33.4255622279814,-23.3877862411304,400,397.918618017165
"9","w9",-31.1027987013051,"listA",16.1601600061435,"primed",-30,"s1",33.4255622279814,31.0849739564924,400,419.567897489312
"10","w10",-33.2863494795341,"listA",16.1601600061435,"primed",-30,"s1",33.4255622279814,-141.783405957159,400,244.515966797431
"11","w11",-25.8774294425214,"listA",16.1601600061435,"primed",-30,"s1",33.4255622279814,34.3320311392195,400,428.040323930823
"12","w12",-13.684292187844,"listA",16.1601600061435,"primed",-30,"s1",33.4255622279814,-96.5579990771461,400,309.343430969135
"13","w13",-12.5770666377171,"listA",16.1601600061435,"primed",-30,"s1",33.4255622279814,18.3757382454711,400,425.384393841879
"14","w14",-31.7210495896367,"listA",16.1601600061435,"primed",-30,"s1",33.4255622279814,24.6065457156952,400,412.471218360183
"15","w15",-9.43744568448902,"listA",16.1601600061435,"primed",-30,"s1",33.4255622279814,4.49541528886568,400,414.643691838502
"16","w16",-8.75033263673226,"listA",16.1601600061435,"primed",-30,"s1",33.4255622279814,-99.873905718021,400,310.961483879372
"17","w17",-4.30905645988011,"listA",16.1601600061435,"primed",-30,"s1",33.4255622279814,-0.89273883780018,400,414.383926936445
"18","w18",20.7342169605257,"listA",16.1601600061435,"primed",-30,"s1",33.4255622279814,-81.0512192445837,400,359.268719950067
"19","w19",40.2028705496675,"listA",16.1601600061435,"primed",-30,"s1",33.4255622279814,32.9086633938576,400,492.69725617765
"20","w20",-21.943960207552,"listA",16.1601600061435,"primed",-30,"s1",33.4255622279814,73.5075708659628,400,471.149332892536
"21","w21",28.3753142853105,"listA",16.1601600061435,"unprimed",0,"s1",33.4255622279814,-122.260038056221,400,355.700998463215
"22","w22",-45.7732055077339,"listA",16.1601600061435,"unprimed",0,"s1",33.4255622279814,-6.3756964901453,400,397.436820236246
"23","w23",-32.4335453443465,"listA",16.1601600061435,"unprimed",0,"s1",33.4255622279814,-30.7031441163986,400,386.44903277338
"24","w24",15.9601880576444,"listA",16.1601600061435,"unprimed",0,"s1",33.4255622279814,-54.5553332797253,400,410.990577012044
"25","w25",-25.758226567385,"listA",16.1601600061435,"unprimed",0,"s1",33.4255622279814,-85.4252864931662,400,338.402209173574
"26","w26",1.25172362090864,"listA",16.1601600061435,"unprimed",0,"s1",33.4255622279814,-76.3270615308632,400,374.51038432417
"27","w27",-22.2237461092416,"listA",16.1601600061435,"unprimed",0,"s1",33.4255622279814,8.0085129663508,400,435.370489091234
"28","w28",1.217735076466,"listA",16.1601600061435,"unprimed",0,"s1",33.4255622279814,91.2222681175382,400,542.025725428129
"29","w29",47.635328120839,"listA",16.1601600061435,"unprimed",0,"s1",33.4255622279814,-100.541917941669,400,396.679132413295
"30","w30",-12.962210799373,"listA",16.1601600061435,"unprimed",0,"s1",33.4255622279814,14.5192994991876,400,451.142810933939
"31","w31",-40.8238953005514,"listA",16.1601600061435,"unprimed",0,"s1",33.4255622279814,-143.844421622022,400,264.917405311551
"32","w32",-20.0884241119535,"listA",16.1601600061435,"unprimed",0,"s1",33.4255622279814,-66.1139256120124,400,363.383372510159
