"","x"
"1",0.0518415
"2",-0.0219282
"3",0.0329236
"4",0.0474376
"5",0.0200326
"6",-0.0180283
"7",-0.0016935
"8",0.0526857
"9",-0.0119188
"10",0.0277306
"11",-0.0055537
"12",0.0217374
"13",0.0257951
"14",0.0171684
"15",0.0176508
"16",0.0046219
"17",0.0174124
"18",0.0150796
"19",0.0201278
"20",-0.0112676
"21",0.0304621
"22",0.0088588
"23",0.0030904
"24",0.0037121
"25",0.0386374
"26",0.0069511
"27",-0.0097318
"28",0.0336394
"29",-0.0043469
"30",-0.0518585
"31",0.0167227
"32",0.0308794
"33",0.0319352
"34",0.0292816
"35",0.0030452
"36",0.0135398
"37",0.0121252
"38",-0.0086541
"39",-0.0209128
"40",0.0248131
"41",-0.052499
"42",-0.0103161
"43",-0.0128788
"44",-0.0753493
"45",-0.0069489
"46",0.0423276
"47",0.0175063
"48",0.006207
"49",0.0855126
"50",0.0109356
"51",0.0434038
"52",0.0415992
"53",-0.0393476
"54",0.0268704
"55",0.0491671
"56",-0.0062234
"57",0.0342839
"58",-0.0274138
"59",0.0079063
"60",0.0336979
"61",-0.0363539
"62",-0.0336117
"63",0.0050863
"64",0.0940934
"65",0.027025
"66",0.0115312
"67",-0.0220458
"68",0.0180423
"69",0.0444415
"70",0.0090489
"71",0.058508
"72",-0.0338873
"73",-0.0067083
"74",-0.0536271
"75",0.0304886
"76",0.0205601
"77",0.0050613
"78",-0.0672958
"79",-0.0650929
"80",0.0515056
"81",-0.0225797
"82",0.0556339
"83",-0.0321631
"84",-0.0196775
"85",-0.0732511
"86",0.0567139
"87",-0.0047235
"88",-0.1053176
"89",-0.0643417
"90",-0.051123
"91",0.0742069
"92",0.0500507
"93",0.0474748
"94",-0.0181698
"95",0.0504516
"96",0.0607079
"97",0.0520246
"98",0.0168822
"99",0.044791
"100",0.033331
"101",-0.0363925
"102",0.0031287
"103",-0.0402805
"104",0.0425035
"105",-0.0050012
"106",-0.0406798
"107",-0.0012733
"108",0.0912643
"109",0.0283784
"110",0.031335
"111",0.008732
"112",0.0054907
"113",0.0163765
"114",-0.020898
"115",-0.0042506
"116",0.0359754
"117",-0.007654
"118",0.0086888
"119",0.0497644
"120",0.0112429
"121",-0.0260774
"122",-0.0425789
"123",-0.0059313
"124",-0.0480138
"125",-0.0218867
"126",-0.0078061
"127",0.0545299
"128",-0.0292694
"129",0.0526025
"130",0.000375
"131",-0.1176921
"132",0.013024
"133",0.002352
"134",0.0030634
