"","x"
"1",-1.54761069092492
"2",0.171932611065921
"3",-0.637896585065928
"4",0.233008512840186
"5",-0.227712522194646
"6",-0.400363353190198
"7",-0.618912771430171
"8",0.437607936670966
"9",0.397371512186546
"10",0.0417786455286221
"11",1.94485769969052
"12",-0.940809192173139
"13",0.621338175693693
"14",-0.624455430368733
"15",0.753028307599795
"16",-0.43069764415544
"17",0.676765232908244
"18",-0.729889315319751
"19",1.18948992272082
"20",0.424241127510301
"21",0.826086332390449
"22",-0.479323667360003
"23",2.33303013233406
"24",0.812646924174079
"25",0.934402587021858
"26",4.05151352045196
"27",-3.17976890362346
"28",2.96065350034087
"29",-3.79409383578585
"30",4.55653891000088
"31",-4.50871071033652
"32",3.43609572821794
"33",-3.04709006951779
"34",4.0309149972316
"35",-3.82862237780094
"36",4.33018518245162
"37",-4.21014222590597
"38",4.58832966905574
"39",-3.72496986013893
"40",4.65320297619834
"41",-3.89352522213875
"42",5.60745401739877
"43",-5.72028441291228
"44",6.5934127371113
"45",-5.7026701005752
"46",7.1332010769708
"47",-7.82792554259193
"48",8.13154010665404
"49",-8.00899605308949
"50",9.73686423081927
"51",-10.1881202676564
"52",12.114181708785
"53",-12.489787807559
"54",13.0077936620969
"55",-13.8846170350603
"56",14.5899851932271
"57",-13.9943191858823
"58",14.8025506681819
"59",-15.9924647726683
"60",16.0548292023337
"61",-16.3808896481785
"62",16.1103064916208
"63",-16.648796575613
"64",17.530663157418
"65",-16.4504844329899
"66",17.148643517833
"67",-16.7398192623181
"68",17.4680712209061
"69",-16.8005148185563
"70",19.2641800976782
"71",-17.268238994146
"72",19.0013586098618
"73",-17.3201673776458
"74",18.7616896977341
"75",-17.5384160660842
"76",19.457788375338
"77",-18.8293239848544
"78",20.1533689283997
"79",-18.9437702752492
"80",21.6405669647568
"81",-20.2171851949336
"82",20.8010219332559
"83",-21.0247217967932
"84",23.4707729629435
"85",-24.2465147302268
"86",24.6533216159894
"87",-25.5510450110133
"88",27.1310262012897
"89",-25.7792864466526
"90",27.2200556465563
"91",-30.5897598576629
"92",28.8645653266685
"93",-31.3666838246065
"94",32.2045826847981
"95",-32.617721056949
"96",34.7123828196885
"97",-33.3173386701734
"98",37.7254590518428
"99",-38.0188470520892
"100",41.3998761630706
