"","id","wave","treat","z1","z2","z3","z4","y"
"1","1",1,0,-0.620366677224124,0.450187101272656,"2","1","3"
"2","1",2,0,-0.620366677224124,-0.018559832714638,"2","2","3"
"3","1",3,1,-0.620366677224124,-0.318068374543844,"2","2","3"
"4","1",4,1,-0.620366677224124,-0.929362147453702,"2","1","1"
"5","2",1,0,0.0421158731442352,-1.48746031014148,"2","1","1"
"6","2",2,1,0.0421158731442352,-1.07519229661568,"2","1","2"
"7","2",3,1,0.0421158731442352,1.00002880371391,"2","1","1"
"8","2",4,1,0.0421158731442352,-0.621266694796823,"2","1","1"
"9","3",1,1,-0.910921648552446,-1.38442684738449,"2","2","2"
"10","3",2,0,-0.910921648552446,1.86929062242358,"2","1","3"
"11","3",3,0,-0.910921648552446,0.425100377372448,"2","2","3"
"12","3",4,0,-0.910921648552446,-0.238647100913033,"2","1","1"
"13","4",1,1,0.158028772404075,1.05848304870902,"2","2","1"
"14","4",2,0,0.158028772404075,0.886422651374936,"2","1","2"
"15","4",3,1,0.158028772404075,-0.619243048231147,"2","1","1"
"16","4",4,0,0.158028772404075,2.20610246454047,"2","1","1"
"17","5",1,1,-0.654584643918818,-0.255027030141015,"2","2","2"
"18","5",2,1,-0.654584643918818,-1.42449465021281,"2","2","3"
"19","5",3,0,-0.654584643918818,-0.144399601954219,"2","2","1"
"20","5",4,1,-0.654584643918818,0.207538339232345,"2","2","2"
"21","6",1,1,1.76728726937265,2.30797839905936,"1","1","2"
"22","6",2,0,1.76728726937265,0.105802367893711,"1","2","3"
"23","6",3,1,1.76728726937265,0.456998805423414,"1","1","1"
"24","6",4,0,1.76728726937265,-0.077152935356531,"1","2","2"
"25","7",1,0,0.716707476017206,-0.334000842366544,"1","2","1"
"26","7",2,0,0.716707476017206,-0.0347260283112762,"1","1","3"
"27","7",3,0,0.716707476017206,0.787639605630162,"1","1","2"
"28","7",4,0,0.716707476017206,2.07524500865228,"1","2","3"
"29","8",1,1,0.910174229495227,1.02739243876377,"2","1","2"
"30","8",2,0,0.910174229495227,1.2079083983867,"2","2","2"
"31","8",3,0,0.910174229495227,-1.23132342155804,"2","2","3"
"32","8",4,1,0.910174229495227,0.983895570053379,"2","2","3"
"33","9",1,0,0.384185357826345,0.219924803660651,"2","2","2"
"34","9",2,0,0.384185357826345,-1.46725002909224,"2","1","3"
"35","9",3,1,0.384185357826345,0.521022742648139,"2","2","2"
"36","9",4,1,0.384185357826345,-0.158754604716016,"2","1","1"
"37","10",1,1,1.68217608051942,1.4645873119698,"2","2","1"
"38","10",2,0,1.68217608051942,-0.766081999604665,"2","1","2"
"39","10",3,1,1.68217608051942,-0.430211753928547,"2","1","1"
"40","10",4,0,1.68217608051942,-0.926109497377437,"2","1","1"
"41","11",1,1,-0.635736453948977,-0.17710396143654,"2","1","1"
"42","11",2,1,-0.635736453948977,0.402011779486338,"2","1","1"
"43","11",3,1,-0.635736453948977,-0.731748173119606,"2","2","1"
"44","11",4,1,-0.635736453948977,0.830373167981674,"2","1","1"
"45","12",1,1,-0.461644730360566,-1.20808278630446,"1","2","2"
"46","12",2,1,-0.461644730360566,-1.04798441280774,"1","2","1"
"47","12",3,0,-0.461644730360566,1.44115770684428,"1","1","3"
"48","12",4,0,-0.461644730360566,-1.01584746530465,"1","2","2"
"49","13",1,1,1.43228223854166,0.411974712317515,"1","2","2"
"50","13",2,1,1.43228223854166,-0.38107605110892,"1","1","1"
"51","13",3,0,1.43228223854166,0.409401839650934,"1","2","2"
"52","13",4,1,1.43228223854166,1.68887328620405,"1","1","2"
"53","14",1,0,-0.650696353310367,1.58658843344197,"2","2","3"
"54","14",2,0,-0.650696353310367,-0.330907800682766,"2","2","3"
"55","14",3,0,-0.650696353310367,-2.28523553529247,"2","1","3"
"56","14",4,0,-0.650696353310367,2.49766158983416,"2","2","3"
"57","15",1,0,-0.207380743601965,0.667066166765493,"1","1","2"
"58","15",2,1,-0.207380743601965,0.5413273359637,"1","2","2"
"59","15",3,1,-0.207380743601965,-0.0133995231459087,"1","1","1"
"60","15",4,0,-0.207380743601965,0.510108422952926,"1","1","2"
"61","16",1,1,-0.392807929441984,-0.164375831769667,"1","1","2"
"62","16",2,0,-0.392807929441984,0.420694643254513,"1","1","2"
"63","16",3,0,-0.392807929441984,-0.400246743977644,"1","1","3"
"64","16",4,0,-0.392807929441984,-1.37020787754746,"1","2","2"
"65","17",1,1,-0.319992868548507,0.987838267454879,"1","1","1"
"66","17",2,0,-0.319992868548507,1.51974502549955,"1","2","1"
"67","17",3,0,-0.319992868548507,-0.308740569225614,"1","2","1"
"68","17",4,1,-0.319992868548507,-1.25328975560769,"1","2","1"
"69","18",1,0,-0.279113302976559,0.642241305677824,"1","1","3"
"70","18",2,1,-0.279113302976559,-0.0447091368939791,"1","2","2"
"71","18",3,0,-0.279113302976559,-1.73321840682484,"1","1","3"
"72","18",4,1,-0.279113302976559,0.00213185968026965,"1","2","2"
"73","19",1,0,0.494188331267827,-0.630300333928146,"1","2","2"
"74","19",2,0,0.494188331267827,-0.340968579860405,"1","2","1"
"75","19",3,0,0.494188331267827,-1.15657236263585,"1","2","1"
"76","19",4,1,0.494188331267827,1.80314190791747,"1","1","1"
"77","20",1,1,-0.177330482269606,-0.331132036391221,"2","1","1"
"78","20",2,0,-0.177330482269606,-1.60551341225308,"2","1","1"
"79","20",3,1,-0.177330482269606,0.197193438739481,"2","1","1"
"80","20",4,1,-0.177330482269606,0.263175646405474,"2","2","1"
"81","21",1,0,-0.505957462114257,-0.985826700409291,"1","2","2"
"82","21",2,1,-0.505957462114257,-2.88892067167955,"1","2","3"
"83","21",3,0,-0.505957462114257,-0.640481702565115,"1","2","3"
"84","21",4,0,-0.505957462114257,0.570507635920485,"1","2","3"
"85","22",1,1,1.34303882517041,-0.05972327604261,"2","1","1"
"86","22",2,0,1.34303882517041,-0.0981787440052344,"2","2","3"
"87","22",3,1,1.34303882517041,0.560820728620116,"2","1","1"
