"","uncb3","uncb10","uncj3","uncj10","pbexp10","pbinc_tot10","pbexp3","pbinc_tot3","ikar3","ikar4","july","bd","workExp","unEmpl","zeroLabEarn","laborEarnings","employed","whiteCollar","wage","age","industry","industry.SL","region","region.SL"
"1",0,0,1,1,12.0093936920166,64.2123794555664,8,40.0455055236816,9.23203277587891,0.0328542105853558,1,1990-07-11 19:00:00,14.3709783554077,0,"no",40.979923248291,"yes","no",33.0900001525879,"35-44","Hotels","4","Vienna","W"
"2",0,0,1,1,7.26575326919556,15.3536720275879,2.34520554542542,4.36350250244141,10.1190967559814,12.0246410369873,1,1990-07-29 19:00:00,1.99315536022186,0,"no",26.482536315918,"yes","no",26.6299991607666,"35-44","Hygiene","8","Vienna","W"
"3",0,0,0,0,0,0,0,2.33396124839783,10.0862426757812,12.0246410369873,1,1990-07-22 19:00:00,10.5078716278076,3.10472273826599,"no",37.8811416625977,"yes","no",43.5099983215332,"35-44","Other","1","LowerAustria","NOe"
"4",0,0,0,0,0,4.96146965026855,0,2.16554284095764,9.46201229095459,0.0328542105853558,0,1990-06-24 19:00:00,2.16016435623169,0,"no",65.2563171386719,"no","no",0,"35-44","Other","1","Vienna","W"
"5",0,0,1,1,12.0093936920166,83.1116104125977,11.1452054977417,71.3709487915039,0,0,1,1990-07-12 19:00:00,16.355920791626,1.12799453735352,"no",59.6237182617188,"yes","yes",69.4000015258789,"35-44","Wood","18","LowerAustria","NOe"
"6",0,0,0,1,3.4238748550415,8.20173931121826,0,1.24722456932068,10.0533876419067,12.0246410369873,1,1990-07-07 19:00:00,12.4709100723267,0.583162188529968,"no",17.5517845153809,"yes","no",21.4200000762939,"35-44","Health","5","UpperAustria","OOe"
"7",0,0,1,1,8.96594905853271,8.73670673370361,3.9890410900116,4.38951206207275,9.19917869567871,12.0246410369873,1,1990-07-09 19:00:00,7.81930208206177,0,"no",12.6116075515747,"yes","no",12.1400003433228,"35-44","Banks","10","Tyrol","T"
"8",0,0,0,1,12.0046968460083,91.1041030883789,0,12.6641550064087,9.46201229095459,0.0328542105853558,0,1990-06-01 19:00:00,17.4209442138672,0,"no",83.4122467041016,"yes","yes",97.1600036621094,"35-44","Electrical","13","Vienna","W"
"9",0,0,1,1,12.0093936920166,94.2481994628906,3.4191780090332,21.6637554168701,9.19917869567871,12.0246410369873,1,1990-06-30 19:00:00,16.752908706665,0,"no",41.7220268249512,"yes","yes",10.9499998092651,"35-44","Retail","2","Vienna","W"
"10",0,0,1,1,11.1217222213745,39.1281852722168,3.9890410900116,14.3436079025269,7.19507169723511,12.0246410369873,1,1990-07-09 19:00:00,16.8651599884033,0.574948668479919,"no",36.4130096435547,"yes","yes",33.6300010681152,"35-44","Other","1","Tyrol","T"
"11",0,0,0,0,0,0,0,3.21345615386963,9.19917869567871,12.0246410369873,1,1990-07-05 19:00:00,9.56331253051758,0.169746741652489,"no",27.751636505127,"yes","yes",40.0299987792969,"35-44","SocInsur","3","Vienna","W"
"12",0,0,0,1,9.98512744903564,26.3430767059326,0,2.79270839691162,10.1190967559814,12.0246410369873,1,1990-07-14 19:00:00,16.0657081604004,0.709103345870972,"no",39.6910667419434,"no","no",0,"35-44","Other","1","Vienna","W"
"13",0,0,0,0,0,0,0,0.520319640636444,9.2977409362793,12.0246410369873,1,1990-07-13 19:00:00,8.99931526184082,4.28747415542603,"no",20.8708629608154,"yes","no",20.7299995422363,"35-44","Other","1","Styria","Stmk"
"14",0,0,1,1,12.0093936920166,72.4843368530273,5.06301355361938,28.275369644165,6.53798770904541,12.0246410369873,1,1990-07-26 19:00:00,17.5715255737305,0,"no",62.8858528137207,"yes","yes",80.5699996948242,"35-44","SocInsur","3","Styria","Stmk"
