"","time","cangas"
"1",1960,1.4306
"2",1960.08333333333,1.3059
"3",1960.16666666667,1.4022
"4",1960.25,1.1699
"5",1960.33333333333,1.1161
"6",1960.41666666667,1.0113
"7",1960.5,0.966
"8",1960.58333333333,0.9773
"9",1960.66666666667,1.0311
"10",1960.75,1.2521
"11",1960.83333333333,1.4419
"12",1960.91666666667,1.5637
"13",1961,1.745
"14",1961.08333333333,1.5835
"15",1961.16666666667,1.677
"16",1961.25,1.5155
"17",1961.33333333333,1.4051
"18",1961.41666666667,1.2464
"19",1961.5,1.2238
"20",1961.58333333333,1.2917
"21",1961.66666666667,1.3541
"22",1961.75,1.5552
"23",1961.83333333333,1.7648
"24",1961.91666666667,2.2549
"25",1962,2.4164
"26",1962.08333333333,2.3484
"27",1962.16666666667,2.3852
"28",1962.25,2.0651
"29",1962.33333333333,2.0594
"30",1962.41666666667,1.9263
"31",1962.5,1.9631
"32",1962.58333333333,2.0396
"33",1962.66666666667,2.1104
"34",1962.75,2.3427
"35",1962.83333333333,2.422
"36",1962.91666666667,2.8554
"37",1963,3.0566
"38",1963.08333333333,2.6798
"39",1963.16666666667,2.8101
"40",1963.25,2.5863
"41",1963.33333333333,2.4674
"42",1963.41666666667,2.2407
"43",1963.5,2.2662
"44",1963.58333333333,2.2889
"45",1963.66666666667,2.4305
"46",1963.75,2.6345
"47",1963.83333333333,2.9716
"48",1963.91666666667,3.2577
"49",1964,3.4872
"50",1964.08333333333,3.2322
"51",1964.16666666667,3.2464
"52",1964.25,3.1104
"53",1964.33333333333,2.8838
"54",1964.41666666667,2.592
"55",1964.5,2.6996
"56",1964.58333333333,2.796
"57",1964.66666666667,2.796
"58",1964.75,3.0736
"59",1964.83333333333,3.3399
"60",1964.91666666667,4.0565
"61",1965,3.9007
"62",1965.08333333333,3.4787
"63",1965.16666666667,3.7563
"64",1965.25,3.3172
"65",1965.33333333333,3.2549
"66",1965.41666666667,3.0311
"67",1965.5,2.8186
"68",1965.58333333333,3.0792
"69",1965.66666666667,3.1217
"70",1965.75,3.3937
"71",1965.83333333333,3.6911
"72",1965.91666666667,4.099
"73",1966,4.3342
"74",1966.08333333333,3.6911
"75",1966.16666666667,3.9347
"76",1966.25,3.5976
"77",1966.33333333333,3.4985
"78",1966.41666666667,3.201
"79",1966.5,3.1812
"80",1966.58333333333,3.2095
"81",1966.66666666667,3.1019
"82",1966.75,3.7704
"83",1966.83333333333,4.15
"84",1966.91666666667,4.3483
"85",1967,4.5211
"86",1967.08333333333,3.9546
"87",1967.16666666667,4.3087
"88",1967.25,3.9829
"89",1967.33333333333,3.9121
"90",1967.41666666667,3.4418
"91",1967.5,3.4588
"92",1967.58333333333,3.6855
"93",1967.66666666667,3.6061
"94",1967.75,4.0509
"95",1967.83333333333,4.2888
"96",1967.91666666667,4.8894
"97",1968,4.9942
"98",1968.08333333333,4.6401
"99",1968.16666666667,4.7761
"100",1968.25,4.3795
"101",1968.33333333333,4.116
"102",1968.41666666667,3.9546
"103",1968.5,3.8073
"104",1968.58333333333,4.1217
"105",1968.66666666667,4.0622
"106",1968.75,4.7053
"107",1968.83333333333,5.0848
"108",1968.91666666667,5.6457
"109",1969,5.7194
"110",1969.08333333333,5.218
"111",1969.16666666667,5.6344
"112",1969.25,5.252
"113",1969.33333333333,4.7251
"114",1969.41666666667,4.2265
"115",1969.5,4.4531
"116",1969.58333333333,4.7619
"117",1969.66666666667,4.9404
"118",1969.75,5.4135
"119",1969.83333333333,5.8582
"120",1969.91666666667,6.1981
"121",1970,6.4474
"122",1970.08333333333,5.8412
"123",1970.16666666667,6.4701
"124",1970.25,6.065
"125",1970.33333333333,5.7449
"126",1970.41666666667,4.9942
"127",1970.5,5.1443
"128",1970.58333333333,5.388
"129",1970.66666666667,5.7222
"130",1970.75,6.1216
"131",1970.83333333333,6.623
"132",1970.91666666667,7.2718
"133",1971,7.1953
"134",1971.08333333333,6.3624
"135",1971.16666666667,7.0735
"136",1971.25,6.4163
"137",1971.33333333333,6.167
"138",1971.41666666667,5.5069
"139",1971.5,5.8837
"140",1971.58333333333,5.9149
"141",1971.66666666667,6.0962
"142",1971.75,6.5239
"143",1971.83333333333,6.7958
"144",1971.91666666667,7.6995
"145",1972,7.8751
"146",1972.08333333333,7.6768
"147",1972.16666666667,7.8581
"148",1972.25,7.3596
"149",1972.33333333333,7.1273
"150",1972.41666666667,6.8497
"151",1972.5,6.963
"152",1972.58333333333,7.0735
"153",1972.66666666667,7.3567
"154",1972.75,8.1669
"155",1972.83333333333,8.3142
"156",1972.91666666667,8.9686
"157",1973,9.0224
"158",1973.08333333333,8.1811
"159",1973.16666666667,8.759
"160",1973.25,8.2009
"161",1973.33333333333,7.725
