"","time","vehicles"
"1",1,699
"2",1.04166666666667,346
"3",1.08333333333333,193
"4",1.125,191
"5",1.16666666666667,193
"6",1.20833333333333,355
"7",1.25,1021
"8",1.29166666666667,3471
"9",1.33333333333333,4826
"10",1.375,4284
"11",1.41666666666667,3253
"12",1.45833333333333,3000
"13",1.5,3052
"14",1.54166666666667,3005
"15",1.58333333333333,2810
"16",1.625,2351
"17",1.66666666666667,2304
"18",1.70833333333333,2653
"19",1.75,3322
"20",1.79166666666667,2553
"21",1.83333333333333,1811
"22",1.875,1220
"23",1.91666666666667,1123
"24",1.95833333333333,957
"25",2,716
"26",2.04166666666667,341
"27",2.08333333333333,231
"28",2.125,172
"29",2.16666666666667,186
"30",2.20833333333333,351
"31",2.25,1026
"32",2.29166666666667,3517
"33",2.33333333333333,4799
"34",2.375,4393
"35",2.41666666666667,3293
"36",2.45833333333333,2959
"37",2.5,2843
"38",2.54166666666667,2582
"39",2.58333333333333,2389
"40",2.625,2287
"41",2.66666666666667,2410
"42",2.70833333333333,2688
"43",2.75,3409
"44",2.79166666666667,2713
"45",2.83333333333333,2010
"46",2.875,1408
"47",2.91666666666667,1308
"48",2.95833333333333,1054
"49",3,759
"50",3.04166666666667,417
"51",3.08333333333333,215
"52",3.125,209
"53",3.16666666666667,226
"54",3.20833333333333,363
"55",3.25,1061
"56",3.29166666666667,3516
"57",3.33333333333333,4782
"58",3.375,4318
"59",3.41666666666667,3148
"60",3.45833333333333,2907
"61",3.5,3038
"62",3.54166666666667,2715
"63",3.58333333333333,2476
"64",3.625,2479
"65",3.66666666666667,2444
"66",3.70833333333333,2833
"67",3.75,3563
"68",3.79166666666667,2922
"69",3.83333333333333,2233
"70",3.875,1525
"71",3.91666666666667,1375
"72",3.95833333333333,1144
"73",4,826
"74",4.04166666666667,404
"75",4.08333333333333,251
"76",4.125,219
"77",4.16666666666667,200
"78",4.20833333333333,367
"79",4.25,1112
"80",4.29166666666667,3460
"81",4.33333333333333,4653
"82",4.375,4239
"83",4.41666666666667,3216
"84",4.45833333333333,2970
"85",4.5,3028
"86",4.54166666666667,2817
"87",4.58333333333333,2648
"88",4.625,2602
"89",4.66666666666667,2696
"90",4.70833333333333,2906
"91",4.75,3613
"92",4.79166666666667,3168
"93",4.83333333333333,2501
"94",4.875,1774
"95",4.91666666666667,1604
"96",4.95833333333333,1233
"97",5,873
"98",5.04166666666667,556
"99",5.08333333333333,357
"100",5.125,271
"101",5.16666666666667,217
"102",5.20833333333333,277
"103",5.25,754
"104",5.29166666666667,1587
"105",5.33333333333333,1660
"106",5.375,2295
"107",5.41666666666667,2401
"108",5.45833333333333,2524
"109",5.5,2756
"110",5.54166666666667,2701
"111",5.58333333333333,2506
"112",5.625,2579
"113",5.66666666666667,2368
"114",5.70833333333333,2338
"115",5.75,2665
"116",5.79166666666667,2637
"117",5.83333333333333,2336
"118",5.875,1746
"119",5.91666666666667,1406
"120",5.95833333333333,1254
"121",6,1058
"122",6.04166666666667,730
"123",6.08333333333333,512
"124",6.125,275
"125",6.16666666666667,237
"126",6.20833333333333,174
"127",6.25,377
"128",6.29166666666667,962
"129",6.33333333333333,989
"130",6.375,1219
"131",6.41666666666667,1668
"132",6.45833333333333,2151
"133",6.5,2477
"134",6.54166666666667,2476
"135",6.58333333333333,2484
"136",6.625,2388
"137",6.66666666666667,2360
"138",6.70833333333333,2538
"139",6.75,3038
"140",6.79166666666667,2862
"141",6.83333333333333,2254
"142",6.875,2068
"143",6.91666666666667,1723
"144",6.95833333333333,1452
"145",7,919
"146",7.04166666666667,341
"147",7.08333333333333,188
"148",7.125,183
"149",7.16666666666667,203
"150",7.20833333333333,352
"151",7.25,1094
"152",7.29166666666667,3606
"153",7.33333333333333,4674
"154",7.375,4426
"155",7.41666666666667,3473
"156",7.45833333333333,3277
"157",7.5,3179
"158",7.54166666666667,3023
"159",7.58333333333333,2729
"160",7.625,2626
"161",7.66666666666667,2584
"162",7.70833333333333,2861
"163",7.75,3585
"164",7.79166666666667,2838
"165",7.83333333333333,1923
"166",7.875,1305
"167",7.91666666666667,1043
"168",7.95833333333333,903
"169",8,667
"170",8.04166666666667,371
"171",8.08333333333333,213
"172",8.125,177
"173",8.16666666666667,188
"174",8.20833333333333,353
"175",8.25,1111
"176",8.29166666666667,3761
"177",8.33333333333333,5025
"178",8.375,4430
"179",8.41666666666667,3462
"180",8.45833333333333,3236
"181",8.5,2968
"182",8.54166666666667,2729
"183",8.58333333333333,2642
"184",8.625,2495
"185",8.66666666666667,2563
"186",8.70833333333333,2925
"187",8.75,3705
"188",8.79166666666667,2889
"189",8.83333333333333,2097
"190",8.875,1369
"191",8.91666666666667,1257
"192",8.95833333333333,1056
"193",9,766
"194",9.04166666666667,415
"195",9.08333333333333,242
"196",9.125,212
"197",9.16666666666667,233
"198",9.20833333333333,373
"199",9.25,1157
"200",9.29166666666667,3872
"201",9.33333333333333,4949
"202",9.375,4403
"203",9.41666666666667,3435
"204",9.45833333333333,3112
"205",9.5,2896
"206",9.54166666666667,2540
"207",9.58333333333333,2532
"208",9.625,2392
"209",9.66666666666667,2529
"210",9.70833333333333,2873
"211",9.75,3861
"212",9.79166666666667,3018
"213",9.83333333333333,2190
"214",9.875,1508
"215",9.91666666666667,1432
"216",9.95833333333333,1161
"217",10,789
"218",10.0416666666667,414
"219",10.0833333333333,274
"220",10.125,221
"221",10.1666666666667,222
"222",10.2083333333333,397
"223",10.25,1073
"224",10.2916666666667,3721
"225",10.3333333333333,4864
"226",10.375,4236
"227",10.4166666666667,3462
"228",10.4583333333333,3138
"229",10.5,2790
"230",10.5416666666667,2792
"231",10.5833333333333,2708
"232",10.625,2855
"233",10.6666666666667,2910
"234",10.7083333333333,3285
"235",10.75,3973
"236",10.7916666666667,3345
"237",10.8333333333333,2572
"238",10.875,1638
"239",10.9166666666667,1366
"240",10.9583333333333,1035
"241",11,881
"242",11.0416666666667,515
"243",11.0833333333333,318
"244",11.125,230
"245",11.1666666666667,214
"246",11.2083333333333,257
"247",11.25,688
"248",11.2916666666667,1665
"249",11.3333333333333,1741
"250",11.375,2260
"251",11.4166666666667,2550
"252",11.4583333333333,2895
"253",11.5,2897
"254",11.5416666666667,2875
"255",11.5833333333333,2638
"256",11.625,2710
"257",11.6666666666667,2468
"258",11.7083333333333,2320
"259",11.75,2641
"260",11.7916666666667,3065
"261",11.8333333333333,2463
"262",11.875,1734
"263",11.9166666666667,1447
"264",11.9583333333333,1273
"265",12,1103
"266",12.0416666666667,824
"267",12.0833333333333,545
"268",12.125,316
"269",12.1666666666667,211
"270",12.2083333333333,178
"271",12.25,409
"272",12.2916666666667,846
"273",12.3333333333333,927
"274",12.375,1220
"275",12.4166666666667,1978
"276",12.4583333333333,2514
"277",12.5,2503
"278",12.5416666666667,2546
"279",12.5833333333333,2494
"280",12.625,2387
"281",12.6666666666667,2339
"282",12.7083333333333,2656
"283",12.75,2805
"284",12.7916666666667,2727
"285",12.8333333333333,2289
"286",12.875,1767
"287",12.9166666666667,1579
"288",12.9583333333333,1404
"289",13,945
"290",13.0416666666667,408
"291",13.0833333333333,255
"292",13.125,205
"293",13.1666666666667,167
"294",13.2083333333333,342
"295",13.25,1046
"296",13.2916666666667,3960
"297",13.3333333333333,5119
"298",13.375,4499
"299",13.4166666666667,3251
"300",13.4583333333333,3136
"301",13.5,2902
"302",13.5416666666667,2721
"303",13.5833333333333,2594
"304",13.625,2500
"305",13.6666666666667,2497
"306",13.7083333333333,2804
"307",13.75,3809
"308",13.7916666666667,2998
"309",13.8333333333333,1912
"310",13.875,1310
"311",13.9166666666667,1057
"312",13.9583333333333,936
"313",14,629
"314",14.0416666666667,301
"315",14.0833333333333,185
"316",14.125,193
"317",14.1666666666667,179
"318",14.2083333333333,354
"319",14.25,1244
"320",14.2916666666667,3952
"321",14.3333333333333,5117
"322",14.375,4463
"323",14.4166666666667,3008
"324",14.4583333333333,2615
"325",14.5,2450
"326",14.5416666666667,2466
"327",14.5833333333333,2286
"328",14.625,2236
"329",14.6666666666667,2527
"330",14.7083333333333,2838
"331",14.75,3712
"332",14.7916666666667,3048
"333",14.8333333333333,2086
"334",14.875,1354
"335",14.9166666666667,1060
"336",14.9583333333333,925
"337",15,657
"338",15.0416666666667,336
"339",15.0833333333333,212
"340",15.125,202
"341",15.1666666666667,192
"342",15.2083333333333,333
"343",15.25,1268
"344",15.2916666666667,3975
"345",15.3333333333333,5148
"346",15.375,4396
"347",15.4166666666667,3533
"348",15.4583333333333,3360
"349",15.5,3207
"350",15.5416666666667,2819
"351",15.5833333333333,2735
"352",15.625,2738
"353",15.6666666666667,2811
"354",15.7083333333333,3179
"355",15.75,3929
"356",15.7916666666667,3565
"357",15.8333333333333,2697
"358",15.875,1476
"359",15.9166666666667,1284
"360",15.9583333333333,1163
"361",16,815
"362",16.0416666666667,437
"363",16.0833333333333,278
"364",16.125,163
"365",16.1666666666667,160
"366",16.2083333333333,237
"367",16.25,482
"368",16.2916666666667,1412
"369",16.3333333333333,1593
"370",16.375,1552
"371",16.4166666666667,2051
"372",16.4583333333333,2445
"373",16.5,2404
"374",16.5416666666667,2507
"375",16.5833333333333,2135
"376",16.625,2003
"377",16.6666666666667,1939
"378",16.7083333333333,2208
"379",16.75,2405
"380",16.7916666666667,2320
"381",16.8333333333333,1999
"382",16.875,1600
"383",16.9166666666667,1526
"384",16.9583333333333,1275
"385",17,886
"386",17.0416666666667,437
"387",17.0833333333333,313
"388",17.125,214
"389",17.1666666666667,194
"390",17.2083333333333,267
"391",17.25,580
"392",17.2916666666667,1374
"393",17.3333333333333,1634
"394",17.375,2227
"395",17.4166666666667,2412
"396",17.4583333333333,2735
"397",17.5,2910
"398",17.5416666666667,2821
"399",17.5833333333333,2707
"400",17.625,2579
"401",17.6666666666667,2598
"402",17.7083333333333,2633
"403",17.75,3006
"404",17.7916666666667,3411
"405",17.8333333333333,3459
"406",17.875,2642
"407",17.9166666666667,1520
"408",17.9583333333333,1110
"409",18,985
"410",18.0416666666667,752
"411",18.0833333333333,462
"412",18.125,314
"413",18.1666666666667,202
"414",18.2083333333333,189
"415",18.25,341
"416",18.2916666666667,811
"417",18.3333333333333,888
"418",18.375,1070
"419",18.4166666666667,1656
"420",18.4583333333333,2137
"421",18.5,2424
"422",18.5416666666667,2641
"423",18.5833333333333,2624
"424",18.625,2524
"425",18.6666666666667,2385
"426",18.7083333333333,2644
"427",18.75,2855
"428",18.7916666666667,2958
"429",18.8333333333333,2512
"430",18.875,2300
"431",18.9166666666667,2152
"432",18.9583333333333,1677
"433",19,963
"434",19.0416666666667,382
"435",19.0833333333333,251
"436",19.125,206
"437",19.1666666666667,192
"438",19.2083333333333,407
"439",19.25,1178
"440",19.2916666666667,3963
"441",19.3333333333333,5422
"442",19.375,4253
"443",19.4166666666667,3143
"444",19.4583333333333,3004
"445",19.5,2838
"446",19.5416666666667,2757
"447",19.5833333333333,2651
"448",19.625,2666
"449",19.6666666666667,2746
"450",19.7083333333333,2914
"451",19.75,3654
"452",19.7916666666667,2943
"453",19.8333333333333,1838
"454",19.875,1213
"455",19.9166666666667,1063
"456",19.9583333333333,924
"457",20,559
"458",20.0416666666667,349
"459",20.0833333333333,197
"460",20.125,193
"461",20.1666666666667,214
"462",20.2083333333333,386
"463",20.25,1235
"464",20.2916666666667,4064
"465",20.3333333333333,5215
"466",20.375,4474
"467",20.4166666666667,3329
"468",20.4583333333333,3012
"469",20.5,2820
"470",20.5416666666667,2773
"471",20.5833333333333,2719
"472",20.625,2591
"473",20.6666666666667,2795
"474",20.7083333333333,3163
"475",20.75,3752
"476",20.7916666666667,3135
"477",20.8333333333333,2114
"478",20.875,1435
"479",20.9166666666667,1212
"480",20.9583333333333,1079
"481",21,698
"482",21.0416666666667,359
"483",21.0833333333333,211
"484",21.125,185
"485",21.1666666666667,200
"486",21.2083333333333,388
"487",21.25,1249
"488",21.2916666666667,4080
"489",21.3333333333333,5333
"490",21.375,4476
"491",21.4166666666667,3664
"492",21.4583333333333,3083
"493",21.5,2795
"494",21.5416666666667,2686
"495",21.5833333333333,2549
"496",21.625,2559
"497",21.6666666666667,2790
"498",21.7083333333333,3097
"499",21.75,3792
"500",21.7916666666667,3255
"501",21.8333333333333,2203
"502",21.875,1338
"503",21.9166666666667,1194
"504",21.9583333333333,1162
"505",22,756
"506",22.0416666666667,392
"507",22.0833333333333,245
"508",22.125,203
"509",22.1666666666667,223
"510",22.2083333333333,404
"511",22.25,1259
"512",22.2916666666667,4140
"513",22.3333333333333,5275
"514",22.375,4496
"515",22.4166666666667,3493
"516",22.4583333333333,3004
"517",22.5,2785
"518",22.5416666666667,2644
"519",22.5833333333333,2645
"520",22.625,2482
"521",22.6666666666667,2732
"522",22.7083333333333,3166
"523",22.75,3735
"524",22.7916666666667,3170
"525",22.8333333333333,2271
"526",22.875,1494
"527",22.9166666666667,1312
"528",22.9583333333333,1150
"529",23,713
"530",23.0416666666667,364
"531",23.0833333333333,259
"532",23.125,205
"533",23.1666666666667,212
"534",23.2083333333333,401
"535",23.25,1222
"536",23.2916666666667,4009
"537",23.3333333333333,5334
"538",23.375,4462
"539",23.4166666666667,3468
"540",23.4583333333333,2987
"541",23.5,2924
"542",23.5416666666667,2804
"543",23.5833333333333,2744
"544",23.625,2778
"545",23.6666666666667,3052
"546",23.7083333333333,3552
"547",23.75,4118
"548",23.7916666666667,3713
"549",23.8333333333333,2784
"550",23.875,1809
"551",23.9166666666667,1556
"552",23.9583333333333,1210
"553",24,952
"554",24.0416666666667,583
"555",24.0833333333333,313
"556",24.125,248
"557",24.1666666666667,194
"558",24.2083333333333,308
"559",24.25,766
"560",24.2916666666667,1791
"561",24.3333333333333,1868
"562",24.375,2631
"563",24.4166666666667,2703
"564",24.4583333333333,2675
"565",24.5,2788
"566",24.5416666666667,2881
"567",24.5833333333333,2763
"568",24.625,2538
"569",24.6666666666667,2333
"570",24.7083333333333,2453
"571",24.75,2702
"572",24.7916666666667,3050
"573",24.8333333333333,2851
"574",24.875,1961
"575",24.9166666666667,1603
"576",24.9583333333333,1322
"577",25,1215
"578",25.0416666666667,849
"579",25.0833333333333,554
"580",25.125,299
"581",25.1666666666667,206
"582",25.2083333333333,193
"583",25.25,352
"584",25.2916666666667,821
"585",25.3333333333333,841
"586",25.375,1254
"587",25.4166666666667,1742
"588",25.4583333333333,2191
"589",25.5,2369
"590",25.5416666666667,2736
"591",25.5833333333333,2678
"592",25.625,2447
"593",25.6666666666667,2624
"594",25.7083333333333,2887
"595",25.75,2888
"596",25.7916666666667,2599
"597",25.8333333333333,1990
"598",25.875,1699
"599",25.9166666666667,1569
"600",25.9583333333333,1157
"601",26,731
"602",26.0416666666667,288
"603",26.0833333333333,154
"604",26.125,206
"605",26.1666666666667,197
"606",26.2083333333333,401
"607",26.25,1264
"608",26.2916666666667,4156
"609",26.3333333333333,5154
"610",26.375,4602
"611",26.4166666666667,3595
"612",26.4583333333333,3019
"613",26.5,2772
"614",26.5416666666667,2588
"615",26.5833333333333,2666
"616",26.625,2519
"617",26.6666666666667,2737
"618",26.7083333333333,3195
"619",26.75,3690
"620",26.7916666666667,3080
"621",26.8333333333333,2163
"622",26.875,1395
"623",26.9166666666667,1145
"624",26.9583333333333,985
"625",27,701
"626",27.0416666666667,349
"627",27.0833333333333,192
"628",27.125,169
"629",27.1666666666667,175
"630",27.2083333333333,374
"631",27.25,1253
"632",27.2916666666667,4078
"633",27.3333333333333,5525
"634",27.375,4471
"635",27.4166666666667,3477
"636",27.4583333333333,3012
"637",27.5,2740
"638",27.5416666666667,2804
"639",27.5833333333333,2569
"640",27.625,2591
"641",27.6666666666667,2826
"642",27.7083333333333,3174
"643",27.75,4133
"644",27.7916666666667,3474
"645",27.8333333333333,2430
"646",27.875,1396
"647",27.9166666666667,1168
"648",27.9583333333333,1048
"649",28,724
"650",28.0416666666667,369
"651",28.0833333333333,239
"652",28.125,228
"653",28.1666666666667,213
"654",28.2083333333333,377
"655",28.25,1251
"656",28.2916666666667,4148
"657",28.3333333333333,5403
"658",28.375,4395
"659",28.4166666666667,3565
"660",28.4583333333333,2929
"661",28.5,2799
"662",28.5416666666667,2680
"663",28.5833333333333,2687
"664",28.625,2636
"665",28.6666666666667,2778
"666",28.7083333333333,3212
"667",28.75,3897
"668",28.7916666666667,3437
"669",28.8333333333333,2617
"670",28.875,1553
"671",28.9166666666667,1302
"672",28.9583333333333,1088
"673",29,722
"674",29.0416666666667,379
"675",29.0833333333333,233
"676",29.125,229
"677",29.1666666666667,185
"678",29.2083333333333,417
"679",29.25,1225
"680",29.2916666666667,4058
"681",29.3333333333333,5155
"682",29.375,4481
"683",29.4166666666667,3590
"684",29.4583333333333,3180
"685",29.5,3042
"686",29.5416666666667,2959
"687",29.5833333333333,2865
"688",29.625,2843
"689",29.6666666666667,3151
"690",29.7083333333333,3568
"691",29.75,4059
"692",29.7916666666667,3562
"693",29.8333333333333,2939
"694",29.875,1886
"695",29.9166666666667,1588
"696",29.9583333333333,1262
"697",30,989
"698",30.0416666666667,573
"699",30.0833333333333,300
"700",30.125,234
"701",30.1666666666667,179
"702",30.2083333333333,299
"703",30.25,764
"704",30.2916666666667,1714
"705",30.3333333333333,2051
"706",30.375,2860
"707",30.4166666666667,2619
"708",30.4583333333333,2797
"709",30.5,2849
"710",30.5416666666667,3017
"711",30.5833333333333,2809
"712",30.625,2623
"713",30.6666666666667,2445
"714",30.7083333333333,2587
"715",30.75,3041
"716",30.7916666666667,3213
"717",30.8333333333333,2720
"718",30.875,1868
"719",30.9166666666667,1525
"720",30.9583333333333,1345
"721",31,1218
"722",31.0416666666667,799
"723",31.0833333333333,514
"724",31.125,322
"725",31.1666666666667,216
"726",31.2083333333333,188
"727",31.25,379
"728",31.2916666666667,883
"729",31.3333333333333,1033
"730",31.375,1421
"731",31.4166666666667,2078
"732",31.4583333333333,2365
"733",31.5,2523
"734",31.5416666666667,2587
"735",31.5833333333333,2573
"736",31.625,2407
"737",31.6666666666667,2320
"738",31.7083333333333,2611
"739",31.75,3100
"740",31.7916666666667,3045
"741",31.8333333333333,2569
"742",31.875,2122
"743",31.9166666666667,1969
"744",31.9583333333333,1306
"745",32,811
"746",32.0416666666667,358
"747",32.0833333333333,211
"748",32.125,193
"749",32.1666666666667,202
"750",32.2083333333333,369
"751",32.25,1107
"752",32.2916666666667,3675
"753",32.3333333333333,5151
"754",32.375,4729
"755",32.4166666666667,3328
"756",32.4583333333333,2849
"757",32.5,2797
"758",32.5416666666667,2541
"759",32.5833333333333,2450
"760",32.625,2360
"761",32.6666666666667,2627
"762",32.7083333333333,3081
"763",32.75,3814
"764",32.7916666666667,2809
"765",32.8333333333333,1939
"766",32.875,1341
"767",32.9166666666667,1129
"768",32.9583333333333,877
"769",33,619
"770",33.0416666666667,320
"771",33.0833333333333,179
"772",33.125,183
"773",33.1666666666667,218
"774",33.2083333333333,429
"775",33.25,1340
"776",33.2916666666667,4271
"777",33.3333333333333,5270
"778",33.375,4533
"779",33.4166666666667,3556
"780",33.4583333333333,2809
"781",33.5,2662
"782",33.5416666666667,2679
"783",33.5833333333333,2542
"784",33.625,2385
"785",33.6666666666667,2753
"786",33.7083333333333,3103
"787",33.75,4073
"788",33.7916666666667,3520
"789",33.8333333333333,2511
"790",33.875,1483
"791",33.9166666666667,1187
"792",33.9583333333333,1066
"793",34,733
"794",34.0416666666667,391
"795",34.0833333333333,246
"796",34.125,209
"797",34.1666666666667,239
"798",34.2083333333333,397
"799",34.25,1304
"800",34.2916666666667,4248
"801",34.3333333333333,5233
"802",34.375,4492
"803",34.4166666666667,3548
"804",34.4583333333333,2922
"805",34.5,2701
"806",34.5416666666667,2514
"807",34.5833333333333,2532
"808",34.625,2436
"809",34.6666666666667,2786
"810",34.7083333333333,3202
"811",34.75,3984
"812",34.7916666666667,3337
"813",34.8333333333333,2218
"814",34.875,1417
"815",34.9166666666667,1283
"816",34.9583333333333,1134
"817",35,760
"818",35.0416666666667,405
"819",35.0833333333333,239
"820",35.125,226
