"","time","visitors"
"1",1985.33333333333,75.7
"2",1985.41666666667,75.4
"3",1985.5,83.1
"4",1985.58333333333,82.9
"5",1985.66666666667,77.3
"6",1985.75,105.7
"7",1985.83333333333,121.9
"8",1985.91666666667,150
"9",1986,98
"10",1986.08333333333,118
"11",1986.16666666667,129.5
"12",1986.25,110.6
"13",1986.33333333333,91.7
"14",1986.41666666667,94.8
"15",1986.5,109.5
"16",1986.58333333333,105.1
"17",1986.66666666667,95
"18",1986.75,130.3
"19",1986.83333333333,156.7
"20",1986.91666666667,190.1
"21",1987,139.7
"22",1987.08333333333,147.8
"23",1987.16666666667,145.2
"24",1987.25,132.7
"25",1987.33333333333,120.7
"26",1987.41666666667,116.5
"27",1987.5,142
"28",1987.58333333333,140.4
"29",1987.66666666667,128
"30",1987.75,165.7
"31",1987.83333333333,183.1
"32",1987.91666666667,222.8
"33",1988,161.3
"34",1988.08333333333,180.4
"35",1988.16666666667,185.2
"36",1988.25,160.5
"37",1988.33333333333,157.1
"38",1988.41666666667,163.8
"39",1988.5,203.3
"40",1988.58333333333,196.9
"41",1988.66666666667,179.6
"42",1988.75,207.3
"43",1988.83333333333,208
"44",1988.91666666667,245.8
"45",1989,168.9
"46",1989.08333333333,191.1
"47",1989.16666666667,180
"48",1989.25,160.1
"49",1989.33333333333,136.6
"50",1989.41666666667,142.7
"51",1989.5,175.4
"52",1989.58333333333,161.4
"53",1989.66666666667,149.9
"54",1989.75,174.1
"55",1989.83333333333,192.7
"56",1989.91666666667,247.4
"57",1990,176.2
"58",1990.08333333333,192.8
"59",1990.16666666667,189.1
"60",1990.25,181.1
"61",1990.33333333333,149.9
"62",1990.41666666667,157.3
"63",1990.5,185.3
"64",1990.58333333333,178.2
"65",1990.66666666667,162.7
"66",1990.75,190.6
"67",1990.83333333333,198.6
"68",1990.91666666667,253.1
"69",1991,177.4
"70",1991.08333333333,190.6
"71",1991.16666666667,189.2
"72",1991.25,168
"73",1991.33333333333,161.4
"74",1991.41666666667,172.2
"75",1991.5,208.3
"76",1991.58333333333,199.3
"77",1991.66666666667,197.4
"78",1991.75,216
"79",1991.83333333333,223.9
"80",1991.91666666667,266.8
"81",1992,196.1
"82",1992.08333333333,238.2
"83",1992.16666666667,217.8
"84",1992.25,203.8
"85",1992.33333333333,175.2
"86",1992.41666666667,176.9
"87",1992.5,219.3
"88",1992.58333333333,199.1
"89",1992.66666666667,190
"90",1992.75,229.3
"91",1992.83333333333,255
"92",1992.91666666667,302.4
"93",1993,242.8
"94",1993.08333333333,245.5
"95",1993.16666666667,257.9
"96",1993.25,226.3
"97",1993.33333333333,213.4
"98",1993.41666666667,204.6
"99",1993.5,244.6
"100",1993.58333333333,239.9
"101",1993.66666666667,224
"102",1993.75,267.2
"103",1993.83333333333,285.9
"104",1993.91666666667,344
"105",1994,250.5
"106",1994.08333333333,304.3
"107",1994.16666666667,307.4
"108",1994.25,255.1
"109",1994.33333333333,214.9
"110",1994.41666666667,230.9
"111",1994.5,282.5
"112",1994.58333333333,265.4
"113",1994.66666666667,254
"114",1994.75,301.6
"115",1994.83333333333,311
"116",1994.91666666667,384
"117",1995,303.8
"118",1995.08333333333,319.1
"119",1995.16666666667,313.5
"120",1995.25,294.2
"121",1995.33333333333,244.8
"122",1995.41666666667,261.4
"123",1995.5,329.7
"124",1995.58333333333,304.9
"125",1995.66666666667,268.6
"126",1995.75,320.7
"127",1995.83333333333,342.9
"128",1995.91666666667,422.3
"129",1996,317.2
"130",1996.08333333333,392.7
"131",1996.16666666667,365.6
"132",1996.25,333.2
"133",1996.33333333333,261.5
"134",1996.41666666667,306.9
"135",1996.5,358.2
"136",1996.58333333333,329.2
"137",1996.66666666667,309.2
"138",1996.75,350.4
"139",1996.83333333333,375.6
"140",1996.91666666667,465.2
"141",1997,342.9
"142",1997.08333333333,408
"143",1997.16666666667,390.9
"144",1997.25,325.9
"145",1997.33333333333,289.1
"146",1997.41666666667,308.2
"147",1997.5,397.4
"148",1997.58333333333,330.4
"149",1997.66666666667,330.9
"150",1997.75,366.5
"151",1997.83333333333,379.5
"152",1997.91666666667,448.3
"153",1998,346.2
"154",1998.08333333333,353.6
"155",1998.16666666667,338.6
"156",1998.25,341.1
"157",1998.33333333333,283.4
"158",1998.41666666667,304.2
"159",1998.5,372.3
"160",1998.58333333333,323.7
"161",1998.66666666667,323.9
"162",1998.75,354.8
"163",1998.83333333333,367.9
"164",1998.91666666667,457.6
"165",1999,351
"166",1999.08333333333,398.6
"167",1999.16666666667,389
"168",1999.25,334.1
"169",1999.33333333333,298.1
"170",1999.41666666667,317.1
"171",1999.5,388.5
"172",1999.58333333333,355.6
"173",1999.66666666667,353.1
"174",1999.75,397
"175",1999.83333333333,416.7
"176",1999.91666666667,460.8
"177",2000,360.8
"178",2000.08333333333,434.6
"179",2000.16666666667,411.9
"180",2000.25,405.6
"181",2000.33333333333,319.3
"182",2000.41666666667,347.9
"183",2000.5,429
"184",2000.58333333333,372.9
"185",2000.66666666667,403
"186",2000.75,426.5
"187",2000.83333333333,459.9
"188",2000.91666666667,559.9
"189",2001,416.6
"190",2001.08333333333,429.2
"191",2001.16666666667,428.7
"192",2001.25,405.4
"193",2001.33333333333,330.2
"194",2001.41666666667,370
"195",2001.5,446.9
"196",2001.58333333333,384.6
"197",2001.66666666667,366.3
"198",2001.75,378.5
"199",2001.83333333333,376.2
"200",2001.91666666667,523.2
"201",2002,379.3
"202",2002.08333333333,437.2
"203",2002.16666666667,446.5
"204",2002.25,360.3
"205",2002.33333333333,329.9
"206",2002.41666666667,339.4
"207",2002.5,418.2
"208",2002.58333333333,371.9
"209",2002.66666666667,358.6
"210",2002.75,428.9
"211",2002.83333333333,437
"212",2002.91666666667,534
"213",2003,396.6
"214",2003.08333333333,427.5
"215",2003.16666666667,392.5
"216",2003.25,321.5
"217",2003.33333333333,260.9
"218",2003.41666666667,308.3
"219",2003.5,415.5
"220",2003.58333333333,362.2
"221",2003.66666666667,385.6
"222",2003.75,435.3
"223",2003.83333333333,473.3
"224",2003.91666666667,566.6
"225",2004,420.2
"226",2004.08333333333,454.8
"227",2004.16666666667,432.3
"228",2004.25,402.8
"229",2004.33333333333,341.3
"230",2004.41666666667,367.3
"231",2004.5,472
"232",2004.58333333333,405.8
"233",2004.66666666667,395.6
"234",2004.75,449.9
"235",2004.83333333333,479.9
"236",2004.91666666667,593.1
"237",2005,462.4
"238",2005.08333333333,501.6
"239",2005.16666666667,504.7
"240",2005.25,409.5
