"","time","fmsales"
"1",1,23.05613049424
"2",2,24.8173190961
"3",3,24.29954884716
"4",4,23.24246568308
"5",5,22.86230052664
"6",6,22.86268215102
"7",7,23.39102320862
"8",8,22.46944865102
"9",9,22.2413797644
"10",10,24.36653520478
"11",11,29.4565529328
"12",12,31.29350873406
"13",13,38.71346802794
"14",14,35.74931099328
"15",15,39.76837720728
"16",16,32.41875082988
"17",17,37.50286329896
"18",18,31.47398276631
"19",19,35.6250908197
"20",20,33.15921046544
"21",21,34.30566306692
"22",22,33.63057442636
"23",23,32.89971004224
"24",24,34.42615848848
"25",25,33.77748142166
"26",26,34.84868194134
"27",27,30.98625132632
"28",28,33.32109438412
"29",29,34.00267617022
"30",30,35.41716095152
"31",31,33.82205946832
"32",32,32.72319820094
"33",33,34.925046738
"34",34,33.4596455192
"35",35,30.99886921016
"36",36,31.28616466292
"37",37,35.03033791388
"38",38,34.259509149
"39",39,35.00099868692
"40",40,36.0402117668
"41",41,36.0562221658
"42",42,31.39749080146
"43",43,32.18701627352
"44",44,30.32183326056
"45",45,34.58843170382
"46",46,38.87864327736
"47",47,37.16595358266
"48",48,37.11135364516
"49",49,39.02115680904
"50",50,40.73718718808
"51",51,42.35834945286
"52",52,51.91408072312
"53",53,35.40396239756
"54",54,30.55471352746
"55",55,30.42091280146
"56",56,30.97232185042
"57",57,32.33600993712
"58",58,28.19399717982
"59",59,29.2028500577
"60",60,28.15516388902
"61",61,28.40408765236
"62",62,34.12820568548
