"","time","utility"
"1",1,8906
"2",1.04166666666667,8860
"3",1.08333333333333,8845
"4",1.125,8936
"5",1.16666666666667,9182
"6",1.20833333333333,9838
"7",1.25,11854
"8",1.29166666666667,13795
"9",1.33333333333333,13642
"10",1.375,13138
"11",1.41666666666667,12496
"12",1.45833333333333,12084
"13",1.5,11900
"14",1.54166666666667,11672
"15",1.58333333333333,11503
"16",1.625,11717
"17",1.66666666666667,11992
"18",1.70833333333333,12266
"19",1.75,12511
"20",1.79166666666667,12206
"21",1.83333333333333,11901
"22",1.875,11198
"23",1.91666666666667,10159
"24",1.95833333333333,9258
"25",2,8723
"26",2.04166666666667,8693
"27",2.08333333333333,8417
"28",2.125,8402
"29",2.16666666666667,8540
"30",2.20833333333333,8968
"31",2.25,10694
"32",2.29166666666667,12343
"33",2.33333333333333,12222
"34",2.375,12023
"35",2.41666666666667,11854
"36",2.45833333333333,11886
"37",2.5,11503
"38",2.54166666666667,11488
"39",2.58333333333333,11289
"40",2.625,11029
"41",2.66666666666667,10771
"42",2.70833333333333,11045
"43",2.75,11076
"44",2.79166666666667,10922
"45",2.83333333333333,10342
"46",2.875,9685
"47",2.91666666666667,8662
"48",2.95833333333333,7791
"49",3,7455
"50",3.04166666666667,7378
"51",3.08333333333333,7242
"52",3.125,7179
"53",3.16666666666667,7394
"54",3.20833333333333,8020
"55",3.25,9822
"56",3.29166666666667,11548
"57",3.33333333333333,11779
"58",3.375,11641
"59",3.41666666666667,11625
"60",3.45833333333333,11457
"61",3.5,11182
"62",3.54166666666667,11121
"63",3.58333333333333,10877
"64",3.625,10572
"65",3.66666666666667,10128
"66",3.70833333333333,10098
"67",3.75,9869
"68",3.79166666666667,9487
"69",3.83333333333333,9334
"70",3.875,9135
"71",3.91666666666667,8463
"72",3.95833333333333,7776
"73",4,7409
"74",4.04166666666667,7378
"75",4.08333333333333,7257
"76",4.125,7363
"77",4.16666666666667,7408
"78",4.20833333333333,7745
"79",4.25,8326
"80",4.29166666666667,9319
"81",4.33333333333333,9930
"82",4.375,10021
"83",4.41666666666667,9609
"84",4.45833333333333,9197
"85",4.5,8509
"86",4.54166666666667,8570
"87",4.58333333333333,8586
"88",4.625,8662
"89",4.66666666666667,8754
"90",4.70833333333333,9242
"91",4.75,9333
"92",4.79166666666667,9135
"93",4.83333333333333,8814
"94",4.875,8647
"95",4.91666666666667,8066
"96",4.95833333333333,7394
"97",5,6981
"98",5.04166666666667,6783
"99",5.08333333333333,6813
"100",5.125,6844
"101",5.16666666666667,6981
"102",5.20833333333333,7150
"103",5.25,7639
"104",5.29166666666667,8402
"105",5.33333333333333,8906
"106",5.375,9227
