"","x"
"1",129
"2",130
"3",123
"4",126
"5",125
"6",122
"7",114
"8",111
"9",120
"10",124
"11",125
"12",109
"13",120
"14",124
"15",121
"16",127
"17",108
"18",108
"19",120
"20",120
"21",115
"22",116
"23",119
"24",117
"25",119
"26",121
"27",120
"28",123
"29",119
"30",121
"31",120
"32",136
"33",96
"34",121
"35",105
"36",114
"37",150
"38",146
"39",154
"40",156
"41",142
"42",136
"43",140
"44",114
"45",121
"46",142
"47",122
"48",145
"49",123
"50",123
"51",126
"52",138
"53",123
"54",130
"55",120
"56",126
"57",145
"58",120
"59",148
"60",138
"61",150
"62",143
"63",144
"64",149
"65",144
"66",139
"67",121
"68",135
"69",151
"70",147
"71",155
"72",155
"73",146
"74",138
"75",135
"76",151
"77",140
"78",146
"79",151
"80",148
"81",122
"82",136
"83",157
"84",141
"85",130
"86",133
"87",129
"88",123
"89",128
"90",128
"91",135
"92",134
"93",142
"94",155
"95",150
"96",156
"97",156
"98",157
"99",152
"100",146
"101",132
"102",147
"103",134
"104",137
"105",143
"106",151
"107",142
"108",146
"109",142
"110",155
"111",165
"112",145
"113",181
"114",154
"115",144
"116",149
"117",130
"118",129
"119",138
"120",141
"121",135
"122",149
"123",148
"124",164
"125",150
"126",138
"127",141
"128",143
"129",133
"130",144
"131",125
"132",148
"133",124
"134",114
"135",124
"136",126
"137",136
"138",137
"139",158
"140",150
"141",148
"142",149
"143",152
"144",137
"145",139
"146",146
"147",151
"148",154
"149",139
"150",139
"151",144
"152",138
"153",144
"154",151
"155",148
"156",146
"157",146
"158",146
"159",143
"160",156
"161",159
"162",158
"163",168
"164",174
"165",163
"166",154
"167",174
"168",159
"169",160
"170",120
"171",137
"172",126
"173",128
"174",118
"175",120
"176",130
"177",118
"178",118
"179",120
"180",155
"181",151
"182",159
"183",133
"184",150
"185",147
"186",142
"187",143
"188",151
"189",164
"190",149
"191",155
"192",138
"193",144
"194",135
"195",137
"196",147
"197",135
"198",138
"199",133
"200",130
"201",133
"202",137
"203",138
"204",120
"205",120
"206",127
"207",129
"208",131
"209",127
"210",127
"211",124
"212",132
"213",142
"214",154
"215",159
"216",162
"217",161
"218",159
"219",148
"220",147
"221",165
