"","Half","Full"
"1",66.8,141.483333333333
"2",67.8833333333333,147.266666666667
"3",68.7,147.883333333333
"4",69.9,156.75
"5",69.95,147.433333333333
"6",70.1166666666667,150
"7",70.6333333333333,147.233333333333
"8",70.65,159
"9",71.1166666666667,154.05
"10",71.4666666666667,156.25
"11",72.2333333333333,157.133333333333
"12",72.3666666666667,156.233333333333
"13",72.8666666666667,174.016666666667
"14",73,155.266666666667
"15",73.4333333333333,157.066666666667
"16",73.4666666666667,145.316666666667
"17",73.65,163.366666666667
"18",73.7166666666667,154.2
"19",73.8,164.666666666667
"20",73.85,163.516666666667
"21",74.2833333333333,162.383333333333
"22",74.3,164.983333333333
"23",74.8,157.916666666667
"24",75.2666666666667,162.45
"25",75.4833333333333,172.35
"26",75.6333333333333,160.366666666667
"27",75.9,165.883333333333
"28",75.9333333333333,161.583333333333
"29",76.0166666666667,163.083333333333
"30",76.05,152.983333333333
"31",76.3666666666667,163.166666666667
"32",76.55,172.3
"33",76.7166666666667,164.783333333333
"34",76.7833333333333,181.733333333333
"35",76.8833333333333,190.483333333333
"36",77.0666666666667,178.266666666667
"37",77.2166666666667,166.416666666667
"38",77.2666666666667,161.183333333333
"39",77.3666666666667,170.283333333333
"40",77.45,170.1
"41",77.5166666666667,173.266666666667
"42",77.55,170.383333333333
"43",77.5666666666667,168.016666666667
"44",77.6333333333333,170.933333333333
"45",77.8,166.95
"46",78.15,175.35
"47",78.3333333333333,170.633333333333
"48",78.45,174.233333333333
"49",78.5166666666667,167.183333333333
"50",78.5333333333333,175.533333333333
"51",78.8,163.316666666667
"52",79.1,171.733333333333
"53",79.4833333333333,174.933333333333
"54",79.6666666666667,177.616666666667
"55",79.7333333333333,179.783333333333
"56",79.8666666666667,172.433333333333
"57",80.0833333333333,171.533333333333
"58",80.0833333333333,180.25
"59",80.4833333333333,179.65
"60",80.5166666666667,195.883333333333
"61",80.8333333333333,203.066666666667
"62",81.2166666666667,176.25
"63",81.2333333333333,170.383333333333
"64",81.4,171.416666666667
"65",81.4,179.033333333333
"66",81.4833333333333,188.566666666667
"67",81.5333333333333,202
"68",81.55,197.516666666667
"69",81.6,182.333333333333
"70",81.6166666666667,186.866666666667
"71",81.7166666666667,179
"72",82.1166666666667,175.166666666667
"73",82.1333333333333,178.9
"74",82.15,173.916666666667
"75",82.3666666666667,174.283333333333
"76",82.5,178.016666666667
"77",82.6666666666667,177
"78",82.7333333333333,176.016666666667
"79",82.8166666666667,176.683333333333
"80",83.0166666666667,194.366666666667
"81",83.15,181.85
"82",83.2833333333333,182.2
"83",83.3833333333333,182.916666666667
"84",83.4,178.883333333333
"85",83.5333333333333,192.8
"86",83.8,177.533333333333
"87",83.8666666666667,183.216666666667
"88",84.0166666666667,186.083333333333
"89",84.0833333333333,176.866666666667
"90",84.15,179.666666666667
"91",84.2166666666667,182.933333333333
"92",84.25,190.633333333333
"93",84.2666666666667,184.466666666667
"94",84.35,191.433333333333
"95",84.3666666666667,185.35
"96",84.3833333333333,185.666666666667
"97",84.4166666666667,195.233333333333
"98",84.4166666666667,225.75
"99",84.55,187.15
"100",84.6,187.733333333333
"101",84.7333333333333,206.7
"102",84.7666666666667,197.583333333333
"103",84.8,213.966666666667
"104",84.8833333333333,177.216666666667
