"","temp","geog.1","geog.2"
"1",-6.16666666666667,71,-8.39999999999995
"2",-4.03333333333333,69.5,19
"3",-9.7,74.5,19
"4",-5.26666666666667,70.4,31.1
"5",-3.1,67.3,14.4
"6",-2.23333333333333,63.7,9.60000000000005
"7",0.366666666666667,60.4,5.29999999999995
"8",-1.06666666666667,58.9,5.60000000000002
"9",-6.93333333333333,59.9,10.7
"10",-15.9666666666667,68.5,22.5000000000001
"11",-13.2666666666667,65.8,24.2
"12",-10.5666666666667,63.2,14.7
"13",-8.83333333333333,62.6,18
"14",-7.5,59.4,13.5
"15",-4.9,59.4,18.1
"16",-6.7,57.8,14.2
"17",-1.76666666666667,57.7,18.3
"18",-17.1,67.2,26.6
"19",-13.5333333333333,64.3,27.7
"20",-9.76666666666667,63.1,21.8
"21",-10.9,62.4,25.7
"22",-6.9,60.5,22.3
"23",-7.33333333333333,60.2,25.0000000000001
"24",2.8,60.1,-1.19999999999996
"25",4.06666666666667,58.2,-6.30000000000001
"26",1.93333333333333,57.2,-2.09999999999999
"27",4.83333333333333,56.5,-6.90000000000003
"28",1.9,56,-3.39999999999998
"29",0.6,55.3,-3.20000000000002
"30",4.83333333333333,53.3,-4.5
"31",3.13333333333333,53.4,-2.30000000000001
"32",2.16666666666667,53.2,-0.500000000000028
"33",2.13333333333333,52.5,-1.69999999999996
"34",6.3,50.4,-4.09999999999999
"35",3.83333333333333,54.7,-6.20000000000002
"36",6.93333333333333,51.9,-10.3
"37",4.86666666666667,55.4,-7.29999999999998
"38",-0.0333333333333333,64,-22.6
"39",-0.6,64,-22
"40",-1.83333333333333,65.7,-18.1
"41",0.4,64.3,-15.2
"42",-1.63333333333333,55.7,12.6
"43",1.06666666666667,52.1,5.20000000000002
"44",4.6,50.8,4.39999999999998
"45",-0.3,49.5,5.99999999999997
"46",0.533333333333333,47.4,8.60000000000002
"47",-7.66666666666667,47.3,9.29999999999998
"48",2.46666666666667,46.2,6.20000000000005
"49",3.23333333333333,46,8.99999999999997
"50",7.2,48.5,-4.40000000000003
"51",3.8,48.8,2
"52",4.03333333333333,48.8,2.5
"53",0.866666666666667,48.7,6.20000000000005
"54",0.333333333333333,48.6,7.60000000000002
"55",7.2,47.3,-1.59999999999997
"56",3.03333333333333,47.3,5.10000000000002
"57",5.53333333333333,45.9,1.19999999999996
"58",5.13333333333333,45.7,4.69999999999999
"59",8,44.8,-0.700000000000045
"60",8.1,43.6,1.40000000000006
"61",8.03333333333333,43.9,4.39999999999998
"62",8.43333333333333,43.3,5.40000000000003
"63",8.96666666666667,43.7,7.19999999999999
"64",9.9,42.7,2.90000000000003
"65",9.03333333333333,41.9,8.80000000000001
