"","praf","pmek","plcg","pip2","pip3","p44.42","pakts473","pka","pkc","p38","pjnk","grp"
"1",1.42160392686983,1.12057393120585,0.94546858513182,1.26245108973043,1.76937732607614,0.82020145948564,1.23044892137827,2.6170003411209,1.23044892137827,1.65224634100332,1.60205999132796,"1"
"2",1.55509444857832,1.21748394421391,1.0899051114394,1.22530928172586,0.910090545594068,1.26951294421792,1.51188336097887,2.54654266347813,0.527629900871339,1.21748394421391,1.78887511577542,"1"
"3",1.77378644498119,1.64443858946784,1.16435285578444,1.00860017176192,1.11394335230684,1.17318626841227,1.51188336097887,2.60530504614111,1.05690485133647,1.50379068305718,1.29003461136252,"1"
"4",1.86332286012046,1.91803033678488,1.36361197989214,1.13033376849501,0.110589710299249,0.765668554759014,1.07188200730613,2.72263392253381,1.13672056715641,1.45636603312904,1.36361197989214,"1"
"5",1.52762990087134,1.29666519026153,0.715167357848458,0.988112840268352,1.39445168082622,1.32428245529769,1.66370092538965,2.48429983934679,0.66838591669,1.40993312333129,1.91009054559407,"1"
"6",1.27415784926368,0.574031267727719,1.24551266781415,1.34439227368511,1.03742649794062,1.07554696139253,1.40993312333129,2.78532983501077,1.13672056715641,1.69108149212297,1.76192783842053,"1"
"7",1.65224634100332,1.56229286445647,1.01703333929878,2.12057393120585,1.21218760440396,0.937517892017347,1.25285303097989,2.9216864754836,1.17609125905568,1.55509444857832,1.25767857486918,"1"
"8",1.67577834167409,1.17609125905568,1.16435285578444,1.48429983934679,1.24303804868629,1.30535136944662,1.65609820201283,2.66838591669,0.808885867359812,1.38738982633873,1.30102999566398,"1"
"9",2.01703333929878,1.78887511577542,1.02530586526477,1.32428245529769,1.62117628177504,1.06069784035361,1.37106786227174,2.64836001098093,1.46538285144842,1.78532983501077,1.40312052117582,"1"
"10",1.32428245529769,1.33243845991561,0.27415784926368,2.31175386105575,1.64048143697042,1.12057393120585,2.13033376849501,2.32837960343874,1.16435285578444,1.42651126136458,2.00432137378264,"1"
"11",1.2148438480477,1.2148438480477,1.16136800223497,1.23044892137827,1.04921802267018,1.34044411484012,1.53907609879278,2.65224634100332,1.3096301674259,1.65224634100332,1.38201704257487,"1"
"12",1.87098881376058,1.35983548233989,0.8750612633917,1.19033169817029,1.41830129131975,1.32014628611105,1.56229286445647,2.58994960132571,1.50379068305718,1.85125834871908,1.55022835305509,"1"
"13",1.92992956008459,1.59769518592551,0.949390006644913,1.81224469680037,1.06818586174616,0.824125833916549,1.08635983067475,2.72263392253381,1.25285303097989,1.64443858946784,2.07188200730613,"1"
"14",1.56584781867352,1.46538285144842,0.698970004336019,0.957128197676813,1.19033169817029,1.25285303097989,1.25285303097989,2.60205999132796,1.16435285578444,1.6170003411209,2.17897694729317,"1"
"15",1.46538285144842,1.38201704257487,1.00860017176192,1.20411998265592,1.66838591669,0.94546858513182,0.859138297294531,2.69897000433602,0.988112840268352,1.28103336724773,0.898176483497677,"1"
"16",1.69897000433602,1.13987908640124,1.07554696139253,1.12057393120585,1.05307844348342,1.25767857486918,1.4456042032736,2.59328606702046,1.74973631556906,1.88649072517248,0,"1"
"17",1.41830129131975,1.42651126136458,1.32837960343874,1.03742649794062,1.16731733474818,0.957128197676813,1.57863920996807,1.94939000664491,1.60205999132796,1.81624129999178,0.152288344383056,"1"
"18",1.59769518592551,1.58206336291171,1.02118929906994,1.96473092105363,1.35602585719312,1.44090908206522,1.49554433754645,2.34830486304816,1.21748394421391,1.48855071650044,0.88309335857569,"1"
"19",1.48429983934679,1.29666519026153,0.8750612633917,2.12385164096709,1.19589965240923,1.28103336724773,1.55870857053317,2.50379068305718,1.38201704257487,1.5705429398819,1.23552844690755,"1"
