"","V1","V2"
"1",-817750.977574534,6089236.89967497
"2",-822936.525818585,6092807.48905742
"3",-830884.866159877,6095117.87042253
"4",-829949.767296195,6104065.34734561
"5",-826804.434754721,6111122.51224269
"6",-819196.13036386,6121078.15557963
"7",-804574.584495388,6128135.32047671
"8",-787657.795961516,6122590.40520043
"9",-763260.216518193,6122548.39826652
"10",-760029.874989112,6120658.08624052
"11",-760709.946889971,6111290.53997833
"12",-755311.876176902,6102553.09772481
"13",-759732.343532486,6097554.27258938
"14",-763940.288419052,6097638.2864572
"15",-763132.703036782,6090329.07995666
"16",-757437.100867086,6085540.28949079
"17",-752251.552623035,6086002.36576381
"18",-747363.53583561,6095327.90509209
"19",-752166.543635428,6097512.26565547
"20",-750848.904327513,6102007.00758397
"21",-744813.266207388,6106711.78418201
"22",-734739.701175912,6098184.37659805
"23",-737162.457322722,6089951.01755146
"24",NA,NA
"25",-737885.033717385,6088900.84420368
"26",-741200.384234074,6079281.25633803
"27",-739840.240432355,6078189.07605634
"28",-737630.006754563,6088480.77486457
"29",-730659.269770757,6094907.83575298
"30",-732741.989967138,6107719.95059588
"31",-731424.350659223,6112172.68559047
"32",-723348.496836521,6125194.83510293
"33",-718630.49802431,6129731.58396533
"34",-714507.562125352,6130865.77118093
"35",-712509.850916578,6130445.70184182
"36",-707706.84311676,6122632.41213434
"37",-694785.477000436,6120700.09317443
"38",-687602.217547611,6122338.36359697
"39",-676423.535677238,6118767.77421452
"40",-667030.042546621,6088102.71245937
"41",-660399.341513244,6080751.49902492
"42",-652493.505665756,6079029.21473456
"43",-659591.756130974,6083355.92892741
"44",-666817.520077602,6091631.29490791
"45",-670430.402050917,6113474.90054171
"46",-676040.995233005,6121456.21798483
"47",-687262.181597181,6126245.0084507
"48",-693935.387124362,6126455.04312026
"49",-696783.188209209,6131033.79891658
"50",-698185.836504731,6143257.81668472
"51",-695083.008457061,6143803.90682557
"52",-689812.451225403,6140275.32437703
"53",-687899.749004236,6141073.45612134
"54",-685732.019820248,6146996.43380282
"55",-687389.695078592,6151323.14799567
"56",-694912.990481847,6152919.41148429
"57",-695423.044407491,6155397.82058505
"58",-694445.441050006,6161572.83986999
"59",-687729.731029022,6170058.24052004
"60",-702351.276897494,6170394.29599133
"61",-704689.024056697,6175267.10032503
"62",-703881.438674427,6177913.53716143
"63",-699418.466825039,6184508.62578548
"64",-683649.299623867,6182324.2652221
"65",-676296.022195827,6184340.59804984
"66",-673150.689654353,6190809.66587216
"67",-685094.452413192,6220004.48494041
"68",-686029.551276874,6230926.28775731
"69",-690577.532113869,6235505.04355363
"70",-706176.681339827,6238067.46652221
"71",NA,NA
