"","x"
"1",1.2501937430352
"2",1.4
"3",0.372343258932233
"4",0.790967962238938
"5",2.73999451193959
"6",3.13302062219009
"7",1.67359885759652
"8",1.00634202593938
"9",2.3571157688275
"10",1.06234733248129
"11",9.67997678322718
"12",8.59598566778004
"13",8.88585872715339
"14",8.79746896680444
"15",8.09529851190746
"16",9.35534621821716
"17",9.473770968616
"18",9.56293339142576
"19",9.9928755289875
"20",9.83039755141363
"21",9.11178165581077
"22",9.39734561834484
"23",9.07492315629497
"24",8.75577265862375
"25",9.9508225847967
"26",8.70721661485732
"27",9.3446520413272
"28",7.71029643481597
"29",8.8103730743751
"30",9.03371370630339
"31",9.88380152499303
"32",8.20527241565287
"33",9.13872405420989
"34",6.90565648954362
"35",9.00012891972438
"36",4.86332884756848
"37",3.91861276235431
"38",5.65677895676345
"39",3.97508214693516
"40",5.50221527693793
"41",4.80355580104515
"42",6.18861573282629
"43",5.55013762321323
"44",4.79669082909822
"45",3.04544135695323
"46",5.98525793058798
"47",3.28194365371019
"48",4.17871804442257
"49",4.61033159866929
"50",2.07708929199725
"51",2.69595276098698
"52",0.164917446672916
"53",2.14610423194245
"54",2.04697002889588
"55",7.65496818581596
"56",0.0859360513277352
"57",3.59044717391953
"58",2.50208685640246
"59",7.62290124082938
"60",6.7162698181346
"61",6.11033973982558
"62",7.42841065162793
"63",5.02149140927941
"64",6.81090195663273
"65",0.419110567308962
"66",2.93261644430459
"67",5.60283580096439
"68",8.66861100075766
"69",6.90498040057719
"70",2.27715387009084
"71",4.58905844250694
"72",1.49764358764514
"73",4.35452315956354
"74",0.344607126899064
"75",6.52229739585891
"76",4.69071688130498
"77",6.78196641150862
"78",4.70177623676136
"79",4.77013805648312
"80",5.5918470909819
"81",2.98603711184114
"82",2.45789897395298
"83",3.68479086318985
"84",6.50560923619196
"85",0.92176256235689
"86",6.63708022329956
"87",4.74493261193857
"88",5.44769674306735
"89",2.60645198402926
"90",1.39935107901692
"91",6.13335313973948
"92",3.34375346312299
"93",5.1040173554793
"94",9.81749432627112
"95",0.398448654450476
"96",1.46586431656033
"97",7.73088787449524
"98",3.39395027607679
"99",7.18334522796795
"100",0.233266912400723
