"","x0","x1"
"1",-2.698045,3.86166634
"2",-0.3677611,1.75871951
"3",3.4048138,0.06949408
"4",2.7522091,1.00566344
"5",0.8919011,1.18272825
"6",-2.8833296,-2.82516762
"7",-2.3709129,2.12642782
"8",3.2690108,-1.98056116
"9",1.2231843,1.31837991
"10",-3.4765761,-2.1061129
"11",-1.4077955,1.87524431
"12",2.2691554,1.93874425
"13",-3.9436219,-3.03359901
"14",-1.4384302,-3.57244651
"15",-1.9781237,-4.07611648
"16",-2.2470147,3.68808291
"17",-3.9544531,1.70248512
"18",-3.0861822,1.56110857
"19",-0.4593146,-2.77213257
"20",-1.8945787,2.78783899
"21",-3.4158603,-3.89073585
"22",-0.8511758,1.35214061
"23",-3.4436141,3.86225107
"24",2.3138515,-0.90916407
"25",-0.8290856,-3.3254526
"26",-2.6413211,1.60648242
"27",4.26803,-0.48195489
"28",2.8186657,-1.17766094
"29",-2.2690032,2.18195786
"30",-3.9131486,0.50581877
"31",3.3288176,0.20699338
"32",-2.5814978,4.38719876
"33",-1.7555262,-1.84194329
"34",-3.1131598,2.74641756
"35",-4.1447031,2.88267984
"36",2.6785962,-0.60524757
"37",4.1053292,1.92165416
"38",1.2569718,1.2868598
"39",-3.9261987,-4.25693844
"40",-2.5661364,1.87712521
"41",-2.0028931,-1.97226543
"42",-3.3676541,-2.82189941
"43",-4.7314583,3.24365358
"44",-3.5547431,4.13611643
"45",2.0489216,-0.88915916
"46",3.4158393,-0.5695442
"47",-3.3060611,0.53831954
"48",2.7932892,0.32252449
"49",-3.1092617,2.57076576
"50",2.0313282,-0.70661017
"51",-3.4574658,-3.78165031
"52",-3.1645502,-1.46204288
"53",-3.2523315,1.58285727
"54",5.6804032,0.12398951
"55",-2.2624711,4.19892326
"56",-1.0251536,4.83425452
"57",-1.7603812,1.88492829
"58",-2.7341354,-1.54281317
"59",-3.532187,-5.67895307
"60",-2.7681556,1.51679875
"61",-2.3835048,-4.56996121
"62",1.6982485,-0.45210796
"63",-2.3430231,-1.9642885
"64",-2.6502938,-2.50819286
"65",-1.9492262,-3.44372274
"66",-1.2033986,-2.99799024
"67",-3.2566764,-3.860879
"68",3.0124375,1.08424207
"69",-2.4861787,-3.42809767
"70",-2.7789841,-2.02036317
"71",-2.4933029,-2.45584884
"72",2.0586287,-0.26629518
"73",-3.0050779,1.65178702
"74",-1.2978921,-3.75317535
"75",-4.2281618,-3.13798932
"76",-0.4991865,2.49415528
"77",-3.5214937,2.83897581
"78",-3.253411,1.92870882
"79",-2.0426318,2.3560993
"80",3.3310649,0.04656395
"81",-1.8327008,-4.02830149
"82",-2.7937993,-2.28826321
"83",1.2114475,1.34778367
"84",-1.0781348,3.14478117
"85",-2.1787996,3.19274849
"86",2.9419283,0.2881525
"87",3.3919321,0.56547611
"88",-3.52379,-1.67621773
"89",-1.8503732,-0.85375308
"90",-2.553427,3.60965752
"91",-2.8695765,-2.05193705
"92",-3.6950982,3.91962688
"93",-2.9135633,2.14441417
"94",2.5549633,0.86262214
"95",1.4305704,-0.26747834
"96",-3.5849035,1.82534716
"97",-3.5719155,-2.9003235
"98",3.2119698,-0.33036579
"99",-3.541299,-2.5775289
"100",4.2729625,0.81018423
"101",-1.7627038,2.59965797
"102",-3.7757533,2.83201433
"103",-4.2791679,-4.40943642
"104",0.5177239,-0.26280227
"105",-3.4640964,1.99928858
"106",2.0735205,1.39409988
"107",-2.1637521,4.27185359
"108",-3.3466047,-2.25420378
"109",-4.1973501,-3.83027993
"110",2.9676835,-1.26439453
"111",-0.7979813,-2.09447213
"112",-4.6403091,3.78925308
"113",-1.3182196,2.14271501
"114",-2.387641,2.3981348
"115",-2.3224258,-1.51594913
"116",-1.5059178,3.50828294
"117",3.8569002,0.83022792
"118",3.6555184,-0.38079553
"119",-1.1676734,-2.12549741
"120",-2.2430043,-3.31591511
"121",-1.439644,-0.99015087
"122",-3.0709809,-1.8464067
"123",-2.1283611,-1.26297112
"124",-1.2141929,-3.07122353
"125",-4.5113935,-4.39469734
"126",-3.0762306,3.90136643
"127",3.1248273,1.29038737
"128",3.0866869,0.21438923
"129",3.8479403,0.15381228
"130",-2.1251904,-2.73600136
"131",-1.1265815,-3.67654856
"132",2.2440634,1.37416719
"133",3.4239737,0.68569896
"134",-3.6267822,-3.38511339
"135",-2.249247,-3.63905971
"136",3.1453,0.03276693
"137",-2.4230326,2.06984929
"138",1.736794,-0.3726954
"139",2.574946,0.24623289
