"","x","y"
"1",0,2.1697
"2",0.0101,0.17048
"3",0.0202,-0.83372
"4",0.0303,-2.44743
"5",0.0404,-1.67188
"6",0.05051,-1.38262
"7",0.06061,-1.05884
"8",0.07071,-0.92285
"9",0.08081,-2.54599
"10",0.09091,-2.02467
"11",0.10101,-1.94877
"12",0.11111,-1.89872
"13",0.12121,-2.65347
"14",0.13131,-2.65234
"15",0.14141,-1.71909
"16",0.15152,-2.6507
"17",0.16162,-3.94178
"18",0.17172,-1.87626
"19",0.18182,-2.3982
"20",0.19192,-0.47185
"21",0.20202,-0.05105
"22",0.21212,-2.71324
"23",0.22222,-2.2928
"24",0.23232,-2.54728
"25",0.24242,-0.87963
"26",0.25253,-0.36783
"27",0.26263,-0.11317
"28",0.27273,-2.00823
"29",0.28283,-0.35035
"30",0.29293,0.03673
"31",0.30303,-2.73254
"32",0.31313,-0.53621
"33",0.32323,-1.83922
"34",0.33333,-0.76582
"35",0.34343,0.90272
"36",0.35354,-0.9362
"37",0.36364,-1.29286
"38",0.37374,-1.08259
"39",0.38384,-0.11795
"40",0.39394,0.05096
"41",0.40404,1.98104
"42",0.41414,0.70199
"43",0.42424,0.26213
"44",0.43434,0.36505
"45",0.44444,-0.17028
"46",0.45455,-0.14245
"47",0.46465,1.13516
"48",0.47475,1.31214
"49",0.48485,0.51966
"50",0.49495,-0.46691
"51",0.50505,2.00247
"52",0.51515,0.15796
"53",0.52525,1.39781
"54",0.53535,0.3735
"55",0.54545,1.08189
"56",0.55556,1.35558
"57",0.56566,1.3457
"58",0.57576,-0.17483
"59",0.58586,0.95889
"60",0.59596,2.26978
"61",0.60606,1.24045
"62",0.61616,2.81828
"63",0.62626,3.30837
"64",0.63636,3.62478
"65",0.64646,1.34821
"66",0.65657,1.95916
"67",0.66667,-0.12741
"68",0.67677,0.52851
"69",0.68687,-0.6451
"70",0.69697,0.06909
"71",0.70707,0.63411
"72",0.71717,0.14185
"73",0.72727,1.05864
"74",0.73737,-0.22884
"75",0.74747,1.34563
"76",0.75758,0.64431
"77",0.76768,-0.35859
"78",0.77778,-0.25058
"79",0.78788,-1.15505
"80",0.79798,0.32552
"81",0.80808,0.2462
"82",0.81818,1.19042
"83",0.82828,-0.99161
"84",0.83838,-0.87802
"85",0.84848,-0.16783
"86",0.85859,0.21787
"87",0.86869,-0.96406
"88",0.87879,0.62938
"89",0.88889,0.53239
"90",0.89899,0.47871
"91",0.90909,0.21041
"92",0.91919,-0.43789
"93",0.92929,-1.08379
"94",0.93939,0.84231
"95",0.94949,-0.73547
"96",0.9596,1.92103
"97",0.9697,-0.65755
"98",0.9798,2.58657
"99",0.9899,1.14426
"100",1,0.16435
