"","x"
"1",0.1221926
"2",0.8946916
"3",-0.9255607
"4",0.4911919
"5",1.043866
"6",0.7772109
"7",0.8813812
"8",0.531389
"9",-0.5358451
"10",0.2722522
"11",0.6583721
"12",0.531487
"13",-0.09361037
"14",0.01252
"15",-0.9217312
"16",0.5703878
"17",-0.979146
"18",-1.406763
"19",-1.065507
"20",-1.312306
"21",-0.932705
"22",-1.925246
"23",1.170033
"24",0.4358172
"25",0.9894608
"26",-0.8995986
"27",0.8579328
"28",0.6472733
"29",1.156412
"30",-1.092411
"31",-0.5985046
"32",0.1463481
"33",1.25818
"34",-1.183494
"35",0.1845849
"36",-0.03265998
"37",0.04568047
"38",-0.6630927
"39",-0.009133385
"40",-3.123596
"41",-0.5058736
"42",-0.3820839
"43",-0.1651308
"44",2.452495
"45",-1.399298
"46",0.6939975
"47",-0.5636874
"48",0.9835077
"49",-0.1881236
"50",1.068214
"51",2.313118
"52",1.01893
"53",0.9444893
"54",0.5570955
