"","AXP","BA","CAT","CSCO","CVX","DD","DIS","GE","GS","HD","IBM","INTC","JNJ","JPM","KO","MCD","MMM","MRK","MSFT","NKE","PFE","PG","T","TRV","UNH","UTX","V","VZ","WMT","XOM"
"1999-01-29",0.00360975609759207,0.0631320870364391,-0.058478260869564,0.202025643788405,-0.101760308656862,-0.0352431209950913,0.100000000000016,0.0281372549019547,NA,-0.0112763523451335,-0.00612864735870911,0.188765182186272,0.0149040181232936,0.0836619718309779,-0.0252238805970139,0.0260382762661111,0.0913948256467905,-0.00508474576269313,0.26180690749153,0.121628371628361,0.0290399999999966,-0.00481874931550386,0.00689912362482992,-0.15617577197149,0.0392475615420256,0.0982988505746847,NA,0.111111111111115,0.0559921414538225,-0.039250547045958
"1999-02-26",0.0547292699523612,0.027097146151658,0.0519510505656919,-0.12325206167085,0.0318120805369393,0.00234420785309464,0.0663636363636302,-0.0434824067893295,NA,-0.0133884297520744,-0.0736698499317903,-0.148754134694844,0.00293703007518298,0.0348323368858903,-0.021895574950266,0.0785433320644506,-0.045864467920651,0.110732538330478,-0.142114285714281,0.174571364952129,0.025732721760076,-0.0150764828876429,-0.0207407407407436,0.102392681210407,0.101899441340799,0.0370897521768261,NA,-0.0394999999999937,0.00139534883719761,-0.0525266903914845
"1999-03-31",0.0852534562212017,-0.0457479651978792,0.00834064969273185,0.12013086596461,0.154546637179661,0.131553303449642,-0.115657857345855,0.10278137772903,NA,0.0428882559892818,0.0441826215022048,-0.00892112723029881,0.0952325172777393,0.02197940216026,-0.0391358797745514,0.0661176470588376,-0.0446934917634222,-0.0169325153374223,0.193898621194952,0.0817061611374843,0.0516143701682599,0.0943016759776536,-0.107602118003006,-0.0328758378551028,0.0673291421618227,0.0934043755550151,NA,-0.103071317022364,0.0704830469112852,0.0600961538461762
"1999-04-30",0.109893842887462,0.194999999999989,0.40117544623421,0.0410733844468996,0.123943661971801,0.217533585945547,0.0202442159383112,-0.0474597721931006,NA,-0.0401606425703014,0.180197461212976,0.0295280558593629,0.0427807486631171,0.0138871820081057,0.108830237862477,-0.0646656367247921,0.257950530035348,-0.12169246130803,-0.0927248382057443,0.0779880827199357,-0.170738738738749,-0.0421686746987927,0.181394363212535,-0.0765676567656703,0.0665019950598595,0.0696987595983547,NA,0.114915844457317,-0.00206096105867282,0.177154195011337
"1999-05-28",-0.0736858214094513,0.0351956682254693,-0.147428926518582,-0.0443626161669242,-0.0726817042606476,-0.0742679304003233,-0.0828346456692843,-0.0349245515801423,NA,-0.0533891213389127,0.109039629045367,-0.11610817739825,-0.0500512820512874,-0.122787878787868,0.00646488392595934,-0.091552619159986,-0.0365168539325825,-0.0390791530481664,-0.00762513835937773,-0.0199967484962051,-0.0700504084825059,-0.00469033152117515,-0.08286995515694,0.241958541815562,0.0388384108319888,-0.143290999447815,NA,-0.0499739718896459,-0.0732608695652155,-0.038405971586812
"1999-06-30",0.0749215265157883,0.0461245839277038,0.0932944606413952,0.182385321100894,0.0276756756756829,0.0438569682151404,0.0580357142857326,0.111220375651508,0.06348971437027,0.139321074964661,0.114224137931084,0.100628930817604,0.0580868063053301,0.195246649164,-0.0948905109488891,0.0683116883116759,0.0138775510204001,0.0887311446317458,0.117734539595996,0.0421366954213274,0.0186915887850614,-0.0562279104637322,0.134363387443751,-0.0998561151079043,0.0740867775681722,0.160167579761496,NA,0.193972602739736,0.131832043162074,-0.0344309502942254
"1999-07-30",0.0124490893721672,0.031363636363642,-0.0228333333333414,-0.0358472998137649,-0.0400799495055641,0.0557751427316624,-0.105485232067512,-0.0353982300885121,-0.109935986640679,-0.00977653631284514,-0.0275435203095625,0.15966386554619,-0.0708163265306065,-0.109132947976871,-0.0232258064516502,0.0136153659129907,0.0115021854152211,-0.0814995925020208,-0.0485641423661017,-0.179401464501689,-0.0675229357798542,0.0276895142986879,-0.0149999999999776,-0.0214194373401732,-0.0260258661983058,-0.0737500000000008,NA,-0.0209576258222407,-0.124352331606215,0.0291753112033366
"1999-08-31",0.0436432637571076,-0.00154252974877056,-0.0341122292341458,0.0914212135844328,0.0116164383561594,-0.121186910704367,0.00689404934684745,0.0303669724770459,-0.0680112570356629,-0.0362012223789329,-0.00899037314025641,0.191650215271447,0.122886009224691,0.0860368543991594,-0.0123844121532097,-0.00743583593189223,0.0745963156697942,-0.00635906536528441,0.0786621605873148,-0.101066925315267,0.114226682408513,0.0959584805653535,-0.158760721162258,0.0300555374061102,-0.00311475409836748,-0.00854700854700619,NA,-0.0420312500000037,0.0487573964497108,-0.0062996094242308
"1999-09-30",-0.0181818181818261,-0.0591480909291672,-0.0321384425216495,0.0110603155876556,-0.0385657025240955,-0.0454402019564473,-0.0630630630630596,0.0556495414478115,0.0199630934407018,0.115772357723556,-0.0285806037251065,-0.0958754106339099,-0.101515892420558,-0.0994145059146733,-0.193278715933807,0.0451909134847868,0.016507936507931,-0.035421937788377,-0.0216076058772678,0.219464825205031,-0.0495364238410696,-0.0554156171284629,0.0624219725342949,-0.134475103076465,-0.199309324124321,-0.102994555353903,NA,0.0978633175664676,0.0733468742947345,-0.0363889945479968
"1999-10-29",0.140740740740751,0.0804597701149412,0.00912242291550425,0.0793465577596388,0.0288450704225063,0.06512396694213,0.0192307692307876,0.142881241565439,0.166118421052628,0.103905566890114,-0.188016528925594,0.0421208451083297,0.140198106019384,0.157622396178836,0.222797927461141,-0.0462427745664733,-0.0104101603164617,0.227588335133473,0.0220848056537093,-0.015395505220364,0.106187290969906,0.118613333333355,0.0330983157070224,0.163429827775788,0.06161429451633,0.0200640701399417,NA,-0.0352102213638329,0.183978132884777,-0.0255263157894603
