"","x"
"1",38.1
"2",32.4
"3",34.5
"4",20.7
"5",21.5
"6",23.1
"7",29.7
"8",36.6
"9",36.1
"10",20.6
"11",20.4
"12",30.1
"13",38.7
"14",41.4
"15",37
"16",36
"17",37
"18",38
"19",23
"20",26.7
"21",27.5
"22",21.7
"23",22.9
"24",26.2
"25",36.5
"26",41.8
"27",21.5
"28",19.2
"29",25
"30",28.9
"31",23.2
"32",31.5
"33",36.2
"34",38.2
"35",26.4
"36",20.9
"37",21.5
"38",30.2
"39",33.4
"40",32.6
"41",22.2
"42",21.7
"43",30
"44",35.7
"45",32.8
"46",39.3
"47",25.5
"48",23
"49",19.9
"50",21.3
"51",20.8
"52",21.7
"53",23.8
"54",29
"55",23.7
"56",21.3
"57",28.5
"58",33.6
"59",34.6
"60",34.2
"61",27
"62",24.2
"63",19.9
"64",19.7
"65",21.5
"66",30.6
"67",30
"68",19
"69",19.6
"70",20.6
"71",23.6
"72",17.9
"73",17.3
"74",21.4
"75",24.1
"76",20.9
"77",30.1
"78",32.6
"79",21.3
"80",19.5
"81",19.9
"82",21
"83",25.4
"84",17.5
"85",20.4
"86",26.8
"87",25.8
"88",20.9
"89",19.4
"90",25.8
"91",26.3
"92",29.6
"93",30.3
"94",23.6
"95",28.4
"96",20.7
"97",24.1
"98",27.3
"99",23.2
"100",18.3
"101",24.6
"102",27.4
"103",20.4
"104",18.1
"105",25.2
"106",19.8
"107",21
"108",23.7
"109",19.6
"110",18.1
"111",20.8
"112",26
"113",18.4
"114",22
"115",14.4
"116",19.9
"117",22.6
"118",13.7
"119",15.9
"120",21.2
"121",23.7
"122",24
"123",17.2
"124",23.2
"125",25.2
"126",17.2
"127",16
"128",15.6
"129",13.4
"130",16
"131",16.8
"132",14.6
"133",19.4
"134",21
"135",19.5
"136",18.5
"137",13.3
"138",13.7
"139",14.3
"140",14.1
"141",11.4
"142",13.6
"143",16.6
"144",17.6
"145",14.6
"146",17.2
"147",14.4
"148",16.4
"149",17.3
"150",17.6
"151",17.2
"152",17.7
"153",14.2
"154",16.6
"155",15.7
"156",13.7
"157",14.7
"158",13.1
"159",12.9
"160",15.4
"161",11.9
"162",15.2
"163",15.3
"164",16.5
"165",16.1
"166",11.7
"167",11.2
"168",11.5
"169",10.8
"170",16.1
"171",14.8
"172",13.6
"173",13.8
"174",9.7
"175",10.7
"176",11
"177",15.3
"178",15.3
"179",17
"180",16
"181",16.3
"182",15.7
"183",14.5
"184",10.8
"185",10.5
"186",13.4
"187",12.2
"188",13.2
"189",13
"190",12.4
"191",13.1
"192",9.8
"193",10.5
"194",13.4
"195",11
"196",13.1
"197",15
"198",16.7
"199",16.1
"200",18.2
"201",15.7
"202",17.7
"203",15.9
"204",15.1
"205",15.2
"206",14.7
"207",13.3
"208",14.5
"209",11.1
"210",13.1
"211",13.7
"212",14.6
"213",12.9
"214",12.8
"215",15.2
"216",14.5
"217",17.2
"218",14.5
"219",14.4
"220",11
"221",13.1
"222",13.6
"223",14.6
"224",12.7
"225",13.6
"226",12.7
"227",15.5
"228",17.4
"229",15.2
"230",14.2
"231",17.7
"232",19.2
"233",12.5
"234",14.2
"235",15.3
"236",15.7
"237",17
"238",19
"239",13.1
"240",13.2
"241",13.2
"242",15.7
"243",14.1
"244",15.6
"245",15.5
"246",15.9
"247",15.1
"248",16
"249",19.4
"250",21.5
"251",23.7
"252",18.7
"253",23.8
"254",18
"255",16.2
"256",18.5
"257",20.6
"258",18.3
"259",22.5
"260",26.9
"261",19.4
"262",15.9
"263",20.5
"264",21.2
"265",19.5
"266",14.7
"267",17.6
"268",15.8
"269",17.7
"270",14.3
"271",16.8
"272",18.6
"273",21.9
"274",21.4
"275",20.8
"276",14
"277",17
"278",23
"279",26.4
"280",19.6
"281",22.7
"282",26.9
"283",14.7
"284",15.2
"285",19.8
"286",26.9
"287",20.2
"288",14.3
"289",14.8
"290",18.5
"291",21.7
"292",21.4
"293",21.8
"294",18.2
"295",15.8
"296",15.3
"297",18.5
"298",19.2
"299",28.5
"300",32.2
"301",21.8
"302",22.1
"303",20.7
"304",17
"305",24.7
"306",26.2
"307",29
"308",21.6
"309",17.1
"310",16.9
"311",19.1
"312",24.7
"313",25.4
"314",19.8
"315",18.2
"316",16.3
"317",17
"318",17.7
"319",15.5
"320",14.7
"321",15.8
"322",19.9
"323",20.4
"324",23.3
"325",20.2
"326",28.8
"327",31.2
"328",17.4
"329",18.5
"330",26.8
"331",34.3
"332",30.1
"333",20.5
"334",20.5
"335",19.8
"336",27
"337",21
"338",33
"339",22.6
"340",28.3
"341",21.1
"342",19
"343",17.3
"344",27
"345",30.2
"346",24.8
"347",17.9
"348",17.9
"349",20.7
"350",30.9
"351",36.2
"352",21
"353",20.2
"354",21.3
"355",24.2
"356",21
"357",20.7
"358",17.8
"359",19.6
"360",22.6
"361",20.5
"362",24.1
"363",22.2
"364",27
"365",33.6
"366",26.6
"367",20.6
"368",24.5
"369",19.8
"370",22.6
"371",29.2
"372",20.3
"373",23
"374",24.4
"375",38
"376",40.5
"377",24.2
"378",20.2
"379",21.8
"380",27
"381",35.2
"382",25.2
"383",32.7
"384",35.9
"385",38.9
"386",26.5
"387",21.8
"388",37.9
"389",43.3
"390",19
"391",19.7
"392",21.4
"393",32
"394",33.3
"395",22.2
"396",21.3
"397",20.8
"398",22.3
"399",22.5
"400",21.4
"401",23
"402",35.1
"403",40.3
"404",39
"405",21.1
"406",25.4
"407",23.6
"408",28.1
"409",37
"410",39.3
"411",39.4
"412",25.8
"413",27.7
"414",23
"415",24
"416",26.1
"417",21.8
"418",24.2
"419",22.3
"420",19.7
"421",20.8
"422",17.9
"423",20.1
"424",20.9
"425",21.2
"426",20.4
"427",29
"428",34.7
"429",34
"430",30.9
"431",29.6
"432",26.1
"433",18.5
"434",21.2
"435",22.4
"436",21.4
"437",30.5
"438",32
"439",32.7
"440",27.4
"441",18.9
"442",19.4
"443",22.2
"444",30.2
"445",31.8
"446",31.4
"447",18.5
"448",22.2
"449",27.5
"450",25.8
"451",25.2
"452",19.1
"453",19.6
"454",21.4
"455",20.7
"456",28.3
"457",23
"458",16.5
"459",18.8
"460",20
"461",20.6
"462",19.8
"463",20.3
"464",26.6
"465",21.5
"466",22.3
"467",26.5
"468",27.1
"469",30
"470",28.2
"471",17.3
"472",16.8
"473",17.5
"474",19.2
"475",20.3
"476",20.6
"477",23.7
"478",24.3
"479",26.4
"480",16
"481",14.5
"482",14.2
"483",16.5
"484",15.7
"485",16
"486",16.7
"487",19.8
"488",22.5
"489",22.9
"490",18.8
"491",15.7
"492",14.7
"493",15.3
"494",15.3
"495",18
"496",15.1
"497",15.1
"498",13.6
"499",15.3
"500",18
"501",18.6
"502",22
"503",22.1
"504",17.8
"505",15.2
"506",11.3
"507",13.5
"508",16.1
"509",16
"510",16.5
"511",16.7
"512",19.6
"513",19.5
"514",18
"515",18.4
"516",12.9
"517",14.9
"518",12.4
"519",11.9
"520",11.7
"521",12.9
"522",12.9
"523",12.4
"524",12.5
"525",15.7
"526",15.9
"527",14.3
"528",16.9
"529",14
"530",13.6
"531",13.7
"532",16
"533",13.1
"534",13.8
"535",13.4
"536",11.3
"537",10.6
"538",13.9
"539",12.7
"540",12.5
"541",11.3
"542",11.6
"543",14
"544",13.7
"545",15.2
"546",14
"547",11.4
"548",14.2
"549",15.2
"550",12.6
"551",10.2
"552",13.9
"553",13.7
"554",13.6
"555",13.2
"556",15.4
"557",12.9
"558",11.9
"559",13.3
"560",13.3
"561",10.5
"562",10
"563",11
"564",8.3
"565",10.7
"566",11.2
"567",11.7
"568",14.2
"569",14.5
"570",16
"571",16.7
"572",14.4
"573",17
"574",14.6
"575",11.6
"576",12.8
"577",14
"578",17.1
"579",15.4
"580",15.5
"581",15.1
"582",16.9
"583",14.2
"584",15.9
"585",18.2
"586",19.5
"587",19.5
"588",19.8
"589",15.6
"590",14.1
"591",17
"592",14.3
"593",13.1
"594",13.7
"595",18.2
"596",19.8
"597",22.3
"598",17.8
"599",15
"600",22.6
"601",23.7
"602",15.8
"603",15
"604",23.5
"605",25.7
"606",26.5
"607",15.1
"608",13.9
"609",20.5
"610",21.4
"611",14.9
"612",15
"613",18.9
"614",11.7
"615",15.5
"616",17.7
"617",11
"618",14.9
"619",13.1
"620",13.7
"621",15.4
"622",15.6
"623",23.9
"624",23.7
"625",24.3
"626",15.9
"627",13.5
"628",15.3
"629",19.3
"630",20.5
"631",22.5
"632",23.2
"633",16.3
"634",14.8
"635",13.7
"636",18.4
"637",12.3
"638",13.3
"639",16.2
"640",25.6
"641",24.1
"642",13.8
"643",15.9
"644",21.2
"645",21.7
"646",15.6
"647",13.5
"648",15
"649",21.2
"650",25.4
"651",19
"652",15
"653",16.4
"654",15.6
"655",13.7
"656",22
"657",17.4
"658",15.1
"659",14.6
"660",16.9
"661",15.9
"662",21.3
"663",29.7
"664",33
"665",22.7
"666",21.6
"667",30.3
"668",19
"669",14.6
"670",15.9
