"","time","unemp"
"1",1959,5.83333333333
"2",1959.25,5.1
"3",1959.5,5.26666666667
"4",1959.75,5.6
"5",1960,5.13333333333
"6",1960.25,5.23333333333
"7",1960.5,5.53333333333
"8",1960.75,6.26666666667
"9",1961,6.8
"10",1961.25,7
"11",1961.5,6.76666666667
"12",1961.75,6.2
"13",1962,5.63333333333
"14",1962.25,5.53333333333
"15",1962.5,5.56666666667
"16",1962.75,5.53333333333
"17",1963,5.76666666667
"18",1963.25,5.73333333333
"19",1963.5,5.5
"20",1963.75,5.56666666667
"21",1964,5.46666666667
"22",1964.25,5.2
"23",1964.5,5
"24",1964.75,4.96666666667
"25",1965,4.9
"26",1965.25,4.66666666667
"27",1965.5,4.36666666667
"28",1965.75,4.1
"29",1966,3.86666666667
"30",1966.25,3.83333333333
"31",1966.5,3.76666666667
"32",1966.75,3.7
"33",1967,3.83333333333
"34",1967.25,3.83333333333
"35",1967.5,3.8
"36",1967.75,3.9
"37",1968,3.73333333333
"38",1968.25,3.56666666667
"39",1968.5,3.53333333333
"40",1968.75,3.4
"41",1969,3.4
"42",1969.25,3.43333333333
"43",1969.5,3.56666666667
"44",1969.75,3.56666666667
"45",1970,4.16666666667
"46",1970.25,4.76666666667
"47",1970.5,5.16666666667
"48",1970.75,5.83333333333
"49",1971,5.93333333333
"50",1971.25,5.9
"51",1971.5,6.03333333333
"52",1971.75,5.93333333333
"53",1972,5.76666666667
"54",1972.25,5.7
"55",1972.5,5.56666666667
"56",1972.75,5.36666666667
"57",1973,4.93333333333
"58",1973.25,4.93333333333
"59",1973.5,4.8
"60",1973.75,4.76666666667
"61",1974,5.13333333333
"62",1974.25,5.2
"63",1974.5,5.63333333333
"64",1974.75,6.6
"65",1975,8.26666666667
"66",1975.25,8.86666666667
"67",1975.5,8.46666666667
"68",1975.75,8.3
"69",1976,7.73333333333
"70",1976.25,7.56666666667
"71",1976.5,7.73333333333
"72",1976.75,7.76666666667
"73",1977,7.5
"74",1977.25,7.13333333333
"75",1977.5,6.9
"76",1977.75,6.66666666667
"77",1978,6.33333333333
"78",1978.25,6
"79",1978.5,6.03333333333
"80",1978.75,5.9
"81",1979,5.86666666667
"82",1979.25,5.7
"83",1979.5,5.86666666667
"84",1979.75,5.96666666667
"85",1980,6.3
"86",1980.25,7.33333333333
"87",1980.5,7.66666666667
"88",1980.75,7.4
"89",1981,7.43333333333
"90",1981.25,7.4
"91",1981.5,7.4
"92",1981.75,8.23333333333
"93",1982,8.83333333333
"94",1982.25,9.43333333333
"95",1982.5,9.9
"96",1982.75,10.66666666667
"97",1983,10.36666666667
"98",1983.25,10.13333333333
"99",1983.5,9.36666666667
"100",1983.75,8.53333333333
"101",1984,7.86666666667
"102",1984.25,7.43333333333
"103",1984.5,7.43333333333
"104",1984.75,7.3
"105",1985,7.23333333333
"106",1985.25,7.3
"107",1985.5,7.2
"108",1985.75,7.03333333333
"109",1986,7.03333333333
"110",1986.25,7.16666666667
"111",1986.5,6.96666666667
"112",1986.75,6.83333333333
"113",1987,6.6
"114",1987.25,6.26666666667
"115",1987.5,6
"116",1987.75,5.83333333333
"117",1988,5.7
"118",1988.25,5.46666666667
"119",1988.5,5.46666666667
"120",1988.75,5.33333333333
"121",1989,5.2
"122",1989.25,5.23333333333
"123",1989.5,5.23333333333
"124",1989.75,5.36666666667
"125",1990,5.3
"126",1990.25,5.33333333333
"127",1990.5,5.7
"128",1990.75,6.13333333333
"129",1991,6.6
"130",1991.25,6.83333333333
"131",1991.5,6.86666666667
"132",1991.75,7.1
"133",1992,7.36666666667
"134",1992.25,7.6
"135",1992.5,7.63333333333
"136",1992.75,7.36666666667
"137",1993,7.13333333333
"138",1993.25,7.06666666667
"139",1993.5,6.8
"140",1993.75,6.63333333333
"141",1994,6.56666666667
"142",1994.25,6.2
"143",1994.5,6
"144",1994.75,5.63333333333
"145",1995,5.46666666667
"146",1995.25,5.66666666667
"147",1995.5,5.66666666667
"148",1995.75,5.56666666667
"149",1996,5.53333333333
"150",1996.25,5.5
"151",1996.5,5.26666666667
"152",1996.75,5.33333333333
"153",1997,5.26666666667
"154",1997.25,5
"155",1997.5,4.86666666667
"156",1997.75,4.66666666667
"157",1998,4.66666666667
"158",1998.25,4.43333333333
"159",1998.5,4.5
"160",1998.75,4.43333333333
"161",1999,4.3
"162",1999.25,4.3
"163",1999.5,4.23333333333
"164",1999.75,4.1
"165",2000,4.03333333333
"166",2000.25,4.03333333333
"167",2000.5,4
"168",2000.75,3.96666666667
