"","time","airmiles"
"1",1996,30983174
"2",1996.08333333333,32147663
"3",1996.16666666667,38342975
"4",1996.25,35969113
"5",1996.33333333333,36474391
"6",1996.41666666667,38772238
"7",1996.5,40395657
"8",1996.58333333333,41738499
"9",1996.66666666667,33580773
"10",1996.75,36389842
"11",1996.83333333333,32734901
"12",1996.91666666667,36866146
"13",1997,28829794
"14",1997.08333333333,29715369
"15",1997.16666666667,37179450
"16",1997.25,34002004
"17",1997.33333333333,34585497
"18",1997.41666666667,36981956
"19",1997.5,38912640
"20",1997.58333333333,39715971
"21",1997.66666666667,32047526
"22",1997.75,34405523
"23",1997.83333333333,32121254
"24",1997.91666666667,34447370
"25",1998,33809257
"26",1998.08333333333,32688448
"27",1998.16666666667,39908269
"28",1998.25,38618515
"29",1998.33333333333,38823805
"30",1998.41666666667,41119273
"31",1998.5,42153193
"32",1998.58333333333,43171610
"33",1998.66666666667,35309230
"34",1998.75,38570506
"35",1998.83333333333,36291556
"36",1998.91666666667,37511830
"37",1999,35450576
"38",1999.08333333333,34337785
"39",1999.16666666667,42448030
"40",1999.25,40818378
"41",1999.33333333333,40464057
"42",1999.41666666667,43527294
"43",1999.5,46918931
"44",1999.58333333333,45841044
"45",1999.66666666667,37829297
"46",1999.75,41651047
"47",1999.83333333333,39875749
"48",1999.91666666667,39190232
"49",2000,36195402
"50",2000.08333333333,37239740
"51",2000.16666666667,45664486
"52",2000.25,43262977
"53",2000.33333333333,44467601
"54",2000.41666666667,47261820
"55",2000.5,48826557
"56",2000.58333333333,48160579
"57",2000.66666666667,39573944
"58",2000.75,42900870
"59",2000.83333333333,41847515
"60",2000.91666666666,40727132
"61",2001,38306506
"62",2001.08333333333,36969339
"63",2001.16666666666,45686100
"64",2001.25,43711664
"65",2001.33333333333,43674826
"66",2001.41666666666,46654145
"67",2001.5,49597273
"68",2001.58333333333,50169907
"69",2001.66666666666,27077913
"70",2001.75,34181554
"71",2001.83333333333,34749808
"72",2001.91666666666,35726959
"73",2002,33895671
"74",2002.08333333333,33620972
"75",2002.16666666666,42633492
"76",2002.25,39536354
"77",2002.33333333333,40895024
"78",2002.41666666666,44060019
"79",2002.5,47183364
"80",2002.58333333333,46899366
"81",2002.66666666666,34776695
"82",2002.75,40093025
"83",2002.83333333333,37213997
"84",2002.91666666666,42407172
"85",2003,37197809
"86",2003.08333333333,35099316
"87",2003.16666666666,42910514
"88",2003.25,40370292
"89",2003.33333333333,41875126
"90",2003.41666666666,45592190
"91",2003.5,49633439
"92",2003.58333333333,48343838
"93",2003.66666666666,37858815
"94",2003.75,42507287
"95",2003.83333333333,40238253
"96",2003.91666666666,43698675
"97",2004,39180114
"98",2004.08333333333,39736435
"99",2004.16666666666,47876012
"100",2004.25,47050439
"101",2004.33333333333,46534130
"102",2004.41666666666,51134050
"103",2004.5,54317314
"104",2004.58333333333,52392985
"105",2004.66666666666,41816777
"106",2004.75,47205665
"107",2004.83333333333,44553653
"108",2004.91666666666,46316602
"109",2005,42760657
"110",2005.08333333333,41120838
"111",2005.16666666666,52053059
"112",2005.25,48152585
"113",2005.33333333333,50047901
