"","time","ma2.s"
"1",1,-0.467452041484265
"2",2,0.0814857517240055
"3",3,0.993802640494524
"4",4,-2.69594172762178
"5",5,2.81158699227636
"6",6,-1.99705623691584
"7",7,0.370083491922879
"8",8,-0.800872721665887
"9",9,0.632578349756104
"10",10,1.38196664857174
"11",11,-1.51643286325746
"12",12,1.23997581951953
"13",13,-1.04837173350252
"14",14,1.87956170855589
"15",15,-2.15357655746519
"16",16,1.04491983501301
"17",17,0.920475728866181
"18",18,-1.02093550636779
"19",19,1.15332581628976
"20",20,0.855397377481916
"21",21,-1.63234035697497
"22",22,-0.0353379265122666
"23",23,-0.431169169005407
"24",24,2.47092459236932
"25",25,-3.24537059252325
"26",26,2.18508567627955
"27",27,-0.297244726864355
"28",28,-0.402206588789921
"29",29,1.34145825106249
"30",30,1.2875737816428
"31",31,0.339480698190975
"32",32,0.901355429882794
"33",33,-0.148660244222696
"34",34,1.21638447014678
"35",35,-0.662712142321244
"36",36,-1.04325069755798
"37",37,3.23533214748933
"38",38,-2.73916294854034
"39",39,2.16335009546615
"40",40,-3.49338826579854
"41",41,1.99719900939862
"42",42,0.569191255497214
"43",43,-0.718848151143873
"44",44,1.16856200688328
"45",45,-2.36115714879495
"46",46,2.85693967317613
"47",47,-0.832074866722313
"48",48,-1.54954453484542
"49",49,1.11632535166373
"50",50,1.70399943851549
"51",51,-2.21833403869185
"52",52,1.46668816903701
"53",53,-0.990485217334702
"54",54,1.15992793813322
"55",55,0.0106316546723776
"56",56,0.299396272714888
"57",57,1.73597245549913
"58",58,-3.99773180162001
"59",59,3.78357497126676
"60",60,-2.90028984936278
"61",61,1.98558974560257
"62",62,0.231140878153785
"63",63,-1.84486059178017
"64",64,-0.291520006205054
"65",65,2.36838898222916
"66",66,-0.394077344021384
"67",67,-0.543750142102676
"68",68,-0.856433267543447
"69",69,1.66040005802163
"70",70,-1.61666795669781
"71",71,-0.231934100567097
"72",72,2.90907515744605
"73",73,-1.55741827091104
"74",74,0.93820264526692
"75",75,0.725280666181363
"76",76,-1.0722382669286
"77",77,1.78354374323619
"78",78,0.0580858326127887
"79",79,-0.0901263648228224
"80",80,1.01051552183402
"81",81,-0.960282819721455
"82",82,3.40736616058749
"83",83,-1.68851171154172
"84",84,2.38214506170706
"85",85,-0.612324311729467
"86",86,0.140263660887908
"87",87,1.24770257895708
"88",88,0.1035743201384
"89",89,-1.46685731433895
"90",90,0.603741007125016
"91",91,2.16368856571717
"92",92,-2.79181582068072
"93",93,0.543354588260594
"94",94,1.43287342630992
"95",95,-1.78075538744793
"96",96,3.07516259436154
"97",97,-3.06054349084379
"98",98,1.19988276045793
"99",99,0.558593562497138
"100",100,-1.79687675372451
"101",101,1.71299710254055
"102",102,-2.44090778178039
"103",103,1.71929068538141
"104",104,-1.47198546486059
"105",105,0.30909250162897
"106",106,1.54608692808484
"107",107,-2.19110658464261
"108",108,1.70282261434919
"109",109,-1.82011575915084
"110",110,0.0987876772224175
"111",111,1.84719761841433
"112",112,-0.736445770038452
"113",113,-0.643240116377393
"114",114,0.367202986881943
"115",115,0.404483956120348
"116",116,0.377960334675864
"117",117,1.51984961637821
"118",118,-1.87170332893899
"119",119,2.92188234704771
"120",120,-0.264821968786495
