"","time","milk"
"1",1994,1343
"2",1994.08333333333,1236
"3",1994.16666666667,1401
"4",1994.25,1396
"5",1994.33333333333,1457
"6",1994.41666666667,1388
"7",1994.5,1389
"8",1994.58333333333,1369
"9",1994.66666666667,1318
"10",1994.75,1354
"11",1994.83333333333,1312
"12",1994.91666666667,1370
"13",1995,1404
"14",1995.08333333333,1295
"15",1995.16666666667,1453
"16",1995.25,1427
"17",1995.33333333333,1484
"18",1995.41666666667,1421
"19",1995.5,1414
"20",1995.58333333333,1375
"21",1995.66666666667,1331
"22",1995.75,1364
"23",1995.83333333333,1320
"24",1995.91666666667,1380
"25",1996,1415
"26",1996.08333333333,1348
"27",1996.16666666667,1469
"28",1996.25,1441
"29",1996.33333333333,1479
"30",1996.41666666667,1398
"31",1996.5,1400
"32",1996.58333333333,1382
"33",1996.66666666667,1342
"34",1996.75,1391
"35",1996.83333333333,1350
"36",1996.91666666667,1418
"37",1997,1433
"38",1997.08333333333,1328
"39",1997.16666666667,1500
"40",1997.25,1474
"41",1997.33333333333,1529
"42",1997.41666666667,1471
"43",1997.5,1473
"44",1997.58333333333,1446
"45",1997.66666666667,1377
"46",1997.75,1416
"47",1997.83333333333,1369
"48",1997.91666666667,1438
"49",1998,1466
"50",1998.08333333333,1347
"51",1998.16666666667,1515
"52",1998.25,1501
"53",1998.33333333333,1556
"54",1998.41666666667,1477
"55",1998.5,1468
"56",1998.58333333333,1443
"57",1998.66666666667,1386
"58",1998.75,1446
"59",1998.83333333333,1407
"60",1998.91666666667,1489
"61",1999,1518
"62",1999.08333333333,1404
"63",1999.16666666667,1585
"64",1999.25,1554
"65",1999.33333333333,1610
"66",1999.41666666667,1516
"67",1999.5,1498
"68",1999.58333333333,1487
"69",1999.66666666667,1445
"70",1999.75,1491
"71",1999.83333333333,1459
"72",1999.91666666667,1538
"73",2000,1579
"74",2000.08333333334,1506
"75",2000.16666666667,1632
"76",2000.25,1593
"77",2000.33333333334,1636
"78",2000.41666666667,1547
"79",2000.5,1561
"80",2000.58333333334,1525
"81",2000.66666666667,1464
"82",2000.75,1511
"83",2000.83333333334,1459
"84",2000.91666666667,1519
"85",2001,1549
"86",2001.08333333334,1431
"87",2001.16666666667,1599
"88",2001.25,1571
"89",2001.33333333334,1632
"90",2001.41666666667,1555
"91",2001.5,1552
"92",2001.58333333334,1520
"93",2001.66666666667,1472
"94",2001.75,1522
"95",2001.83333333334,1485
"96",2001.91666666667,1549
"97",2002,1591
"98",2002.08333333334,1472
"99",2002.16666666667,1654
"100",2002.25,1621
"101",2002.33333333334,1678
"102",2002.41666666667,1587
"103",2002.5,1578
"104",2002.58333333334,1570
"105",2002.66666666667,1497
"106",2002.75,1539
"107",2002.83333333334,1496
"108",2002.91666666667,1575
"109",2003,1615
"110",2003.08333333334,1489
"111",2003.16666666667,1666
"112",2003.25,1627
"113",2003.33333333334,1671
"114",2003.41666666667,1596
"115",2003.5,1597
"116",2003.58333333334,1571
"117",2003.66666666667,1511
"118",2003.75,1561
"119",2003.83333333334,1517
"120",2003.91666666667,1596
"121",2004,1624
"122",2004.08333333334,1531
"123",2004.16666666667,1661
"124",2004.25,1636
"125",2004.33333333334,1692
"126",2004.41666666667,1607
"127",2004.5,1623
"128",2004.58333333334,1601
"129",2004.66666666667,1533
"130",2004.75,1583
"131",2004.83333333334,1531
"132",2004.91666666667,1610
"133",2005,1643
"134",2005.08333333334,1522
"135",2005.16666666667,1707
"136",2005.25,1690
"137",2005.33333333334,1760
"138",2005.41666666667,1690
"139",2005.5,1683
"140",2005.58333333334,1671
"141",2005.66666666667,1599
"142",2005.75,1637
"143",2005.83333333334,1592
"144",2005.91666666667,1663
