"","time","ar1.s"
"1",1,-1.88937042132367
"2",2,-1.69063961925897
"3",3,-1.96210185353598
"4",4,-0.56640213368098
"5",5,-0.627230409629306
"6",6,-0.526297581285798
"7",7,0.721137809214068
"8",8,0.992982380395567
"9",9,0.564611167891022
"10",10,2.17900796796092
"11",11,1.04304896834601
"12",12,0.850936742874095
"13",13,2.08613678842143
"14",14,3.60830924007751
"15",15,5.41007439394652
"16",16,4.55333447521929
"17",17,3.52290492346068
"18",18,1.76425799551672
"19",19,3.85569204952375
"20",20,2.6992689156007
"21",21,2.80965772103502
"22",22,3.13382872168649
"23",23,3.84011998633542
"24",24,3.9310510318501
"25",25,1.3519994885525
"26",26,2.1499917066724
"27",27,2.41042795723789
"28",28,2.5596667615425
"29",29,1.57637193454507
"30",30,2.40529068916715
"31",31,3.58874521892051
"32",32,3.71460120822879
"33",33,3.69237753334034
"34",34,4.1832640296225
"35",35,4.1695487712683
"36",36,4.119638815541
"37",37,2.18847588447892
"38",38,3.51943162800971
"39",39,3.66736953087641
"40",40,3.76150542932114
"41",41,5.46206481966646
"42",42,4.60820777211681
"43",43,5.0997578800834
"44",44,5.12257038513512
"45",45,4.51476563824629
"46",46,3.92122569598955
"47",47,2.34607741541224
"48",48,2.65678808340543
"49",49,-0.19074616751587
"50",50,0.607228479771737
"51",51,0.839445934498417
"52",52,0.668793435700173
"53",53,-0.864445403330079
"54",54,-1.86118031173287
"55",55,-0.617324913433059
"56",56,-0.915913222646176
"57",57,-0.473728135366168
"58",58,-0.398097665636192
"59",59,0.114760361950921
"60",60,-0.815870401916147
