"","Longitude","Latitude"
"1",-61.686668,17.0244410000002
"2",-61.887222,17.105274
"3",-61.7944489999999,17.1633300000001
"4",-61.686668,17.0244410000002
"5",NA,NA
"6",-61.7291719999999,17.608608
"7",-61.853058,17.5830540000001
"8",-61.873062,17.7038880000001
"9",-61.7291719999999,17.608608
"10",NA,NA
"11",2.96361000000002,36.802216
"12",4.78583200000003,36.894722
"13",5.32805500000001,36.640274
"14",6.39833300000001,37.086388
"15",8.62203,36.941368
"16",8.1836110000001,36.524162
"17",8.25166500000003,34.64444
"18",7.49249900000012,33.887497
"19",8.34861000000009,32.5333330000001
"20",9.05527700000002,32.0999980000001
"21",9.53711300000001,30.2343900000001
"22",9.30388799999997,30.122498
"23",9.76638800000006,29.427776
"24",9.94833199999999,27.824444
"25",9.871666,26.514164
"26",9.39833300000004,26.153332
"27",10.252222,24.605831
"28",11.5588870000001,24.302498
"29",11.986475,23.522305
"30",7.45080700000003,20.852863
"31",5.81249900000003,19.44611
"32",4.24527700000004,19.146664
"33",3.33194400000005,18.976387
"34",3.23305500000001,19.8202740000001
"35",1.79583299999999,20.3083310000001
"36",1.16750000000002,20.741108
"37",1.16966200000002,21.1025430000001
"38",-4.80611099999999,25.000275
"39",-6.66277800000003,26.1291660000001
"40",-8.66678999999993,27.290459
"41",-8.66666799999996,27.666664
"42",-8.66722299999998,28.709442
"43",-7.12388899999993,29.6369440000001
"44",-5.53833399999996,29.902496
"45",-4.920556,30.508053
"46",-3.626667,30.970554
"47",-3.81833399999999,31.695553
"48",-2.85388900000001,32.088333
"49",-1.180556,32.11055
"50",-1.01027799999997,32.508331
"51",-1.66805600000004,33.261108
"52",-1.74722199999994,34.747215
"53",-2.20944500000002,35.085831
"54",0.949999999999989,36.450272
"55",2.96361000000002,36.802216
"56",NA,NA
"57",45.0833225250244,39.768045425415
"58",45.8199863433838,39.5497226715088
"59",46.1782474517822,38.8411502838135
"60",45.0044345855713,39.4163837432861
"61",44.8130435943604,39.6308155059814
"62",44.7788639068604,39.7063846588135
"63",45.0833225250244,39.768045425415
"64",NA,NA
"65",45.5130519866943,40.6072216033936
"66",45.5174922943115,40.6655406951904
"67",45.5730533599854,40.6324901580811
"68",45.5130519866943,40.6072216033936
"69",NA,NA
"70",45.2452716827393,40.9769420623779
"71",45.2291622161865,40.9691524505615
"72",45.195821762085,40.9977703094482
"73",45.2452716827393,40.9769420623779
"74",NA,NA
"75",45.0452709197998,41.0352725982666
"76",45.0099925994873,41.033052444458
