"","x","y"
"1",255,NA
"2",-217435,490542
"3",-217088,490920
"4",255,NA
"5",-254897,488492
"6",-259375,495837
"7",-260087,497292
"8",-259993,497500
"9",-254429,498362
"10",-250786,495989
"11",-248913,494779
"12",-248300,494699
"13",-247491,494830
"14",-245825,495196
"15",-242350,496187
"16",-241019,497358
"17",-239278,498492
"18",-234844,501102
"19",-233739,501499
"20",-233538,501557
"21",-233184,501621
"22",-232726,501637
"23",-232164,501555
"24",-231698,501316
"25",-230860,500631
"26",-227558,497838
"27",-227237,497390
"28",-227012,496785
"29",-226832,495975
"30",-226868,495565
"31",-226750,495110
"32",-226529,494607
"33",-226257,494106
"34",-225617,493261
"35",-224457,492077
"36",-223777,491540
"37",-223207,491254
"38",-222641,491070
"39",-220183,490596
"40",-219724,490562
"41",-217435,490542
"42",55,NA
"43",277989,476385
"44",234333,475319
"45",194694,474315
"46",117907,472326
"47",117457,472105
"48",117264,471842
"49",116778,471212
"50",115801,470155
"51",115506,469889
"52",114078,468611
"53",112888,467802
"54",109463,465531
"55",108867,465151
"56",107565,464593
"57",106461,464194
"58",105757,463964
"59",104749,463722
"60",103483,463572
"61",102772,463546
"62",102312,463580
"63",101496,463651
"64",99550,463985
"65",99034,464170
"66",98314,464398
"67",96780,464596
"68",95303,464642
"69",93119,464560
"70",92462,464434
"71",75660,460745
"72",64406,455584
"73",59256,454525
"74",49143,452875
"75",255,NA
"76",-270665,451625
"77",-270448,451787
"78",-270201,452000
"79",-270054,452158
"80",-269047,455353
"81",-265800,477391
"82",-265792,478615
"83",-266116,484982
"84",-266214,486304
"85",-266289,487016
"86",-267147,491171
"87",-267445,492436
"88",-268070,494303
"89",-268404,495160
"90",-269120,496717
"91",-270658,499981
"92",-270870,500229
"93",-271285,500470
"94",-271493,500615
"95",-271657,500916
"96",-271618,501275
"97",-271580,501634
"98",-271279,501746
"99",-270978,501859
"100",-270624,501923
"101",-270165,501888
"102",-269907,501795
"103",-269545,501604
"104",-264735,497843
"105",-260227,494020
"106",-254897,488492
"107",433,NA
"108",-217088,490920
"109",-214736,490434
"110",-213819,490415
"111",-212762,490708
"112",-211965,491196
"113",-211368,491575
"114",-210931,492152
"115",-210495,492781
"116",-210205,493199
"117",-209860,493518
"118",-207917,494660
"119",-207012,494947
"120",-205540,495052
"121",-204619,494880
"122",-203286,494570
"123",-202566,494341
"124",-201272,493724
"125",-198731,492334
"126",-197382,491566
"127",-196598,490981
"128",-187398,483961
"129",-185931,482738
"130",-185452,482143
"131",-185181,481694
"132",-181124,470565
"133",-179285,464613
"134",-178416,460209
"135",-178091,453951
"136",-176781,437187
"137",-176688,436018
"138",-176610,435258
"139",-176332,434606
"140",-175549,434023
"141",-175026,433634
"142",-168692,430094
"143",-167913,429663
"144",-166988,429391
"145",-141543,422161
"146",-140875,421981
"147",-140060,421959
"148",-138029,422084
"149",-137271,422213
"150",-135351,422587
"151",-126259,425867
"152",-124552,426489
"153",-123499,426934
"154",-117042,429865
"155",-113649,431719
"156",-108705,435717
"157",-108218,436295
"158",-106617,437066
"159",-103611,438346
"160",-103060,438570
"161",-102154,438858
"162",-101648,438927
"163",-101036,438898
"164",-100368,438719
"165",-99644,438389
"166",-99176,438100
"167",-98657,437813
"168",-98089,437579
"169",-97373,437503
"170",-94673,437398
"171",-94013,437421
"172",-93405,437494
"173",-87245,438788
"174",-84973,439278
"175",-83863,439522
"176",-83057,439755
"177",-82306,440088
"178",-81753,440261
"179",-81148,440436
"180",-80140,440676
"181",-63862,437959
"182",-62368,437453
"183",-55645,434440
"184",-54796,433503
"185",-44676,432244
"186",-32004,430773
"187",-31455,431048
"188",-15270,439230
"189",-942,438383
"190",-365,437895
"191",156,437558
"192",830,437226
"193",1805,437007
"194",2777,436839
"195",4507,436852
"196",5214,436980
"197",22397,440111
"198",22900,440283
"199",23244,440601
"200",23440,440812
"201",23682,441127
"202",23876,441389
"203",24068,441702
"204",24304,442220
"205",24591,442689
"206",25713,444004
"207",26008,444270
"208",26900,444914
"209",27299,445133
"210",27950,445412
"211",38582,449577
"212",49143,452875
"213",254,NA
"214",-265338,417856
"215",-264948,418327
"216",-264512,418953
"217",-263594,420360
"218",-263458,420822
"219",-267976,437868
"220",-271030,449525
"221",-271338,451043
"222",-271345,451246
"223",-270665,451625
"224",254,NA
"225",-276248,369539
"226",-276474,372890
"227",-276203,373864
"228",-273263,381382
"229",-271697,394699
"230",-272088,404344
"231",-271977,418538
"232",-271958,419454
"233",-271556,421046
"234",-271464,421303
"235",-271318,421512
"236",-271015,421574
"237",-268681,421758
"238",-268422,421614
"239",-268005,421324
"240",-266196,419098
"241",-265338,417856
"242",250,NA
"243",-272869,319954
"244",-274649,318473
"245",-275664,318387
"246",-276125,318473
"247",-278139,319264
"248",-278244,319362
"249",-282440,324283
"250",-282549,324483
"251",-282564,324888
"252",-282796,341509
"253",-282732,342577
"254",-282570,345169
"255",-282479,345477
"256",-281948,346307
"257",-278420,354497
"258",-277406,357476
"259",-276468,366950
"260",-276248,369539
"261",250,NA
"262",-288356,284814
"263",-284562,310883
"264",-280592,320952
"265",-280586,320800
"266",-280579,320598
