"","year","logReturns"
"1",80,12.6556248120315
"2",81,13.6550847305169
"3",82,13.6672170248481
"4",83,13.4175105167799
"5",84,12.4994136758336
"6",85,13.4371361603196
"7",86,13.9665134315008
"8",87,13.7327407183779
"9",88,13.6820077363602
"10",89,12.9920861129284
"11",90,13.6180067315635
"12",91,13.151389999228
"13",92,13.6542531853101
"14",93,12.8844766780159
"15",94,11.7891926346067
"16",95,11.6716115585278
"17",96,11.0821425488778
"18",97,12.5281561446993
"19",98,10.8589989975636
"20",99,8.1886891244442
"21",100,9.90348755253613
