"","V1","V2"
"1",182003.7,337678.6
"2",182136.6,337569.6
"3",182252.1,337413.6
"4",182314.5,337284.7
"5",182331.5,337122.3
"6",182323.9,336986.2
"7",182268.2,336832.6
"8",182160.9,336655.2
"9",181979.1,336429.5
"10",181831.8,336190
"11",181739.6,335986.8
"12",181675.3,335763.7
"13",181658.4,335634.2
"14",181656,335462.9
"15",181675.8,335298.4
"16",181719.8,334886.7
"17",181718.5,334648.8
"18",181679.7,334431.2
"19",181610.3,334246.2
"20",181451.8,334036.9
"21",181325.1,333902.8
"22",181029.8,333659.8
"23",180915.2,333552.3
"24",180740.8,333269
"25",180579.2,332791.5
"26",180528.2,332688.4
"27",180401.2,332495.6
"28",180309.3,332403.3
"29",180208.2,332320.8
"30",179871.9,332233.2
"31",179752.2,332167.2
"32",179569.6,332020.7
"33",179508.4,331895.7
"34",179420.9,331549.2
"35",179286.5,331321.7
"36",179033.3,331056.8
"37",178895.9,330931
"38",178708,330721.2
"39",178551.1,330484.9
"40",178474.2,330268.2
"41",178467.9,330173.2
"42",178499.5,329972.1
"43",178547.1,329872.1
"44",178641.8,329757.9
"45",178725.5,329694.9
"46",178819,329641.1
"47",178922.3,329613.7
"48",179059.1,329601.6
"49",179212,329615.7
"50",179343.8,329665.4
"51",179447.2,329719.2
"52",179535,329783.1
"53",179596.4,329852.6
"54",179834.7,330110
"55",179891.5,330197.1
"56",180043.6,330284.2
"57",180187,330301.9
"58",180279,330298.9
"59",180404.6,330253.6
"60",180713.7,330019.7
"61",180799.1,329941.7
"62",180947.4,329805.2
"63",180982.3,329755.4
"64",181065.6,329581.2
"65",181114,329411.3
"66",181124,329230
"67",181098.1,329116.5
"68",181008.6,329001.9
"69",180859,328892.4
"70",180653.9,328835.6
"71",180493.1,328774.1
"72",180314.2,328643.3
"73",180263.8,328559.2
"74",180186.3,328323.5
"75",180167.3,328130.4
"76",180120.6,327963.6
"77",179890,327316.9
"78",179803.4,327192.7
"79",179546.9,326921.5
"80",179397.3,326815.2
"81",179233.7,326566.4
"82",179102.6,326345.2
"83",178983.9,326114
"84",178916.6,325897.1
"85",178868.8,325698.5
"86",178766,325759
"87",178873.6,326139.8
"88",178983,326377.6
"89",179137.2,326629.8
"90",179282.3,326818.2
"91",179556.9,327130.8
"92",179651.5,327210.2
"93",179823.9,327473.8
"94",180000,327954.8
"95",180064.8,328200.4
"96",180087.1,328495
"97",180111.8,328573.6
"98",180178.4,328666.7
"99",180264,328759.2
"100",180448.6,328870.8
"101",180812.8,329033.7
"102",180903.7,329094.2
"103",180970.5,329196.9
"104",180977.8,329323.7
"105",180965.9,329444.7
"106",180940.1,329531.3
"107",180901.6,329618.3
"108",180773.4,329788.8
"109",180671.6,329855.8
"110",180569.8,329922.8
"111",180386.6,330089
"112",180274.3,330153
"113",180189.1,330168.4
"114",180096.3,330149.2
"115",180000,330089.4
"116",179916.9,330002.5
"117",179836.6,329878.1
"118",179691.9,329724
"119",179617.3,329665.7
"120",179512.7,329583.7
"121",179307.2,329514.1
"122",179239.9,329507.2
"123",179058.6,329491.5
"124",178843.6,329516.4
"125",178649.3,329598.9
"126",178519.4,329704.7
"127",178400.1,329845.1
"128",178328.1,329974.5
"129",178304,330111.8
"130",178315,330257.5
"131",178354.5,330396
"132",178413.6,330552.8
"133",178643.8,330850.5
"134",178840,331069.4
"135",178987.6,331213.9
"136",179129.8,331387.1
"137",179208.3,331457.6
"138",179299.2,331619.8
"139",179334,331707.6
"140",179375,331896.8
"141",179423.7,332025.4
"142",179484.2,332116
"143",179500.5,332140.5
"144",179601.6,332222.9
"145",179789.1,332324.8
"146",179901.7,332357.7
"147",179965.5,332376.3
"148",180153.4,332490.9
"149",180296.9,332606.9
"150",180390,332737.3
"151",180481.4,332909
"152",180695.3,333432.4
"153",180871.1,333661.7
"154",181395.9,334130
"155",181423.6,334170.2
"156",181567,334377.7
"157",181606.5,334519.2
"158",181622.3,334715.3
"159",181570.5,335323.9
"160",181569,335519.7
"161",181581.5,335709.6
"162",181626.9,335936.5
"163",181661.9,336024.3
"164",181716.7,336162
"165",181855.3,336427.2
"166",182167.2,336848.5
"167",182222,336973.6
"168",182234.5,337060.8
"169",182242.4,337115.7
"170",182224,337230.5
"171",182197.6,337298
"172",182164,337354.6
"173",182107.3,337450
"174",181981.7,337587.3
"175",181810.4,337684.8
"176",182003.7,337678.6
