"","x","y"
"1",180640,330080
"2",180640,330120
"3",180600,330120
"4",180600,330160
"5",180560,330160
"6",180520,330160
"7",180520,330200
"8",180480,330200
"9",180440,330200
"10",180440,330240
"11",180400,330240
"12",180360,330240
"13",180320,330240
"14",180280,330240
"15",180280,330280
"16",180240,330280
"17",180200,330280
"18",180160,330280
"19",180120,330280
"20",180120,330240
"21",180080,330240
"22",180040,330240
"23",180000,330240
"24",180000,330200
"25",179960,330200
"26",179960,330160
"27",179920,330160
"28",179920,330120
"29",179880,330120
"30",179880,330080
"31",179840,330080
"32",179840,330040
"33",179800,330040
"34",179800,330000
"35",179760,330000
"36",179760,329960
"37",179760,329920
"38",179720,329920
"39",179720,329880
"40",179680,329880
"41",179680,329840
"42",179640,329840
"43",179640,329800
"44",179600,329800
"45",179600,329760
"46",179560,329760
"47",179560,329720
"48",179520,329720
"49",179480,329720
"50",179480,329680
"51",179440,329680
"52",179400,329680
"53",179400,329640
"54",179360,329640
"55",179320,329640
"56",179280,329640
"57",179240,329640
"58",179240,329600
"59",179200,329600
"60",179160,329600
"61",179120,329600
"62",179080,329600
"63",179040,329600
"64",179000,329600
"65",178960,329600
"66",178920,329600
"67",178880,329600
"68",178880,329640
"69",178840,329640
"70",178800,329640
"71",178760,329640
"72",178760,329680
"73",178720,329680
"74",178720,329720
"75",178680,329720
"76",178640,329720
"77",178640,329760
"78",178600,329760
"79",178600,329800
"80",178560,329800
"81",178560,329840
"82",178520,329840
"83",178520,329880
"84",178520,329920
"85",178520,329960
"86",178480,329960
"87",178480,330000
"88",178480,330040
"89",178480,330080
"90",178480,330120
"91",178440,330120
"92",178440,330160
"93",178440,330200
"94",178480,330200
"95",178480,330240
"96",178480,330280
"97",178480,330320
"98",178480,330360
"99",178480,330400
"100",178480,330440
"101",178520,330440
"102",178520,330480
"103",178520,330520
"104",178560,330520
"105",178560,330560
"106",178600,330560
"107",178600,330600
"108",178640,330600
"109",178640,330640
"110",178680,330640
"111",178680,330680
"112",178680,330720
"113",178720,330720
"114",178720,330760
"115",178760,330760
"116",178760,330800
"117",178800,330800
"118",178800,330840
"119",178800,330880
"120",178840,330880
"121",178840,330920
"122",178880,330920
"123",178880,330960
