"","x"
"1",30
"2",33
"3",35
"4",36
"5",37
"6",37
"7",39
"8",39
"9",39
"10",39
"11",39
"12",40
"13",40
"14",40
"15",40
"16",41
"17",42
"18",43
"19",43
"20",43
"21",44
"22",44
"23",45
"24",45
"25",46
"26",46
"27",47
"28",47
"29",48
"30",48
"31",48
"32",49
"33",50
"34",50
"35",51
"36",52
"37",52
"38",53
"39",53
"40",53
"41",53
"42",53
"43",54
"44",54
"45",57
"46",57
"47",59
"48",60
"49",60
"50",60
"51",61
"52",61
"53",61
"54",61
"55",62
"56",62
"57",62
"58",62
"59",63
"60",66
"61",70
"62",72
"63",72
