"","x","y","sheep","strip"
"1",5,5,0,1
"2",5,15,0,1
"3",5,25,0,1
"4",5,35,0,1
"5",5,45,0,1
"6",5,55,0,1
"7",5,65,0,1
"8",5,75,0,1
"9",5,85,0,1
"10",5,95,0,1
"11",5,105,0,1
"12",5,115,0,1
"13",5,125,0,1
"14",5,135,0,1
"15",5,145,0,1
"16",5,155,0,1
"17",5,165,0,1
"18",5,175,0,1
"19",5,185,0,1
"20",5,195,0,1
"21",5,205,0,1
"22",5,215,0,1
"23",5,225,0,1
"24",5,235,0,1
"25",5,245,0,1
"26",5,255,0,1
"27",5,265,0,1
"28",5,275,0,1
"29",5,285,0,1
"30",5,295,0,1
"31",5,305,0,1
"32",5,315,0,1
"33",5,325,0,1
"34",5,335,0,1
"35",5,345,0,1
"36",5,355,0,1
"37",5,365,0,1
"38",5,375,0,1
"39",5,385,0,1
"40",5,395,0,1
"41",5,405,0,1
"42",5,415,0,1
"43",5,425,0,1
"44",5,435,0,1
"45",5,445,0,1
"46",5,455,0,1
"47",5,465,0,1
"48",5,475,0,1
"49",5,485,0,1
"50",5,495,0,1
"51",5,505,0,1
"52",5,515,0,1
"53",5,525,0,1
"54",5,535,0,1
"55",5,545,0,1
"56",5,555,0,1
"57",5,565,0,1
"58",5,575,0,1
"59",5,585,0,1
"60",5,595,0,1
"61",5,605,0,1
"62",5,615,0,1
"63",5,625,0,1
"64",5,635,0,1
"65",5,645,0,1
"66",5,655,0,1
"67",5,665,0,1
"68",5,675,0,1
"69",5,685,0,1
"70",5,695,0,1
"71",5,705,0,1
"72",5,715,0,1
"73",5,725,0,1
"74",5,735,0,1
"75",5,745,0,1
"76",5,755,0,1
"77",5,765,0,1
"78",5,775,0,1
"79",5,785,0,1
"80",5,795,0,1
"81",5,805,0,1
"82",5,815,0,1
"83",5,825,0,1
"84",5,835,0,1
"85",5,845,0,1
"86",5,855,0,1
"87",5,865,0,1
"88",5,875,0,1
"89",5,885,0,1
"90",5,895,0,1
"91",5,905,0,1
"92",5,915,0,1
"93",5,925,0,1
"94",5,935,0,1
"95",5,945,0,1
"96",5,955,0,1
"97",5,965,0,1
"98",5,975,0,1
"99",5,985,0,1
"100",5,995,0,1
"101",5,1005,0,1
"102",5,1015,0,1
"103",5,1025,0,1
"104",5,1035,0,1
"105",5,1045,0,1
"106",5,1055,0,1
"107",5,1065,0,1
"108",5,1075,0,1
"109",5,1085,0,1
"110",5,1095,0,1
"111",5,1105,0,1
"112",5,1115,0,1
"113",5,1125,0,1
"114",5,1135,0,1
"115",5,1145,0,1
"116",5,1155,0,1
"117",5,1165,0,1
"118",5,1175,0,1
"119",5,1185,0,1
"120",5,1195,0,1
"121",15,5,0,1
"122",15,15,0,1
"123",15,25,0,1
"124",15,35,0,1
"125",15,45,0,1
"126",15,55,0,1
"127",15,65,0,1
"128",15,75,0,1
"129",15,85,0,1
"130",15,95,0,1
"131",15,105,0,1
"132",15,115,0,1
"133",15,125,0,1
"134",15,135,0,1
"135",15,145,0,1
"136",15,155,0,1
"137",15,165,0,1
"138",15,175,0,1
"139",15,185,0,1
"140",15,195,0,1
"141",15,205,0,1
"142",15,215,0,1
"143",15,225,0,1
"144",15,235,0,1
"145",15,245,0,1
"146",15,255,0,1
"147",15,265,0,1
"148",15,275,0,1
"149",15,285,0,1
"150",15,295,0,1
"151",15,305,0,1
"152",15,315,0,1
"153",15,325,0,1
"154",15,335,0,1
"155",15,345,0,1
"156",15,355,0,1
"157",15,365,0,1
"158",15,375,0,1
"159",15,385,0,1
"160",15,395,0,1
"161",15,405,0,1
"162",15,415,0,1
"163",15,425,0,1
"164",15,435,0,1
"165",15,445,0,1
"166",15,455,0,1
"167",15,465,0,1
"168",15,475,0,1
"169",15,485,0,1
"170",15,495,0,1
"171",15,505,0,1
"172",15,515,0,1
"173",15,525,0,1
"174",15,535,0,1
"175",15,545,0,1
"176",15,555,0,1
"177",15,565,0,1
"178",15,575,0,1
"179",15,585,0,1
"180",15,595,0,1
"181",15,605,0,1
"182",15,615,0,1
"183",15,625,0,1
"184",15,635,0,1
"185",15,645,0,1
"186",15,655,0,1
"187",15,665,0,1
"188",15,675,0,1
"189",15,685,0,1
"190",15,695,0,1
"191",15,705,0,1
"192",15,715,0,1
"193",15,725,0,1
"194",15,735,0,1
"195",15,745,0,1
"196",15,755,0,1
"197",15,765,0,1
"198",15,775,0,1
"199",15,785,0,1
"200",15,795,0,1
"201",15,805,0,1
"202",15,815,0,1
"203",15,825,0,1
"204",15,835,0,1
"205",15,845,0,1
"206",15,855,0,1
"207",15,865,0,1
"208",15,875,0,1
"209",15,885,0,1
"210",15,895,0,1
"211",15,905,0,1
"212",15,915,0,1
"213",15,925,0,1
"214",15,935,0,1
"215",15,945,0,1
"216",15,955,0,1
"217",15,965,0,1
"218",15,975,0,1
"219",15,985,0,1
"220",15,995,0,1
"221",15,1005,0,1
"222",15,1015,0,1
"223",15,1025,0,1
"224",15,1035,0,1
"225",15,1045,0,1
"226",15,1055,0,1
"227",15,1065,0,1
"228",15,1075,0,1
"229",15,1085,0,1
"230",15,1095,0,1
"231",15,1105,0,1
"232",15,1115,0,1
"233",15,1125,0,1
"234",15,1135,0,1
"235",15,1145,0,1
"236",15,1155,0,1
"237",15,1165,0,1
"238",15,1175,0,1
"239",15,1185,0,1
"240",15,1195,0,1
"241",25,5,0,1
"242",25,15,0,1
"243",25,25,0,1
"244",25,35,0,1
"245",25,45,0,1
"246",25,55,0,1
"247",25,65,0,1
"248",25,75,0,1
"249",25,85,0,1
"250",25,95,0,1
"251",25,105,0,1
"252",25,115,0,1
"253",25,125,0,1
"254",25,135,0,1
"255",25,145,0,1
"256",25,155,0,1
"257",25,165,0,1
"258",25,175,0,1
"259",25,185,0,1
"260",25,195,0,1
"261",25,205,0,1
"262",25,215,0,1
"263",25,225,0,1
"264",25,235,0,1
"265",25,245,0,1
"266",25,255,0,1
"267",25,265,0,1
"268",25,275,0,1
"269",25,285,0,1
"270",25,295,0,1
"271",25,305,0,1
"272",25,315,0,1
"273",25,325,0,1
"274",25,335,0,1
"275",25,345,0,1
"276",25,355,0,1
"277",25,365,0,1
"278",25,375,0,1
"279",25,385,0,1
"280",25,395,0,1
"281",25,405,0,1
"282",25,415,0,1
"283",25,425,0,1
"284",25,435,0,1
"285",25,445,0,1
"286",25,455,0,1
"287",25,465,0,1
"288",25,475,0,1
"289",25,485,0,1
"290",25,495,0,1
"291",25,505,0,1
"292",25,515,0,1
"293",25,525,0,1
"294",25,535,0,1
"295",25,545,0,1
"296",25,555,0,1
"297",25,565,0,1
"298",25,575,0,1
"299",25,585,0,1
"300",25,595,0,1
"301",25,605,0,1
"302",25,615,0,1
"303",25,625,0,1
"304",25,635,0,1
"305",25,645,0,1
"306",25,655,0,1
"307",25,665,0,1
"308",25,675,0,1
"309",25,685,0,1
"310",25,695,0,1
"311",25,705,0,1
"312",25,715,0,1
"313",25,725,0,1
"314",25,735,0,1
"315",25,745,0,1
"316",25,755,0,1
"317",25,765,0,1
"318",25,775,0,1
"319",25,785,0,1
"320",25,795,0,1
"321",25,805,0,1
"322",25,815,0,1
"323",25,825,0,1
"324",25,835,0,1
"325",25,845,0,1
"326",25,855,0,1
"327",25,865,0,1
"328",25,875,0,1
"329",25,885,0,1
"330",25,895,0,1
"331",25,905,0,1
"332",25,915,0,1
"333",25,925,0,1
"334",25,935,0,1
"335",25,945,0,1
"336",25,955,0,1
"337",25,965,0,1
"338",25,975,0,1
"339",25,985,0,1
"340",25,995,0,1
"341",25,1005,0,1
"342",25,1015,0,1
"343",25,1025,0,1
"344",25,1035,0,1
"345",25,1045,0,1
"346",25,1055,0,1
"347",25,1065,0,1
"348",25,1075,0,1
"349",25,1085,0,1
"350",25,1095,0,1
"351",25,1105,0,1
"352",25,1115,0,1
"353",25,1125,0,1
"354",25,1135,0,1
"355",25,1145,0,1
"356",25,1155,0,1
"357",25,1165,0,1
"358",25,1175,0,1
"359",25,1185,0,1
"360",25,1195,0,1
"361",35,5,0,1
"362",35,15,0,1
"363",35,25,0,1
"364",35,35,0,1
"365",35,45,0,1
"366",35,55,0,1
"367",35,65,0,1
"368",35,75,0,1
"369",35,85,0,1
"370",35,95,0,1
"371",35,105,0,1
"372",35,115,0,1
"373",35,125,0,1
"374",35,135,0,1
"375",35,145,0,1
"376",35,155,0,1
"377",35,165,0,1
"378",35,175,0,1
"379",35,185,0,1
"380",35,195,0,1
"381",35,205,0,1
"382",35,215,0,1
"383",35,225,0,1
"384",35,235,0,1
"385",35,245,0,1
"386",35,255,0,1
"387",35,265,0,1
"388",35,275,0,1
"389",35,285,0,1
"390",35,295,0,1
"391",35,305,0,1
"392",35,315,0,1
"393",35,325,0,1
"394",35,335,0,1
"395",35,345,0,1
"396",35,355,0,1
"397",35,365,0,1
"398",35,375,0,1
"399",35,385,0,1
"400",35,395,0,1
"401",35,405,0,1
"402",35,415,0,1
"403",35,425,0,1
"404",35,435,0,1
"405",35,445,0,1
"406",35,455,0,1
"407",35,465,0,1
"408",35,475,0,1
"409",35,485,0,1
"410",35,495,0,1
"411",35,505,0,1
"412",35,515,0,1
"413",35,525,0,1
"414",35,535,0,1
"415",35,545,0,1
"416",35,555,0,1
"417",35,565,0,1
"418",35,575,0,1
"419",35,585,0,1
"420",35,595,0,1
"421",35,605,0,1
"422",35,615,0,1
"423",35,625,0,1
"424",35,635,0,1
"425",35,645,0,1
"426",35,655,0,1
"427",35,665,0,1
"428",35,675,0,1
"429",35,685,0,1
"430",35,695,0,1
"431",35,705,0,1
"432",35,715,0,1
"433",35,725,0,1
"434",35,735,0,1
"435",35,745,0,1
"436",35,755,0,1
"437",35,765,0,1
"438",35,775,0,1
"439",35,785,0,1
"440",35,795,0,1
"441",35,805,0,1
"442",35,815,0,1
"443",35,825,0,1
"444",35,835,0,1
"445",35,845,0,1
"446",35,855,0,1
"447",35,865,0,1
"448",35,875,0,1
"449",35,885,0,1
"450",35,895,0,1
"451",35,905,0,1
"452",35,915,0,1
"453",35,925,0,1
"454",35,935,0,1
"455",35,945,0,1
"456",35,955,0,1
"457",35,965,0,1
"458",35,975,0,1
"459",35,985,0,1
"460",35,995,0,1
"461",35,1005,0,1
"462",35,1015,0,1
"463",35,1025,0,1
"464",35,1035,0,1
"465",35,1045,0,1
"466",35,1055,0,1
"467",35,1065,0,1
"468",35,1075,0,1
"469",35,1085,0,1
"470",35,1095,0,1
"471",35,1105,0,1
"472",35,1115,0,1
"473",35,1125,0,1
"474",35,1135,0,1
"475",35,1145,0,1
"476",35,1155,0,1
"477",35,1165,0,1
"478",35,1175,0,1
"479",35,1185,0,1
"480",35,1195,0,1
"481",45,5,0,1
"482",45,15,0,1
"483",45,25,0,1
"484",45,35,0,1
"485",45,45,0,1
"486",45,55,0,1
"487",45,65,0,1
"488",45,75,0,1
"489",45,85,0,1
"490",45,95,0,1
"491",45,105,0,1
"492",45,115,0,1
"493",45,125,0,1
"494",45,135,0,1
"495",45,145,0,1
"496",45,155,0,1
"497",45,165,0,1
"498",45,175,0,1
"499",45,185,0,1
"500",45,195,0,1
"501",45,205,0,1
"502",45,215,0,1
"503",45,225,0,1
"504",45,235,0,1
"505",45,245,0,1
"506",45,255,0,1
"507",45,265,0,1
"508",45,275,0,1
"509",45,285,0,1
"510",45,295,0,1
"511",45,305,0,1
"512",45,315,0,1
"513",45,325,0,1
"514",45,335,0,1
"515",45,345,0,1
"516",45,355,0,1
"517",45,365,0,1
"518",45,375,0,1
"519",45,385,0,1
"520",45,395,0,1
"521",45,405,0,1
"522",45,415,0,1
"523",45,425,0,1
"524",45,435,0,1
"525",45,445,0,1
"526",45,455,0,1
"527",45,465,0,1
"528",45,475,0,1
"529",45,485,0,1
"530",45,495,0,1
"531",45,505,0,1
"532",45,515,0,1
"533",45,525,0,1
"534",45,535,0,1
"535",45,545,0,1
"536",45,555,0,1
"537",45,565,0,1
"538",45,575,0,1
"539",45,585,0,1
"540",45,595,0,1
"541",45,605,0,1
"542",45,615,0,1
"543",45,625,0,1
"544",45,635,0,1
"545",45,645,0,1
"546",45,655,0,1
"547",45,665,0,1
"548",45,675,0,1
"549",45,685,0,1
"550",45,695,0,1
"551",45,705,0,1
"552",45,715,0,1
"553",45,725,0,1
"554",45,735,0,1
"555",45,745,0,1
"556",45,755,0,1
"557",45,765,0,1
"558",45,775,0,1
"559",45,785,0,1
"560",45,795,0,1
"561",45,805,0,1
"562",45,815,0,1
"563",45,825,0,1
"564",45,835,0,1
"565",45,845,0,1
"566",45,855,0,1
"567",45,865,0,1
"568",45,875,0,1
"569",45,885,0,1
"570",45,895,0,1
"571",45,905,0,1
"572",45,915,0,1
"573",45,925,0,1
"574",45,935,0,1
"575",45,945,0,1
"576",45,955,0,1
"577",45,965,0,1
