"","Y","E","SMR"
"1",18,16.350505452,1.1008833979379
"2",62,45.905996673,1.35058607792881
"3",44,44.662482069,0.985166922250839
"4",12,16.323083192,0.735155231327942
"5",18,26.948541578,0.667939671165532
"6",27,33.337132928,0.809907680372915
"7",20,30.650874197,0.652509937284514
"8",29,40.511893282,0.715839168466735
"9",39,55.239160492,0.70602086730931
"10",21,24.651956675,0.85185935854319
"11",40,49.849890861,0.802408978417522
"12",23,35.583780515,0.646361900481726
"13",30,43.309917804,0.692681988817565
"14",20,26.224090356,0.762657530861659
"15",27,41.787197761,0.64613090723205
"16",373,341.46755342,1.09234390285163
"17",57,51.772767593,1.1009649020136
"18",22,23.619069094,0.931450766007908
"19",13,26.990842362,0.481644841818739
"20",18,26.978395372,0.667200541462952
"21",29,46.858085957,0.618889982544577
"22",31,34.99386378,0.885869596878222
"23",22,21.549833077,1.02088957818798
"24",26,32.195798651,0.807558783735667
"25",27,19.834919527,1.36123567142517
"26",24,25.166002463,0.953667553489502
"27",21,24.812183026,0.846358419087699
"28",107,104.82661349,1.02073315580501
"29",37,39.360527742,0.940028046435943
"30",29,34.09700327,0.850514626472041
"31",127,116.61801328,1.08902558385275
"32",52,58.79854609,0.88437560888676
"33",16,17.930808308,0.892318947655106
"34",25,23.778682047,1.05136188585162
"35",29,32.702567085,0.886780536972026
"36",31,34.388639748,0.901460488904709
"37",27,41.232052371,0.654830367333111
"38",33,41.36566576,0.797763057688063
"39",9,10.951621815,0.821796091212085
"40",22,27.036758102,0.813707024969557
"41",23,19.762979556,1.16379212632527
"42",24,27.788993844,0.863651276283323
"43",22,25.594904156,0.859546098157305
"44",23,33.199734984,0.692776614364073
"45",11,20.103410442,0.547170841073753
"46",20,23.063828063,0.867158736414831
"47",6,14.54424168,0.412534398974591
"48",9,10.052833867,0.895269942691872
"49",22,26.182144961,0.840267290276271
"50",34,30.983810501,1.09734727427741
"51",16,18.661119318,0.857397658058316
"52",8,18.586888216,0.430410938454637
"53",27,32.308030671,0.83570553324488
"54",22,19.9818753,1.10099776270749
"55",33,43.062018513,0.766336580112649
"56",11,19.189262446,0.573237248224355
"57",15,22.727827729,0.659983883143415
"58",37,27.376900574,1.35150434213649
"59",16,20.077727019,0.79690295544206
"60",44,57.068355487,0.771005220397898
"61",11,16.953983895,0.648815055394979
"62",21,18.643586386,1.12639272107911
"63",11,10.261700812,1.07194705843856
"64",137,113.01936651,1.21218163072855
"65",34,27.224877126,1.24885779438577
"66",139,121.62491504,1.14285794118981
"67",94,112.57829426,0.834974455936476
"68",142,133.45919523,1.06399562619332
"69",63,47.717203078,1.32027855649918
"70",40,51.552841364,0.775902917117048
"71",28,39.379603421,0.711027983208902
"72",42,46.4828566,0.903558926281652
"73",35,25.881449157,1.35231994884389
"74",34,34.248795061,0.992735655062992
"75",98,78.022289975,1.25605131599446
"76",32,52.109666094,0.614089523089163
"77",85,102.52570354,0.829060392322376
"78",57,84.614960862,0.673639737220493
"79",44,54.253675496,0.811004961373428
"80",67,87.109078253,0.769150602253015
"81",44,43.762838411,1.00541924604553
"82",44,54.571852397,0.806276460617614
"83",212,188.89327082,1.12232690492198
"84",28,34.310392595,0.816079265851373
"85",48,59.501460601,0.80670288620097
"86",36,48.15952423,0.747515690314368
"87",66,82.972111399,0.795447999179101
"88",21,33.384630537,0.629031972563717
"89",31,43.375212387,0.714693906819717
"90",62,50.765398366,1.22130431348145
"91",39,53.299227338,0.731717924402156
"92",72,98.756204398,0.729068117177032
"93",25,23.820688642,1.04950786166277
"94",83,61.452967174,1.3506264028715
"95",39,44.078881598,0.884777439583893
"96",40,55.365379504,0.722473147630282
"97",34,31.366261335,1.08396724865839
"98",138,129.32030295,1.06711782181144
"99",59,69.863009165,0.844509858724463
"100",47,46.602517956,1.00852919673515
"101",53,64.160181082,0.826057518950317
"102",53,57.209859208,0.926413746401751
"103",48,48.960544869,0.98038124633682
"104",27,27.875506321,0.968592271978198
"105",51,68.039068269,0.749569347398554
"106",75,60.357938456,1.2425871711088
"107",35,41.987993703,0.833571621630001
"108",89,82.03652179,1.08488266028423
"109",163,124.32817315,1.31104636921949
"110",51,45.196610648,1.12840319813355
"111",34,34.65202829,0.981183546182543
"112",43,37.404828053,1.14958421782001
"113",77,73.930078398,1.04152466314824
"114",61,52.601519924,1.1596623080119
"115",77,87.30613504,0.881954057005522
"116",32,24.20431189,1.32207848524794
"117",60,55.988948927,1.07164004950744
"118",61,53.050731356,1.14984277201865
"119",98,79.598487735,1.23117916921063
"120",29,26.583449238,1.09090433451148
"121",155,129.00931117,1.20146366641514
"122",31,23.397430232,1.32493182766722
"123",65,54.561835389,1.19130889818095
"124",54,50.331174396,1.07289370152848
"125",59,50.743309861,1.16271485170395
"126",50,48.380302536,1.03347844844076
"127",38,44.769032111,0.848801017314448
"128",90,75.733922711,1.18837103345933
"129",29,42.946980565,0.675251196207116
"130",19,18.407395224,1.03219384213728
"131",51,63.441892317,0.803885226896581
"132",25,34.441267927,0.725873392727258
"133",64,53.595123469,1.19413849353325
"134",38,44.861651315,0.847048623626885
"135",49,49.682315326,0.986266434615157
"136",22,31.693720725,0.694143808197515
"137",41,43.360965372,0.945550903866071
"138",26,23.992646932,1.0836653443736
"139",34,39.016190789,0.871433097707369
"140",38,37.737988595,1.00694290858508
"141",32,27.845279919,1.14920733758417
"142",41,48.098567741,0.852416234528558
"143",35,37.952798753,0.922198128991301
"144",32,32.740088502,0.977395036609177
"145",21,24.972862169,0.840912822001969
"146",25,22.427068234,1.11472439193364
"147",17,24.17697364,0.70314838627586
"148",24,25.399146376,0.944913645707319
"149",35,30.05740562,1.16443848955185
"150",27,18.460118406,1.46261250367843
"151",19,12.58817868,1.50935258252944
"152",44,39.064804606,1.12633354867061
"153",29,34.017857238,0.852493435935913
"154",14,18.739117461,0.747100285226181
"155",14,25.472551658,0.549611212412758
"156",40,35.146221307,1.13810243356185
"157",31,18.238279251,1.6997217540849
"158",35,21.74068717,1.60988471644523
"159",31,18.209541912,1.70240416534428
"160",11,12.206569797,0.901154065633038
"161",31,24.450055421,1.26789078659406
"162",11,9.6097988112,1.14466496293135
"163",24,20.012580546,1.19924564175193
"164",15,6.9983604292,2.14335916987269
"165",53,33.270306734,1.59301206399271
"166",50,34.080403862,1.4671187642747
"167",20,10.758826863,1.85893873511254
"168",16,10.339994011,1.54738967769021
"169",11,8.6047779949,1.27835953542551
"170",18,15.215899624,1.18297310345086
"171",11,7.153950758,1.53761192550831
"172",29,20.290154882,1.42926459500448
"173",39,25.867484224,1.50768430599121
"174",20,13.901992641,1.43864268356866
"175",27,19.738928311,1.36785541619063
"176",27,20.293246246,1.33049191207257
"177",21,15.966477502,1.31525566596449
"178",30,20.038182993,1.49714173238562
"179",24,27.890337307,0.860513077910191
"180",27,32.730142734,0.824927658257734
"181",32,20.844708835,1.53516176470977
"182",134,118.07727111,1.13485007521191
"183",68,62.278152674,1.09187567518182
"184",105,93.54187492,1.12249193304923
"185",63,48.037988549,1.31146207205862
"186",74,89.124122864,0.830302701693022
"187",97,73.799229725,1.31437686221731
"188",25,23.260975122,1.07476147792081
"189",63,50.17720063,1.25555031386772
"190",32,17.177166412,1.86293823046651
"191",42,30.201313895,1.39066797378485
"192",28,24.50297134,1.14271855488364
"193",28,25.78605687,1.08585814966443
"194",63,54.466151563,1.15668168563606
"195",15,11.013073258,1.36201763564079
"196",70,53.87678183,1.2992609733238
"197",111,73.005137111,1.52044094967223
"198",42,40.025580433,1.04932894278211
"199",18,23.256235647,0.773985965451032
"200",81,62.858441563,1.28860973937474
"201",27,25.869544516,1.04369831418179
"202",124,95.398096249,1.29981629482779
"203",40,21.971482082,1.82054172998961
"204",39,26.381230494,1.47832376540851
"205",36,33.143405196,1.08618893523785
"206",27,20.219691456,1.33533194899411
"207",51,30.942540538,1.64821631040178
"208",49,39.233202319,1.24894214858087
"209",38,25.534099651,1.48820598804673
"210",91,68.83880369,1.32192884132324
"211",36,25.40276542,1.41716854069977
"212",35,39.571981019,0.884464186495874
"213",24,22.587831076,1.06251901385523
"214",51,47.431180055,1.0752420652588
"215",39,38.811783601,1.00484946533081
"216",35,28.91740273,1.21034383090324
"217",65,47.501297007,1.36838368835321
"218",33,29.45310927,1.12042500156725
"219",45,34.261263068,1.3134366911893
"220",23,20.712486902,1.11044125743197
"221",39,30.490812518,1.27907381861263
"222",29,28.904703873,1.00329690722378
"223",25,35.157376791,0.711088320059186
"224",56,44.666889261,1.25372509540071
"225",31,20.936453297,1.48067103631359
"226",21,20.0249944,1.04868943184324
"227",240,254.50640258,0.94300181672074
"228",13,10.86174502,1.19686109147865
"229",22,18.996921805,1.15808235806969
"230",16,18.997657122,0.842209115431997
"231",25,20.715647564,1.20681721016752
"232",14,21.201540577,0.660329373196001
"233",17,19.828481102,0.85735260873236
"234",22,18.319262665,1.20092169659384
"235",11,17.471373856,0.629601317598867
"236",18,22.124340332,0.813583579437409
"237",27,34.729878844,0.777428568676524
"238",14,16.794264881,0.833617910590343
"239",12,16.278594738,0.737164367879234
"240",19,17.08487187,1.11209496591911
"241",26,18.80676788,1.38248103905454
"242",33,54.055770897,0.61048061016241
"243",12,14.554088279,0.824510595920647
"244",14,17.394699299,0.804842886867544
"245",34,39.140950948,0.868655440823859
"246",18,23.834856304,0.755196497533707
"247",18,29.868787166,0.602635784973875
"248",20,22.795415463,0.877369400547345
"249",10,11.550438888,0.865767967517599
"250",8,9.3466921058,0.855917784542798
"251",5,8.4225366741,0.593645381845046
"252",21,19.423540842,1.08116229532111
