"","freq","gene","rx","comp.conc","flag"
"1",0.396753263,"EGLN2","Hypoxia",9.77e-16,0
"2",0.123048724,"EGLN1","Hypoxia",9.77e-16,0
"3",0.404332231,"EGLN2","Hypoxia",9.77e-16,0
"4",0.363216574,"EGLN2","Hypoxia",9.77e-16,0
"5",0.24008788,"EGLN1","Normoxia",9.77e-16,0
"6",0.428645265,"EGLN2","Normoxia",9.77e-16,0
"7",0.24808942,"EGLN1","Normoxia",9.77e-16,0
"8",0.417428262,"EGLN2","Normoxia",9.77e-16,0
"9",0.288841258,"EGLN1","Normoxia",9.77e-16,0
"10",0.391901699,"EGLN2","Normoxia",9.77e-16,0
"11",0.438629236,"EGLN1","Hypoxia",7.81e-15,0
"12",0.792373335,"EGLN2","Hypoxia",7.81e-15,0
"13",0.451963122,"EGLN1","Hypoxia",7.81e-15,0
"14",0.815675442,"EGLN2","Hypoxia",7.81e-15,0
"15",0.452560633,"EGLN1","Hypoxia",7.81e-15,0
"16",0.781750585,"EGLN2","Hypoxia",7.81e-15,0
"17",0.604545051,"EGLN1","Normoxia",7.81e-15,0
"18",0.769274522,"EGLN2","Normoxia",7.81e-15,0
"19",0.611368785,"EGLN1","Normoxia",7.81e-15,0
"20",0.785525945,"EGLN2","Normoxia",7.81e-15,0
"21",0.60893375,"EGLN1","Normoxia",7.81e-15,0
"22",0.761401229,"EGLN2","Normoxia",7.81e-15,0
"23",0.10219236,"EGLN1","Hypoxia",6.1e-17,0
"24",0.072004504,"EGLN2","Hypoxia",6.1e-17,0
"25",0.075602804,"EGLN1","Hypoxia",6.1e-17,0
"26",0.031482167,"EGLN2","Hypoxia",6.1e-17,0
"27",0.083934965,"EGLN1","Hypoxia",6.1e-17,0
"28",0.057203539,"EGLN2","Hypoxia",6.1e-17,0
"29",0.203473863,"EGLN1","Normoxia",6.1e-17,0
"30",0.315043257,"EGLN2","Normoxia",6.1e-17,0
"31",0.083383285,"EGLN1","Normoxia",6.1e-17,0
"32",0.064445085,"EGLN2","Normoxia",6.1e-17,0
"33",0.093472936,"EGLN1","Normoxia",6.1e-17,0
"34",0.0627517,"EGLN2","Normoxia",6.1e-17,0
"35",0.691179012,"EGLN1","Hypoxia",6.25e-14,0
"36",0.957327338,"EGLN2","Hypoxia",6.25e-14,0
"37",0.676655357,"EGLN1","Hypoxia",6.25e-14,0
"38",0.937185096,"EGLN2","Hypoxia",6.25e-14,0
"39",0.696166786,"EGLN1","Hypoxia",6.25e-14,0
"40",0.953631341,"EGLN2","Hypoxia",6.25e-14,0
"41",0.953465146,"EGLN2","Normoxia",6.25e-14,0
"42",0.819143779,"EGLN1","Normoxia",6.25e-14,0
"43",0.940689429,"EGLN2","Normoxia",6.25e-14,0
"44",0.937019578,"EGLN2","Normoxia",6.25e-14,0
"45",0.173490167,"EGLN2","Hypoxia",4.88e-16,0
"46",0.11349457,"EGLN1","Hypoxia",4.88e-16,0
"47",0.215504574,"EGLN2","Hypoxia",4.88e-16,0
"48",0.087770421,"EGLN1","Hypoxia",4.88e-16,0
"49",0.089357903,"EGLN2","Hypoxia",4.88e-16,0
"50",0.23068249,"EGLN2","Normoxia",4.88e-16,0
"51",0.092660695,"EGLN1","Normoxia",4.88e-16,0
"52",0.233332162,"EGLN2","Normoxia",4.88e-16,0
"53",0.117033489,"EGLN1","Normoxia",4.88e-16,0
"54",0.194725082,"EGLN2","Normoxia",4.88e-16,0
"55",0.268961023,"EGLN1","Hypoxia",3.91e-15,0
"56",0.604854145,"EGLN2","Hypoxia",3.91e-15,0
"57",0.218522673,"EGLN1","Hypoxia",3.91e-15,0
"58",0.58774076,"EGLN2","Hypoxia",3.91e-15,0
"59",0.260071388,"EGLN1","Hypoxia",3.91e-15,0
"60",0.57884778,"EGLN2","Hypoxia",3.91e-15,0
"61",0.442789471,"EGLN1","Normoxia",3.91e-15,0
"62",0.60040076,"EGLN2","Normoxia",3.91e-15,0
"63",0.365736778,"EGLN1","Normoxia",3.91e-15,0
"64",0.522843421,"EGLN2","Normoxia",3.91e-15,0
"65",0.456541281,"EGLN1","Normoxia",3.91e-15,0
"66",0.576303711,"EGLN2","Normoxia",3.91e-15,0
"67",0.894423562,"EGLN1","Hypoxia",5e-13,0
"68",1,"EGLN2","Hypoxia",5e-13,1
"69",0.889949743,"EGLN1","Hypoxia",5e-13,0
"70",1,"EGLN2","Hypoxia",5e-13,1
"71",0.908800673,"EGLN1","Hypoxia",5e-13,0
"72",0.988995456,"EGLN2","Hypoxia",5e-13,0
"73",0.97590073,"EGLN1","Normoxia",5e-13,0
"74",0.980101423,"EGLN2","Normoxia",5e-13,0
"75",0.958915433,"EGLN1","Normoxia",5e-13,0
"76",0.986253465,"EGLN2","Normoxia",5e-13,0
"77",0.977865053,"EGLN1","Normoxia",5e-13,0
"78",0.975993884,"EGLN2","Normoxia",5e-13,0
"79",0.580881198,"EGLN1","Hypoxia",3.13e-14,0
"80",0.880091362,"EGLN2","Hypoxia",3.13e-14,0
"81",0.531845596,"EGLN1","Hypoxia",3.13e-14,0
"82",0.887265539,"EGLN2","Hypoxia",3.13e-14,0
"83",0.614256535,"EGLN1","Hypoxia",3.13e-14,0
"84",0.902623484,"EGLN2","Hypoxia",3.13e-14,0
"85",0.739181609,"EGLN1","Normoxia",3.13e-14,0
"86",0.871161823,"EGLN2","Normoxia",3.13e-14,0
"87",0.701874026,"EGLN1","Normoxia",3.13e-14,0
"88",0.878012879,"EGLN2","Normoxia",3.13e-14,0
"89",0.057845124,"EGLN1","Hypoxia",2.44e-16,0
"90",0.091600544,"EGLN1","Hypoxia",2.44e-16,0
"91",0.138411484,"EGLN2","Hypoxia",2.44e-16,0
"92",0.125036589,"EGLN1","Hypoxia",2.44e-16,0
"93",0.165887503,"EGLN2","Hypoxia",2.44e-16,0
"94",0.323130959,"EGLN1","Normoxia",2.44e-16,0
"95",0.467845461,"EGLN2","Normoxia",2.44e-16,0
"96",0.102495226,"EGLN1","Normoxia",2.44e-16,0
"97",0.200587745,"EGLN2","Normoxia",2.44e-16,0
"98",0.166963646,"EGLN2","Normoxia",2.44e-16,0
"99",0.808692761,"EGLN1","Hypoxia",2.5e-13,0
"100",0.989901577,"EGLN2","Hypoxia",2.5e-13,0
"101",0.961641481,"EGLN2","Hypoxia",2.5e-13,0
"102",0.79816562,"EGLN1","Hypoxia",2.5e-13,0
"103",0.969040713,"EGLN2","Hypoxia",2.5e-13,0
"104",0.916357091,"EGLN1","Normoxia",2.5e-13,0
"105",0.989112952,"EGLN2","Normoxia",2.5e-13,0
"106",0.95163022,"EGLN1","Normoxia",2.5e-13,0
"107",0.96785127,"EGLN2","Normoxia",2.5e-13,0
"108",0.902421751,"EGLN1","Normoxia",2.5e-13,0
"109",0.982046499,"EGLN2","Normoxia",2.5e-13,0
"110",0.508983289,"EGLN2","Hypoxia",1.95e-15,0
"111",0.502714012,"EGLN2","Hypoxia",1.95e-15,0
"112",0.501037906,"EGLN2","Hypoxia",1.95e-15,0
"113",0.367266318,"EGLN1","Normoxia",1.95e-15,0
"114",0.572668779,"EGLN2","Normoxia",1.95e-15,0
"115",0.367427838,"EGLN1","Normoxia",1.95e-15,0
"116",0.551123007,"EGLN2","Normoxia",1.95e-15,0
"117",0.355884424,"EGLN1","Normoxia",1.95e-15,0
"118",0.517410696,"EGLN2","Normoxia",1.95e-15,0
"119",0.438808533,"EGLN1","Hypoxia",1.56e-14,0
"120",0.796617747,"EGLN2","Hypoxia",1.56e-14,0
"121",0.451738381,"EGLN1","Hypoxia",1.56e-14,0
"122",0.827672047,"EGLN2","Hypoxia",1.56e-14,0
"123",0.432419572,"EGLN1","Hypoxia",1.56e-14,0
"124",0.813001428,"EGLN2","Hypoxia",1.56e-14,0
"125",0.577836675,"EGLN1","Normoxia",1.56e-14,0
"126",0.781847083,"EGLN2","Normoxia",1.56e-14,0
"127",0.624432011,"EGLN1","Normoxia",1.56e-14,0
"128",0.750279437,"EGLN2","Normoxia",1.56e-14,0
"129",0.594599382,"EGLN1","Normoxia",1.56e-14,0
"130",0.780990351,"EGLN2","Normoxia",1.56e-14,0
"131",0.057740776,"EGLN1","Hypoxia",1.22e-16,0
"132",0.07132829,"EGLN2","Hypoxia",1.22e-16,0
"133",0.060377121,"EGLN1","Hypoxia",1.22e-16,0
"134",0.012559347,"EGLN2","Hypoxia",1.22e-16,0
"135",0.062449812,"EGLN1","Hypoxia",1.22e-16,0
"136",0.037204677,"EGLN2","Hypoxia",1.22e-16,0
"137",0.356698197,"EGLN2","Normoxia",1.22e-16,0
"138",0.097237673,"EGLN1","Normoxia",1.22e-16,0
"139",0.096291267,"EGLN2","Normoxia",1.22e-16,0
"140",0.079287998,"EGLN1","Normoxia",1.22e-16,0
"141",0.071579848,"EGLN2","Normoxia",1.22e-16,0
"142",0.784247941,"EGLN1","Hypoxia",1.25e-13,0
"143",0.963976257,"EGLN2","Hypoxia",1.25e-13,0
"144",0.799681623,"EGLN1","Hypoxia",1.25e-13,0
"145",0.974365416,"EGLN2","Hypoxia",1.25e-13,0
"146",0.968815023,"EGLN1","Hypoxia",1.25e-13,0
"147",0.971371003,"EGLN2","Hypoxia",1.25e-13,0
"148",0.920958825,"EGLN1","Normoxia",1.25e-13,0
"149",0.990543117,"EGLN2","Normoxia",1.25e-13,0
"150",0.887572354,"EGLN1","Normoxia",1.25e-13,0
"151",0.963486246,"EGLN2","Normoxia",1.25e-13,0
"152",0.91312317,"EGLN1","Normoxia",1.25e-13,0
"153",0.972269622,"EGLN2","Normoxia",1.25e-13,0
"154",0.96940101,"EGLN1","Hypoxia",1e-12,0
"155",0.982769781,"EGLN2","Hypoxia",1e-12,0
"156",0.965444432,"EGLN1","Hypoxia",1e-12,0
"157",0.984167301,"EGLN2","Hypoxia",1e-12,0
"158",0.976579734,"EGLN1","Hypoxia",1e-12,0
"159",1,"EGLN2","Hypoxia",1e-12,1
"160",0.939910921,"EGLN1","Normoxia",1e-12,0
"161",1,"EGLN2","Normoxia",1e-12,1
"162",0.972257542,"EGLN1","Normoxia",1e-12,0
"163",1,"EGLN2","Normoxia",1e-12,1
"164",0.983838328,"EGLN1","Normoxia",1e-12,0
"165",1,"EGLN2","Normoxia",1e-12,1
"166",0.951693363,"BMP2","Hypoxia",9.77e-16,0
"167",0.896751399,"HFE","Hypoxia",9.77e-16,0
"168",0.7773,"PPPCC","Hypoxia",9.77e-16,0
"169",0.8709,"SLC3A2","Hypoxia",9.77e-16,0
"170",0.951014234,"BMP2","Hypoxia",9.77e-16,0
"171",0.90750909,"HFE","Hypoxia",9.77e-16,0
"172",0.8244,"PPPCC","Hypoxia",9.77e-16,0
"173",0.8931,"SLC3A2","Hypoxia",9.77e-16,0
"174",0.936217451,"BMP2","Hypoxia",9.77e-16,0
"175",0.892893092,"HFE","Hypoxia",9.77e-16,0
"176",0.7946,"PPPCC","Hypoxia",9.77e-16,0
"177",0.8738,"SLC3A2","Hypoxia",9.77e-16,0
"178",0.931928989,"BMP2","Normoxia",9.77e-16,0
"179",0.932636925,"HFE","Normoxia",9.77e-16,0
"180",0.8105,"PPPCC","Normoxia",9.77e-16,0
"181",0.7878,"SLC3A2","Normoxia",9.77e-16,0
"182",0.908707448,"BMP2","Normoxia",9.77e-16,0
"183",0.920073428,"HFE","Normoxia",9.77e-16,0
"184",0.8527,"PPPCC","Normoxia",9.77e-16,0
"185",0.8228,"SLC3A2","Normoxia",9.77e-16,0
"186",0.894832959,"BMP2","Normoxia",9.77e-16,0
"187",0.906806247,"HFE","Normoxia",9.77e-16,0
"188",0.8603,"PPPCC","Normoxia",9.77e-16,0
"189",0.7971,"SLC3A2","Normoxia",9.77e-16,0
"190",0.98718388,"BMP2","Hypoxia",7.81e-15,0
"191",0.994575369,"HFE","Hypoxia",7.81e-15,0
"192",0,"PPPCC","Hypoxia",7.81e-15,1
"193",0,"SLC3A2","Hypoxia",7.81e-15,1
