"","Time","Reflux","Tray47"
"1",0,-0.0132999999999974,-0.0672499999999729
"2",1,-0.0202999999999989,-0.0862499999999784
"3",2,-0.00829999999999842,-0.0672499999999729
"4",3,0.0167000000000002,-0.0492499999999723
"5",4,0.0227000000000004,-0.0302499999999668
"6",5,0.00570000000000093,0.0907500000000141
"7",6,-0.0213000000000001,0.0837500000000375
"8",7,0.0147000000000013,0.0767500000000325
"9",8,-0.0243000000000002,0.0687500000000227
"10",9,0.0117000000000012,0.081750000000028
"11",10,0.0167000000000002,0.0937500000000284
"12",11,0.0197000000000003,0.105750000000029
"13",12,-0.0132999999999974,0.0867500000000234
"14",13,-0.0402999999999984,0.0687500000000227
"15",14,0.0287000000000006,0.0497500000000173
"16",15,0.00169999999999959,-0.0862499999999784
"17",16,0.00670000000000215,-0.203249999999969
"18",17,0.0046999999999997,-0.174249999999972
"19",18,-0.0322999999999993,-0.144249999999971
"20",19,-0.0192999999999977,-0.115249999999975
"21",20,0.00570000000000093,0.01075000000003
"22",21,-0.0333000000000006,0.00375000000002501
"23",22,-0.0122999999999998,-0.00324999999997999
"24",23,0.00670000000000215,-0.0112499999999613
"25",24,0.0287000000000006,-0.0182499999999663
"26",25,0.00570000000000093,-0.0252499999999714
"27",26,-0.00229999999999819,-0.0332499999999811
"28",27,0.00270000000000081,-0.0402499999999861
"29",28,0.00970000000000226,-0.0472499999999627
"30",29,0.00370000000000203,-0.0452499999999816
"31",30,0.0417000000000023,-0.043249999999972
"32",31,-0.0162999999999975,-0.0412499999999625
"33",32,-0.0432999999999986,-0.0392499999999814
"34",33,-0.0112999999999985,-0.0382499999999766
"35",34,0.0147000000000013,-0.036249999999967
"36",35,-0.00629999999999953,-0.0342499999999859
"37",36,-0.028299999999998,-0.0322499999999764
"38",37,0.0137,-0.0302499999999668
"39",38,-0.0162999999999975,0.0787500000000136
"40",39,-0.0322999999999993,0.0777500000000373
"41",40,0.00769999999999982,0.0767500000000325
"42",41,0.0246999999999993,0.0757500000000277
"43",42,0.0147000000000013,0.074750000000023
"44",43,-0.0183,0.0737500000000182
"45",44,0.0767000000000024,0.0727500000000134
"46",45,-0.00130000000000052,0.0717500000000371
"47",46,0.00169999999999959,-0.0282499999999857
"48",47,0.00870000000000104,0.000750000000010687
"49",48,-0.00829999999999842,0.0307500000000118
"50",49,-0.0103000000000009,0.0597500000000366
"51",50,-0.0152999999999999,0.156750000000017
"52",51,0.0246999999999993,0.12175000000002
