"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",1.9317626953125,2.001953125,1.9622802734375,1.934814453125,2.0111083984375,1.9195556640625,1.9744873046875,1.812744140625,1.98974609375,1.934814453125,1.98974609375,2.05078125,1.66015625,1.9561767578125,1.8463134765625,1.9317626953125,1.7913818359375,1.9683837890625,1.84326171875,1.898193359375
"2",1.8646240234375,1.7669677734375,1.904296875,1.47705078125,1.849365234375,1.8402099609375,2.0660400390625,1.751708984375,1.86767578125,1.8157958984375,1.91650390625,1.9622802734375,1.995849609375,2.0355224609375,2.020263671875,1.9561767578125,1.96533203125,1.9622802734375,1.74560546875,1.605224609375
"3",2.1392822265625,2.142333984375,2.3529052734375,2.0477294921875,1.7608642578125,1.959228515625,1.9134521484375,1.5228271484375,1.8829345703125,2.032470703125,1.983642578125,1.8341064453125,1.9561767578125,1.8157958984375,2.032470703125,2.0599365234375,1.922607421875,1.8310546875,1.8585205078125,1.6143798828125
"4",1.9317626953125,1.94091796875,1.8524169921875,2.0751953125,1.9561767578125,1.9134521484375,1.9439697265625,1.806640625,1.910400390625,1.8310546875,1.8768310546875,1.9439697265625,2.50244140625,1.9683837890625,2.008056640625,2.0111083984375,1.983642578125,1.885986328125,1.7974853515625,2.001953125
"5",1.910400390625,1.9134521484375,1.910400390625,2.264404296875,1.8524169921875,1.995849609375,1.9134521484375,1.8646240234375,1.904296875,1.8707275390625,1.6754150390625,1.8951416015625,2.0263671875,1.9744873046875,2.0294189453125,1.9805908203125,2.0721435546875,1.898193359375,1.7486572265625,1.8951416015625
"6",2.099609375,1.971435546875,1.947021484375,2.020263671875,1.8035888671875,1.9195556640625,1.6845703125,2.105712890625,1.89208984375,1.8829345703125,1.98974609375,1.971435546875,1.9927978515625,2.11181640625,1.9561767578125,1.46484375,2.008056640625,2.032470703125,1.9195556640625,2.0416259765625
"7",1.861572265625,1.9989013671875,1.9500732421875,1.885986328125,2.3040771484375,1.9439697265625,2.001953125,1.8646240234375,2.0294189453125,1.910400390625,1.9195556640625,1.9683837890625,1.873779296875,1.9561767578125,2.08740234375,1.9500732421875,1.9195556640625,2.2369384765625,1.9287109375,1.9439697265625
"8",1.947021484375,1.9927978515625,1.953125,2.0416259765625,1.708984375,2.44140625,1.959228515625,1.8035888671875,1.9775390625,1.776123046875,1.904296875,2.0416259765625,1.9256591796875,1.9927978515625,2.001953125,2.001953125,2.2857666015625,1.873779296875,1.8280029296875,1.8829345703125
"9",1.7547607421875,1.5838623046875,1.953125,1.971435546875,1.806640625,1.910400390625,1.898193359375,1.5960693359375,1.9500732421875,2.0172119140625,1.971435546875,1.9439697265625,1.9622802734375,1.5960693359375,2.020263671875,2.4505615234375,1.8463134765625,1.96533203125,1.8463134765625,1.9989013671875
"10",1.953125,2.3284912109375,1.9622802734375,1.9195556640625,1.727294921875,1.9622802734375,1.8829345703125,1.8341064453125,1.9317626953125,1.8157958984375,2.0599365234375,1.9622802734375,1.9439697265625,2.0233154296875,1.8890380859375,2.0355224609375,1.9744873046875,1.7669677734375,1.837158203125,1.89208984375
"11",1.934814453125,2.1209716796875,1.7669677734375,1.739501953125,1.8035888671875,2.0294189453125,1.8524169921875,1.8585205078125,1.9073486328125,1.904296875,1.9378662109375,1.94091796875,1.9989013671875,1.9134521484375,2.0751953125,1.9287109375,1.9866943359375,1.9012451171875,1.7913818359375,1.971435546875
"12",1.8768310546875,2.4444580078125,1.8341064453125,2.4444580078125,1.824951171875,1.995849609375,1.934814453125,1.9073486328125,1.9744873046875,1.72119140625,1.898193359375,2.020263671875,1.898193359375,1.5899658203125,1.94091796875,1.715087890625,1.85546875,1.9317626953125,1.9622802734375,1.8402099609375
