"","time","nondurables"
"1",1919,7.163
"2",1919.08333333333,6.956
"3",1919.16666666667,6.832
"4",1919.25,7.411
"5",1919.33333333333,7.908
"6",1919.41666666667,8.115
"7",1919.5,8.363
"8",1919.58333333333,8.322
"9",1919.66666666667,8.57
"10",1919.75,8.695
"11",1919.83333333333,8.819
"12",1919.91666666667,8.695
"13",1920,8.943
"14",1920.08333333333,8.778
"15",1920.16666666667,8.695
"16",1920.25,8.529
"17",1920.33333333333,8.529
"18",1920.41666666667,8.115
"19",1920.5,7.742
"20",1920.58333333333,7.535
"21",1920.66666666667,7.287
"22",1920.75,6.79
"23",1920.83333333333,6.045
"24",1920.91666666667,5.714
"25",1921,6.045
"26",1921.08333333333,6.376
"27",1921.16666666667,6.707
"28",1921.25,6.997
"29",1921.33333333333,7.204
"30",1921.41666666667,7.494
"31",1921.5,7.618
"32",1921.58333333333,7.742
"33",1921.66666666667,7.825
"34",1921.75,7.991
"35",1921.83333333333,7.949
"36",1921.91666666667,7.949
"37",1922,8.032
"38",1922.08333333333,8.032
"39",1922.16666666667,8.115
"40",1922.25,7.908
"41",1922.33333333333,8.363
"42",1922.41666666667,8.695
"43",1922.5,8.695
"44",1922.58333333333,8.902
"45",1922.66666666667,8.902
"46",1922.75,9.109
"47",1922.83333333333,9.523
"48",1922.91666666667,9.606
"49",1923,9.15
"50",1923.08333333333,9.564
"51",1923.16666666667,9.771
"52",1923.25,9.688
"53",1923.33333333333,9.606
"54",1923.41666666667,9.481
"55",1923.5,8.985
"56",1923.58333333333,9.109
"57",1923.66666666667,9.523
"58",1923.75,9.357
"59",1923.83333333333,9.15
"60",1923.91666666667,8.695
"61",1924,8.985
"62",1924.08333333333,9.15
"63",1924.16666666667,9.15
"64",1924.25,8.985
"65",1924.33333333333,8.695
"66",1924.41666666667,8.363
"67",1924.5,8.115
"68",1924.58333333333,8.57
"69",1924.66666666667,9.316
"70",1924.75,9.606
"71",1924.83333333333,9.606
"72",1924.91666666667,9.357
"73",1925,9.606
"74",1925.08333333333,9.937
"75",1925.16666666667,9.813
"76",1925.25,9.937
"77",1925.33333333333,9.688
"78",1925.41666666667,9.523
"79",1925.5,9.564
"80",1925.58333333333,9.937
"81",1925.66666666667,10.309
"82",1925.75,10.392
"83",1925.83333333333,10.309
"84",1925.91666666667,9.978
"85",1926,10.144
"86",1926.08333333333,10.309
"87",1926.16666666667,10.268
"88",1926.25,10.144
"89",1926.33333333333,9.895
"90",1926.41666666667,9.978
"91",1926.5,9.771
"92",1926.58333333333,10.268
"93",1926.66666666667,11.096
"94",1926.75,11.013
"95",1926.83333333333,10.723
"96",1926.91666666667,10.309
"97",1927,10.475
"98",1927.08333333333,10.765
"99",1927.16666666667,10.889
"100",1927.25,10.806
"101",1927.33333333333,10.723
"102",1927.41666666667,10.93
"103",1927.5,10.682
"104",1927.58333333333,10.889
"105",1927.66666666667,11.345
"106",1927.75,11.179
"107",1927.83333333333,10.889
"108",1927.91666666667,10.268
"109",1928,10.558
"110",1928.08333333333,10.889
"111",1928.16666666667,10.889
"112",1928.25,10.723
"113",1928.33333333333,10.765
"114",1928.41666666667,10.765
"115",1928.5,10.599
"116",1928.58333333333,11.179
"117",1928.66666666667,11.759
"118",1928.75,11.8
"119",1928.83333333333,11.717
"120",1928.91666666667,11.179
"121",1929,11.552
"122",1929.08333333333,11.8
"123",1929.16666666667,11.924
"124",1929.25,12.131
"125",1929.33333333333,12.131
"126",1929.41666666667,12.131
"127",1929.5,11.8
"128",1929.58333333333,12.173
"129",1929.66666666667,12.794
"130",1929.75,12.752
"131",1929.83333333333,12.007
"132",1929.91666666667,11.013
"133",1930,11.345
"134",1930.08333333333,11.386
"135",1930.16666666667,11.303
"136",1930.25,11.51
"137",1930.33333333333,11.179
"138",1930.41666666667,10.93
"139",1930.5,10.558
"140",1930.58333333333,10.558
"141",1930.66666666667,11.262
"142",1930.75,10.93
"143",1930.83333333333,10.475
"144",1930.91666666667,9.771
"145",1931,9.937
"146",1931.08333333333,10.392
"147",1931.16666666667,10.475
"148",1931.25,10.723
"149",1931.33333333333,10.723
"150",1931.41666666667,10.558
"151",1931.5,10.392
"152",1931.58333333333,10.558
"153",1931.66666666667,10.889
"154",1931.75,10.185
"155",1931.83333333333,9.688
"156",1931.91666666667,9.109
"157",1932,9.316
"158",1932.08333333333,9.523
"159",1932.16666666667,9.274
"160",1932.25,8.736
"161",1932.33333333333,8.529
"162",1932.41666666667,8.281
"163",1932.5,7.991
"164",1932.58333333333,8.695
"165",1932.66666666667,9.937
"166",1932.75,10.02
"167",1932.83333333333,9.523
"168",1932.91666666667,8.819
"169",1933,8.985
"170",1933.08333333333,9.15
"171",1933.16666666667,8.529
"172",1933.25,9.316
"173",1933.33333333333,10.558
"174",1933.41666666667,11.717
"175",1933.5,11.883
"176",1933.58333333333,11.262
"177",1933.66666666667,11.51
"178",1933.75,10.723
"179",1933.83333333333,10.185
"180",1933.91666666667,9.688
"181",1934,10.02
"182",1934.08333333333,10.516
"183",1934.16666666667,10.765
"184",1934.25,10.889
"185",1934.33333333333,10.723
"186",1934.41666666667,10.392
"187",1934.5,10.185
"188",1934.58333333333,10.682
"189",1934.66666666667,10.558
"190",1934.75,10.309
"191",1934.83333333333,10.682
"192",1934.91666666667,10.765
"193",1935,11.096
"194",1935.08333333333,11.386
"195",1935.16666666667,11.345
"196",1935.25,11.262
"197",1935.33333333333,11.179
"198",1935.41666666667,11.345
"199",1935.5,11.51
"200",1935.58333333333,11.883
"201",1935.66666666667,12.669
"202",1935.75,12.669
"203",1935.83333333333,12.338
"204",1935.91666666667,12.131
"205",1936,11.966
"206",1936.08333333333,11.8
"207",1936.16666666667,12.131
"208",1936.25,12.38
"209",1936.33333333333,12.504
"210",1936.41666666667,12.669
"211",1936.5,12.794
"212",1936.58333333333,13.58
"213",1936.66666666667,14.326
"214",1936.75,14.243
"215",1936.83333333333,14.16
"216",1936.91666666667,14.077
"217",1937,13.994
"218",1937.08333333333,14.367
"219",1937.16666666667,14.533
"220",1937.25,14.657
"221",1937.33333333333,14.657
"222",1937.41666666667,14.491
"223",1937.5,14.119
"224",1937.58333333333,14.243
"225",1937.66666666667,14.367
"226",1937.75,13.373
"227",1937.83333333333,12.007
"228",1937.91666666667,11.013
"229",1938,11.013
"230",1938.08333333333,11.345
"231",1938.16666666667,11.51
"232",1938.25,11.262
"233",1938.33333333333,11.303
"234",1938.41666666667,11.51
"235",1938.5,12.173
"236",1938.58333333333,13.083
"237",1938.66666666667,13.87
"238",1938.75,13.58
"239",1938.83333333333,13.456
"240",1938.91666666667,13.125
"241",1939,13.001
"242",1939.08333333333,13.001
"243",1939.16666666667,13.001
"244",1939.25,12.918
"245",1939.33333333333,13.001
"246",1939.41666666667,13.166
"247",1939.5,13.332
"248",1939.58333333333,13.497
"249",1939.66666666667,13.912
"250",1939.75,14.45
"251",1939.83333333333,14.574
"252",1939.91666666667,14.574
"253",1940,14.16
"254",1940.08333333333,13.912
"255",1940.16666666667,13.539
"256",1940.25,13.663
"257",1940.33333333333,13.912
"258",1940.41666666667,14.284
"259",1940.5,14.119
"260",1940.58333333333,13.994
"261",1940.66666666667,14.243
"262",1940.75,14.574
"263",1940.83333333333,15.071
"264",1940.91666666667,15.526
"265",1941,15.526
"266",1941.08333333333,16.065
"267",1941.16666666667,16.354
"268",1941.25,16.727
"269",1941.33333333333,17.265
"270",1941.41666666667,17.514
"271",1941.5,17.514
"272",1941.58333333333,17.721
"273",1941.66666666667,17.762
"274",1941.75,17.928
"275",1941.83333333333,18.259
"276",1941.91666666667,18.052
"277",1942,18.176
"278",1942.08333333333,18.093
"279",1942.16666666667,17.886
"280",1942.25,17.762
"281",1942.33333333333,17.431
"282",1942.41666666667,17.1
"283",1942.5,17.307
"284",1942.58333333333,17.721
"285",1942.66666666667,17.969
"286",1942.75,18.425
"287",1942.83333333333,18.549
"288",1942.91666666667,18.632
"289",1943,18.425
"290",1943.08333333333,18.714
"291",1943.16666666667,18.549
"292",1943.25,18.673
"293",1943.33333333333,18.839
"294",1943.41666666667,19.128
"295",1943.5,19.253
"296",1943.58333333333,19.667
"297",1943.66666666667,19.956
"298",1943.75,19.915
"299",1943.83333333333,20.039
"300",1943.91666666667,19.46
"301",1944,19.667
"302",1944.08333333333,19.749
"303",1944.16666666667,19.832
"304",1944.25,19.708
"305",1944.33333333333,19.667
"306",1944.41666666667,19.832
"307",1944.5,19.667
"308",1944.58333333333,20.329
"309",1944.66666666667,20.329
"310",1944.75,20.288
"311",1944.83333333333,20.495
"312",1944.91666666667,20.412
"313",1945,20.412
"314",1945.08333333333,20.453
"315",1945.16666666667,20.288
"316",1945.25,20.246
"317",1945.33333333333,20.163
"318",1945.41666666667,20.453
"319",1945.5,20.039
"320",1945.58333333333,19.46
"321",1945.66666666667,19.708
"322",1945.75,19.335
"323",1945.83333333333,19.625
"324",1945.91666666667,19.253
"325",1946,19.749
"326",1946.08333333333,20.453
"327",1946.16666666667,20.246
"328",1946.25,20.081
"329",1946.33333333333,19.915
"330",1946.41666666667,20.081
"331",1946.5,19.832
"332",1946.58333333333,20.702
"333",1946.66666666667,21.157
"334",1946.75,21.24
"335",1946.83333333333,21.53
"336",1946.91666666667,21.53
"337",1947,21.323
"338",1947.08333333333,21.613
"339",1947.16666666667,21.406
"340",1947.25,20.702
"341",1947.33333333333,20.412
"342",1947.41666666667,20.66
"343",1947.5,19.832
"344",1947.58333333333,21.695
"345",1947.66666666667,22.109
"346",1947.75,22.855
"347",1947.83333333333,22.523
"348",1947.91666666667,21.53
"349",1948,21.902
"350",1948.08333333333,22.316
"351",1948.16666666667,21.861
"352",1948.25,21.737
"353",1948.33333333333,21.695
"354",1948.41666666667,22.234
"355",1948.5,20.826
"356",1948.58333333333,22.482
"357",1948.66666666667,23.103
"358",1948.75,23.227
"359",1948.83333333333,22.399
"360",1948.91666666667,21.323
"361",1949,21.488
"362",1949.08333333333,21.737
"363",1949.16666666667,21.488
"364",1949.25,20.66
"365",1949.33333333333,20.536
"366",1949.41666666667,21.074
"367",1949.5,19.956
"368",1949.58333333333,22.275
"369",1949.66666666667,23.02
"370",1949.75,23.724
"371",1949.83333333333,22.73
"372",1949.91666666667,21.944
"373",1950,22.482
"374",1950.08333333333,23.02
"375",1950.16666666667,23.02
"376",1950.25,23.02
"377",1950.33333333333,23.02
"378",1950.41666666667,23.683
"379",1950.5,23.02
"380",1950.58333333333,26.001
"381",1950.66666666667,25.919
"382",1950.75,26.415
"383",1950.83333333333,25.422
"384",1950.91666666667,25.132
"385",1951,25.463
"386",1951.08333333333,26.001
"387",1951.16666666667,25.711
"388",1951.25,25.008
"389",1951.33333333333,24.718
