"","x"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",10.7
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",3
"30",0
"31",3.6
"32",0
"33",0
"34",7.4
"35",5.6
"36",11.2
"37",5.6
"38",0
"39",0
"40",0
"41",7.6
"42",20.6
"43",19.1
"44",1
"45",0
"46",0
"47",0
"48",0
"49",3
"50",5.3
"51",0
"52",0
"53",0
"54",0
"55",0
"56",0
"57",4.6
"58",0
"59",0
"60",2.5
"61",2.3
"62",0
"63",26.9
"64",5.6
"65",0
"66",20.8
"67",0
"68",11.9
"69",4.8
"70",0
"71",0
"72",1.5
"73",0
"74",0
"75",0
"76",0
"77",0.8
"78",0.8
"79",0
"80",0
"81",8.6
"82",0.3
"83",0
"84",1.5
"85",0
"86",6.4
"87",0.3
"88",0
"89",14.5
"90",9.1
"91",0
"92",0
"93",0
"94",0
"95",0
"96",25.4
"97",0
"98",0
"99",0
"100",0
"101",7.6
"102",30
"103",0
"104",0
"105",0
"106",0.5
"107",0.8
"108",18.5
"109",1.8
"110",0
"111",4.6
"112",0
"113",0
"114",0
"115",0
"116",0
"117",0.8
"118",0
"119",0
"120",0
"121",0.5
"122",2.5
"123",10.2
"124",0
"125",0
"126",0
"127",1.3
"128",4.3
"129",0
"130",0
"131",0
"132",0
"133",0
"134",22.9
"135",0.8
"136",22.1
"137",0
"138",0
"139",0
"140",2.8
"141",0.3
"142",2
"143",0
"144",0
"145",0
"146",32.5
"147",6.1
"148",11.2
"149",0
"150",0
"151",15
"152",0
"153",0
"154",0
"155",12.4
"156",0
"157",1.3
"158",0
"159",0
"160",0
"161",0.5
"162",0.5
"163",7.1
"164",3.3
"165",4.8
"166",0.3
"167",0
"168",0
"169",0.5
"170",0
"171",0
"172",0
"173",43.4
"174",0
"175",25.4
"176",5.8
"177",0
"178",0
"179",0
"180",0
"181",0
"182",0
"183",0.3
"184",0.3
"185",0
"186",0
"187",0
"188",0
"189",0
"190",3.3
"191",7.6
"192",5.8
"193",2
"194",0
"195",0
"196",0
"197",0.3
