"","x","yn","yp","yb","class","id1","id2"
"1",4.17663258966058,22.3803786593515,4,0,1,"1","1"
"2",1.20163054903969,5.11157460704665,3,0,1,"1","1"
"3",2.29500634828582,13.2510576395333,9,0,1,"2","1"
"4",5.96586786210537,30.2852404047616,3,1,1,"2","1"
"5",2.35808338271454,14.764507835302,4,0,1,"3","2"
"6",7.63706103898585,42.8337601075737,1,1,1,"3","2"
"7",6.45246460335329,34.2667326672737,2,1,1,"4","2"
"8",9.40163061022758,42.8138795917068,2,1,1,"4","2"
"9",8.29927115235478,49.065995367784,2,1,1,"5","3"
"10",4.33053110027686,19.3005979900261,4,0,1,"5","3"
"11",4.61978652048856,29.8703834888314,2,0,1,"6","3"
"12",9.71513911616057,46.4716000562317,0,1,1,"6","3"
"13",2.27872577961534,4.69237507795271,9,1,1,"7","4"
"14",6.92897805478424,34.344969441434,0,1,1,"7","4"
"15",7.25327696185559,32.9045352160995,0,1,1,"8","4"
"16",0.404348908923566,1.28728143381363,6,1,1,"8","4"
"17",9.36491265892982,49.8382514220715,2,1,1,"9","5"
"18",2.57714695064351,11.8085275737079,4,0,1,"9","5"
"19",7.74066373240203,33.0757634845095,1,1,1,"10","5"
"20",9.89474382717162,51.6069735064165,4,1,1,"10","5"
"21",0.557445178274065,4.6421303147244,10,0,1,"11","6"
"22",1.54234713409096,7.96289994338066,10,0,1,"11","6"
"23",8.09633770259097,45.4036015015,2,1,1,"12","6"
"24",1.08087068656459,4.18068954591734,7,0,1,"12","6"
"25",3.13088988885283,10.1874921451053,2,0,1,"13","7"
"26",7.36439054366201,37.6754354416208,2,1,1,"13","7"
"27",8.85874283034354,45.7929464734124,2,1,1,"14","7"
"28",5.66849986324087,33.4717027925877,2,1,1,"14","7"
"29",6.50576694635674,32.7460203738867,1,1,1,"15","8"
"30",1.5376220527105,4.80975267901888,6,0,1,"15","8"
"31",6.73142950981855,34.4618322448932,1,1,1,"16","8"
"32",0.542380567640066,6.70402476610152,8,0,1,"16","8"
"33",0.341557266656309,1.54080950341231,6,0,1,"17","9"
"34",4.75640223361552,22.0913005202827,5,0,1,"17","9"
"35",8.73919644858688,42.1726314236468,0,1,1,"18","9"
"36",2.70205395529047,10.7961692352548,4,0,1,"18","9"
"37",8.30704713938758,40.8369753201914,0,1,1,"19","10"
"38",3.74932799488306,13.5857933651332,6,0,1,"19","10"
"39",4.2810616013594,17.0062023018868,5,0,1,"20","10"
"40",0.440363900270313,4.80161764596677,4,0,1,"20","10"
"41",7.20383449224755,35.2574678942633,1,1,1,"21","11"
"42",0.824043515603989,3.67796122679503,7,0,1,"21","11"
