"","time","productC"
"1",1,0
"2",1.08333333333333,2
"3",1.16666666666667,0
"4",1.25,1
"5",1.33333333333333,0
"6",1.41666666666667,11
"7",1.5,0
"8",1.58333333333333,0
"9",1.66666666666667,0
"10",1.75,0
"11",1.83333333333333,2
"12",1.91666666666667,0
"13",2,6
"14",2.08333333333333,3
"15",2.16666666666667,0
"16",2.25,0
"17",2.33333333333333,0
"18",2.41666666666667,0
"19",2.5,0
"20",2.58333333333333,7
"21",2.66666666666667,0
"22",2.75,0
"23",2.83333333333333,0
"24",2.91666666666667,0
"25",3,0
"26",3.08333333333333,0
"27",3.16666666666667,0
"28",3.25,3
"29",3.33333333333333,1
"30",3.41666666666667,0
"31",3.5,0
"32",3.58333333333333,1
"33",3.66666666666667,0
"34",3.75,1
"35",3.83333333333333,0
"36",3.91666666666667,0
