"","time","writing"
"1",1968,562.674
"2",1968.08333333333,599
"3",1968.16666666667,668.516
"4",1968.25,597.798
"5",1968.33333333333,579.889
"6",1968.41666666667,668.233
"7",1968.5,499.232
"8",1968.58333333333,215.187
"9",1968.66666666667,555.813
"10",1968.75,586.935
"11",1968.83333333333,546.136
"12",1968.91666666667,571.111
"13",1969,634.712
"14",1969.08333333333,639.283
"15",1969.16666666667,712.182
"16",1969.25,621.557
"17",1969.33333333333,621
"18",1969.41666666667,675.989
"19",1969.5,501.322
"20",1969.58333333333,220.286
"21",1969.66666666667,560.727
"22",1969.75,602.53
"23",1969.83333333333,626.379
"24",1969.91666666667,605.508
"25",1970,646.783
"26",1970.08333333333,658.442
"27",1970.16666666667,712.906
"28",1970.25,687.714
"29",1970.33333333333,723.916
"30",1970.41666666667,707.183
"31",1970.5,629
"32",1970.58333333333,237.53
"33",1970.66666666667,613.296
"34",1970.75,730.444
"35",1970.83333333333,734.925
"36",1970.91666666667,651.812
"37",1971,676.155
"38",1971.08333333333,748.183
"39",1971.16666666667,810.681
"40",1971.25,729.363
"41",1971.33333333333,701.108
"42",1971.41666666667,790.079
"43",1971.5,594.621
"44",1971.58333333333,230.716
"45",1971.66666666667,617.189
"46",1971.75,691.389
"47",1971.83333333333,701.067
"48",1971.91666666667,705.777
"49",1972,747.636
"50",1972.08333333333,773.392
"51",1972.16666666667,813.788
"52",1972.25,766.713
"53",1972.33333333333,728.875
"54",1972.41666666667,749.197
"55",1972.5,680.954
"56",1972.58333333333,241.424
"57",1972.66666666667,680.234
"58",1972.75,708.326
"59",1972.83333333333,694.238
"60",1972.91666666667,772.071
"61",1973,795.337
"62",1973.08333333333,788.421
"63",1973.16666666667,889.968
"64",1973.25,797.393
"65",1973.33333333333,751
"66",1973.41666666667,821.255
"67",1973.5,691.605
"68",1973.58333333333,290.655
"69",1973.66666666667,727.147
"70",1973.75,868.355
"71",1973.83333333333,812.39
"72",1973.91666666667,799.556
"73",1974,843.038
"74",1974.08333333333,847
"75",1974.16666666667,941.952
"76",1974.25,804.309
"77",1974.33333333333,840.307
"78",1974.41666666667,871.528
"79",1974.5,656.33
"80",1974.58333333333,370.508
"81",1974.66666666667,742
"82",1974.75,847.152
"83",1974.83333333333,731.675
"84",1974.91666666667,898.527
"85",1975,778.139
"86",1975.08333333333,856.075
"87",1975.16666666667,938.833
"88",1975.25,813.023
"89",1975.33333333333,783.417
"90",1975.41666666667,828.11
"91",1975.5,657.311
"92",1975.58333333333,310.032
"93",1975.66666666667,780
"94",1975.75,860
"95",1975.83333333333,780
"96",1975.91666666667,807.993
"97",1976,895.217
"98",1976.08333333333,856.075
"99",1976.16666666667,893.268
"100",1976.25,875
"101",1976.33333333333,835.088
"102",1976.41666666667,934.595
"103",1976.5,832.5
"104",1976.58333333333,300
"105",1976.66666666667,791.443
"106",1976.75,900
"107",1976.83333333333,781.729
"108",1976.91666666667,880
"109",1977,875.024
"110",1977.08333333333,992.968
"111",1977.16666666667,976.804
"112",1977.25,968.697
"113",1977.33333333333,871.675
"114",1977.41666666667,1006.852
"115",1977.5,832.037
"116",1977.58333333333,345.587
"117",1977.66666666667,849.528
"118",1977.75,913.871
"119",1977.83333333333,868.746
"120",1977.91666666667,993.733
