"","time","labour"
"1",1978.08333333333,6468.5
"2",1978.16666666667,6465.4
"3",1978.25,6457.6
"4",1978.33333333333,6436.7
"5",1978.41666666667,6424.8
"6",1978.5,6416.6
"7",1978.58333333333,6403.7
"8",1978.66666666667,6411.6
"9",1978.75,6416.2
"10",1978.83333333333,6406.6
"11",1978.91666666667,6570
"12",1979,6421.2
"13",1979.08333333333,6508.8
"14",1979.16666666667,6524.6
"15",1979.25,6508.2
"16",1979.33333333333,6475.7
"17",1979.41666666667,6488.7
"18",1979.5,6491
"19",1979.58333333333,6456
"20",1979.66666666667,6558.2
"21",1979.75,6555.4
"22",1979.83333333333,6552.4
"23",1979.91666666667,6688.1
"24",1980,6554.6
"25",1980.08333333333,6655.8
"26",1980.16666666667,6694.3
"27",1980.25,6632.8
"28",1980.33333333333,6690
"29",1980.41666666667,6679.2
"30",1980.5,6701.7
"31",1980.58333333333,6675.9
"32",1980.66666666667,6767.6
"33",1980.75,6698.7
"34",1980.83333333333,6701.6
"35",1980.91666666667,6862.3
"36",1981,6686.8
"37",1981.08333333333,6784.2
"38",1981.16666666667,6841.2
"39",1981.25,6805.8
"40",1981.33333333333,6791.6
"41",1981.41666666667,6767.6
"42",1981.5,6803.6
"43",1981.58333333333,6774.3
"44",1981.66666666667,6896.7
"45",1981.75,6819.3
"46",1981.83333333333,6808.4
"47",1981.91666666667,6944.4
"48",1982,6799.4
"49",1982.08333333333,6921.2
"50",1982.16666666667,6961.2
"51",1982.25,6871.6
"52",1982.33333333333,6894.7
"53",1982.41666666667,6865.9
"54",1982.5,6879.3
"55",1982.58333333333,6840.7
"56",1982.66666666667,6952.6
"57",1982.75,6961.7
"58",1982.83333333333,6922.2
"59",1982.91666666667,7047.6
"60",1983,6866.7
"61",1983.08333333333,7014.2
"62",1983.16666666667,7044.3
"63",1983.25,6963.8
"64",1983.33333333333,6993.3
"65",1983.41666666667,6959.7
"66",1983.5,6982.2
"67",1983.58333333333,6927.9
"68",1983.66666666667,7079.1
"69",1983.75,6989.3
"70",1983.83333333333,7002.3
"71",1983.91666666667,7146.4
"72",1984,6969.3
"73",1984.08333333333,7101.9
"74",1984.16666666667,7203.2
"75",1984.25,7153.2
"76",1984.33333333333,7125.2
"77",1984.41666666667,7131.5
"78",1984.5,7123.6
"79",1984.58333333333,7070.1
"80",1984.66666666667,7200.6
"81",1984.75,7131.5
"82",1984.83333333333,7147.3
"83",1984.91666666667,7263.4
"84",1985,7110.1
"85",1985.08333333333,7269.9
"86",1985.16666666667,7330.2
"87",1985.25,7204.1
"88",1985.33333333333,7267.1
"89",1985.41666666667,7267
"90",1985.5,7270.3
"91",1985.58333333333,7248.3
"92",1985.66666666667,7403.9
"93",1985.75,7305.8
"94",1985.83333333333,7425.1
"95",1985.91666666667,7502
"96",1986,7378.5
"97",1986.08333333333,7527.2
"98",1986.16666666667,7604.5
"99",1986.25,7606.5
"100",1986.33333333333,7573.5
"101",1986.41666666667,7571.5
"102",1986.5,7587.6
"103",1986.58333333333,7516.2
"104",1986.66666666667,7673.7
"105",1986.75,7621.4
"106",1986.83333333333,7618.4
"107",1986.91666666667,7772.6
"108",1987,7573.2
"109",1987.08333333333,7722
"110",1987.16666666667,7836.2
"111",1987.25,7761.6
"112",1987.33333333333,7738.7
"113",1987.41666666667,7732
"114",1987.5,7785.7
"115",1987.58333333333,7694.4
"116",1987.66666666667,7784.1
"117",1987.75,7762.8
"118",1987.83333333333,7749.3
"119",1987.91666666667,7951.3
"120",1988,7815.6
"121",1988.08333333333,7892.1
"122",1988.16666666667,8042.7
"123",1988.25,8028.2
"124",1988.33333333333,7947.9
"125",1988.41666666667,7947.3
"126",1988.5,7901.8
"127",1988.58333333333,7892.1
"128",1988.66666666667,8057.7
"129",1988.75,7985.2
"130",1988.83333333333,7997.1
"131",1988.91666666667,8186.2
"132",1989,8017.3
"133",1989.08333333333,8167.8
"134",1989.16666666667,8184.5
"135",1989.25,8199.4
"136",1989.33333333333,8247.8
"137",1989.41666666667,8197.9
"138",1989.5,8235.1
"139",1989.58333333333,8197
"140",1989.66666666667,8355.7
"141",1989.75,8275.1
"142",1989.83333333333,8317.5
"143",1989.91666666667,8443.5
"144",1990,8263
"145",1990.08333333333,8402.8
"146",1990.16666666667,8426.4
"147",1990.25,8428.5
"148",1990.33333333333,8466.5
"149",1990.41666666667,8451.8
"150",1990.5,8502.3
"151",1990.58333333333,8412.5
"152",1990.66666666667,8553.2
"153",1990.75,8477.5
"154",1990.83333333333,8479.4
"155",1990.91666666667,8645.7
"156",1991,8263
"157",1991.08333333333,8436.4
"158",1991.16666666667,8199.393
"159",1991.25,8323.465
"160",1991.33333333333,8606.8
"161",1991.41666666667,8199.389
"162",1991.5,8480.8
"163",1991.58333333333,8425.7
"164",1991.66666666667,8630
"165",1991.75,8489.4
"166",1991.83333333333,8491.6
"167",1991.91666666667,8699.8
"168",1992,8530.5
"169",1992.08333333333,8648.6
"170",1992.16666666667,8653.6
"171",1992.25,8607.3
"172",1992.33333333333,8607.9
"173",1992.41666666667,8615.5
"174",1992.5,8667.9
"175",1992.58333333333,8585.7
"176",1992.66666666667,8686.8
"177",1992.75,8627.4
"178",1992.83333333333,8552
"179",1992.91666666667,8738.7
"180",1993,8543.6
"181",1993.08333333333,8583.2
"182",1993.16666666667,8643.6
"183",1993.25,8519.6
"184",1993.33333333333,8573.4
"185",1993.41666666667,8591.5
"186",1993.5,8573.1
"187",1993.58333333333,8537
"188",1993.66666666667,8712.5
"189",1993.75,8668.2
"190",1993.83333333333,8662.7
"191",1993.91666666667,8816.7
"192",1994,8656
"193",1994.08333333333,8759
"194",1994.16666666667,8787.4
"195",1994.25,8718.7
"196",1994.33333333333,8729.1
"197",1994.41666666667,8731.9
"198",1994.5,8788.9
"199",1994.58333333333,8683.5
"200",1994.66666666667,8918.1
"201",1994.75,8788.1
"202",1994.83333333333,8789.3
"203",1994.91666666667,8963.8
"204",1995,8807.1
"205",1995.08333333333,8976.3
"206",1995.16666666667,8980.3
"207",1995.25,8973.7
"208",1995.33333333333,8984.4
"209",1995.41666666667,8998.4
"210",1995.5,9003.1
"211",1995.58333333333,8939.6
