"","time","dole"
"1",1956,4742
"2",1956.08333333333,6128
"3",1956.16666666667,6494
"4",1956.25,5379
"5",1956.33333333333,6011
"6",1956.41666666667,7003
"7",1956.5,9164
"8",1956.58333333333,10333
"9",1956.66666666667,9614
"10",1956.75,9545
"11",1956.83333333333,10096
"12",1956.91666666667,13277
"13",1957,15711
"14",1957.08333333333,13135
"15",1957.16666666667,13077
"16",1957.25,15453
"17",1957.33333333333,15995
"18",1957.41666666667,18071
"19",1957.5,20291
"20",1957.58333333333,20175
"21",1957.66666666667,18975
"22",1957.75,17928
"23",1957.83333333333,19782
"24",1957.91666666667,26055
"25",1958,29856
"26",1958.08333333333,26879
"27",1958.16666666667,24485
"28",1958.25,27745
"29",1958.33333333333,27282
"30",1958.41666666667,29418
"31",1958.5,29908
"32",1958.58333333333,29278
"33",1958.66666666667,26002
"34",1958.75,23826
"35",1958.83333333333,22302
"36",1958.91666666667,27565
"37",1959,31486
"38",1959.08333333333,28207
"39",1959.16666666667,27669
"40",1959.25,27559
"41",1959.33333333333,27924
"42",1959.41666666667,27528
"43",1959.5,27410
"44",1959.58333333333,24887
"45",1959.66666666667,21904
"46",1959.75,19598
"47",1959.83333333333,19037
"48",1959.91666666667,22469
"49",1960,23781
"50",1960.08333333333,20020
"51",1960.16666666667,18177
"52",1960.25,17732
"53",1960.33333333333,16765
"54",1960.41666666667,16310
"55",1960.5,14897
"56",1960.58333333333,12940
"57",1960.66666666667,11465
"58",1960.75,10364
"59",1960.83333333333,11738
"60",1960.91666666667,17633
"61",1961,19257
"62",1961.08333333333,20941
"63",1961.16666666667,29718
"64",1961.25,35025
"65",1961.33333333333,45110
"66",1961.41666666667,57154
"67",1961.5,61499
"68",1961.58333333333,62090
"69",1961.66666666667,59561
"70",1961.75,48531
"71",1961.83333333333,47541
"72",1961.91666666667,56756
"73",1962,56755
"74",1962.08333333333,49740
"75",1962.16666666667,45870
"76",1962.25,49136
"77",1962.33333333333,47256
"78",1962.41666666667,46324
"79",1962.5,45453
"80",1962.58333333333,42333
"81",1962.66666666667,36851
"82",1962.75,33952
"83",1962.83333333333,33392
"84",1962.91666666667,43153
"85",1963,46178
"86",1963.08333333333,40482
"87",1963.16666666667,36394
"88",1963.25,37142
"89",1963.33333333333,36424
"90",1963.41666666667,38188
"91",1963.5,37174
"92",1963.58333333333,31869
"93",1963.66666666667,26575
"94",1963.75,21758
"95",1963.83333333333,20978
"96",1963.91666666667,29555
"97",1964,28649
"98",1964.08333333333,24226
"99",1964.16666666667,21955
"100",1964.25,19937
"101",1964.33333333333,18287
"102",1964.41666666667,18129
"103",1964.5,17072
"104",1964.58333333333,14924
"105",1964.66666666667,12491
"106",1964.75,11160
"107",1964.83333333333,10658
"108",1964.91666666667,15451
"109",1965,15831
"110",1965.08333333333,13698
"111",1965.16666666667,12111
"112",1965.25,12690
"113",1965.33333333333,12585
"114",1965.41666666667,12855
"115",1965.5,12137
"116",1965.58333333333,10977
"117",1965.66666666667,9993
"118",1965.75,9614
"119",1965.83333333333,10459
"120",1965.91666666667,20509
"121",1966,19490
"122",1966.08333333333,17611
"123",1966.16666666667,16206
"124",1966.25,17560
"125",1966.33333333333,18082
"126",1966.41666666667,19482
"127",1966.5,19200
"128",1966.58333333333,18918
"129",1966.66666666667,17375
"130",1966.75,16122
"131",1966.83333333333,17269
"132",1966.91666666667,26261
"133",1967,24911
"134",1967.08333333333,21969
"135",1967.16666666667,21956
"136",1967.25,20944
"137",1967.33333333333,22200
"138",1967.41666666667,24002
"139",1967.5,22951
"140",1967.58333333333,20143
"141",1967.66666666667,17187
"142",1967.75,15287
"143",1967.83333333333,17394
"144",1967.91666666667,26321
"145",1968,26943
"146",1968.08333333333,23735
"147",1968.16666666667,20744
"148",1968.25,21090
"149",1968.33333333333,21502
"150",1968.41666666667,21275
"151",1968.5,19426
"152",1968.58333333333,16798
"153",1968.66666666667,14209
"154",1968.75,13357
"155",1968.83333333333,14766
"156",1968.91666666667,25092
"157",1969,23460
"158",1969.08333333333,19551
"159",1969.16666666667,15898
"160",1969.25,16012
"161",1969.33333333333,16054
"162",1969.41666666667,15910
"163",1969.5,13873
"164",1969.58333333333,11854
"165",1969.66666666667,10138
"166",1969.75,9942
"167",1969.83333333333,11262
"168",1969.91666666667,19601
"169",1970,17778
"170",1970.08333333333,13854
"171",1970.16666666667,12681
"172",1970.25,11328
"173",1970.33333333333,11946
"174",1970.41666666667,13043
"175",1970.5,12785
"176",1970.58333333333,11937
"177",1970.66666666667,11383
"178",1970.75,10282
"179",1970.83333333333,11316
"180",1970.91666666667,19652
"181",1971,18337
"182",1971.08333333333,16779
"183",1971.16666666667,15504
"184",1971.25,17258
"185",1971.33333333333,18264
"186",1971.41666666667,19184
"187",1971.5,19453
"188",1971.58333333333,18741
"189",1971.66666666667,19087
"190",1971.75,18171
"191",1971.83333333333,20825
"192",1971.91666666667,36441
"193",1972,37486
"194",1972.08333333333,37303
"195",1972.16666666667,37639
"196",1972.25,36536
"197",1972.33333333333,35850
"198",1972.41666666667,41581
"199",1972.5,42979
"200",1972.58333333333,42490
"201",1972.66666666667,37992
"202",1972.75,32454
"203",1972.83333333333,34049
"204",1972.91666666667,47598
"205",1973,48622
"206",1973.08333333333,39868
"207",1973.16666666667,34511
"208",1973.25,37234
"209",1973.33333333333,36675
"210",1973.41666666667,37945
"211",1973.5,36593
"212",1973.58333333333,31669
"213",1973.66666666667,28682
"214",1973.75,25944
"215",1973.83333333333,28443
"216",1973.91666666667,40232
"217",1974,46847
"218",1974.08333333333,38315
"219",1974.16666666667,32600
"220",1974.25,33349
"221",1974.33333333333,30598
"222",1974.41666666667,32009
"223",1974.5,37599
"224",1974.58333333333,45999
"225",1974.66666666667,54945
"226",1974.75,68394
"227",1974.83333333333,85735
"228",1974.91666666667,140772
"229",1975,182260
"230",1975.08333333333,184177
"231",1975.16666666667,157547
"232",1975.25,168471
"233",1975.33333333333,159020
"234",1975.41666666667,160748
"235",1975.5,169631
"236",1975.58333333333,170927
"237",1975.66666666667,179898
"238",1975.75,176471
"239",1975.83333333333,184528
"240",1975.91666666667,231311
"241",1976,248619
"242",1976.08333333333,215342
"243",1976.16666666667,192024
"244",1976.25,178765
"245",1976.33333333333,182397
"246",1976.41666666667,188423
"247",1976.5,197159
"248",1976.58333333333,198648
"249",1976.66666666667,195864
"250",1976.75,194125
"251",1976.83333333333,192866
"252",1976.91666666667,215655
"253",1977,229415
"254",1977.08333333333,245395
"255",1977.16666666667,236383
"256",1977.25,226807
"257",1977.33333333333,239984
"258",1977.41666666667,250309
"259",1977.5,253809
"260",1977.58333333333,254863
"261",1977.66666666667,249551
"262",1977.75,254085
"263",1977.83333333333,238332
"264",1977.91666666667,256223
"265",1978,269896
"266",1978.08333333333,298455
"267",1978.16666666667,290356
"268",1978.25,283308
"269",1978.33333333333,272384
"270",1978.41666666667,286091
"271",1978.5,290718
"272",1978.58333333333,285424
"273",1978.66666666667,284642
"274",1978.75,279874
"275",1978.83333333333,278829
"276",1978.91666666667,311279
"277",1979,341877
"278",1979.08333333333,357463
"279",1979.16666666667,334400
"280",1979.25,332572
"281",1979.33333333333,318905
"282",1979.41666666667,311232
"283",1979.5,310000
"284",1979.58333333333,303800
"285",1979.66666666667,299566
"286",1979.75,286241
"287",1979.83333333333,282902
"288",1979.91666666667,297782
"289",1980,334495
"290",1980.08333333333,334265
"291",1980.16666666667,316776
"292",1980.25,309300
"293",1980.33333333333,308989
"294",1980.41666666667,311232
"295",1980.5,313943
"296",1980.58333333333,303555
