"","time","hsales"
"1",1973,55
"2",1973.08333333333,60
"3",1973.16666666667,68
"4",1973.25,63
"5",1973.33333333333,65
"6",1973.41666666667,61
"7",1973.5,54
"8",1973.58333333333,52
"9",1973.66666666667,46
"10",1973.75,42
"11",1973.83333333333,37
"12",1973.91666666667,30
"13",1974,37
"14",1974.08333333333,44
"15",1974.16666666667,55
"16",1974.25,53
"17",1974.33333333333,58
"18",1974.41666666667,50
"19",1974.5,48
"20",1974.58333333333,45
"21",1974.66666666667,41
"22",1974.75,34
"23",1974.83333333333,30
"24",1974.91666666667,24
"25",1975,29
"26",1975.08333333333,34
"27",1975.16666666667,44
"28",1975.25,54
"29",1975.33333333333,57
"30",1975.41666666667,51
"31",1975.5,51
"32",1975.58333333333,53
"33",1975.66666666667,46
"34",1975.75,46
"35",1975.83333333333,46
"36",1975.91666666667,39
"37",1976,41
"38",1976.08333333333,53
"39",1976.16666666667,55
"40",1976.25,62
"41",1976.33333333333,55
"42",1976.41666666667,56
"43",1976.5,57
"44",1976.58333333333,59
"45",1976.66666666667,58
"46",1976.75,55
"47",1976.83333333333,49
"48",1976.91666666667,47
"49",1977,57
"50",1977.08333333333,68
"51",1977.16666666667,84
"52",1977.25,81
"53",1977.33333333333,78
"54",1977.41666666667,74
"55",1977.5,64
"56",1977.58333333333,74
"57",1977.66666666667,71
"58",1977.75,63
"59",1977.83333333333,55
"60",1977.91666666667,51
"61",1978,57
"62",1978.08333333333,63
"63",1978.16666666667,75
"64",1978.25,85
"65",1978.33333333333,80
"66",1978.41666666667,77
"67",1978.5,68
"68",1978.58333333333,72
"69",1978.66666666667,68
"70",1978.75,70
"71",1978.83333333333,53
"72",1978.91666666667,50
"73",1979,53
"74",1979.08333333333,58
"75",1979.16666666667,73
"76",1979.25,72
"77",1979.33333333333,68
"78",1979.41666666667,63
"79",1979.5,64
"80",1979.58333333333,68
"81",1979.66666666667,60
"82",1979.75,54
"83",1979.83333333333,41
"84",1979.91666666667,35
"85",1980,43
"86",1980.08333333333,44
"87",1980.16666666667,44
"88",1980.25,36
"89",1980.33333333333,44
"90",1980.41666666667,50
"91",1980.5,55
"92",1980.58333333333,61
"93",1980.66666666667,50
"94",1980.75,46
"95",1980.83333333333,39
"96",1980.91666666667,33
"97",1981,37
"98",1981.08333333333,40
"99",1981.16666666667,49
"100",1981.25,44
"101",1981.33333333333,45
"102",1981.41666666667,38
"103",1981.5,36
"104",1981.58333333333,34
"105",1981.66666666667,28
"106",1981.75,29
"107",1981.83333333333,27
"108",1981.91666666667,29
"109",1982,28
"110",1982.08333333333,29
"111",1982.16666666667,36
"112",1982.25,32
"113",1982.33333333333,36
"114",1982.41666666667,34
"115",1982.5,31
"116",1982.58333333333,36
"117",1982.66666666667,39
"118",1982.75,40
"119",1982.83333333333,39
"120",1982.91666666667,33
"121",1983,44
"122",1983.08333333333,46
"123",1983.16666666667,57
"124",1983.25,59
"125",1983.33333333333,64
"126",1983.41666666667,59
"127",1983.5,51
"128",1983.58333333333,50
"129",1983.66666666667,48
"130",1983.75,51
