"","time","pollution"
"1",1986,122.64
"2",1986.08333333333,120.888
"3",1986.16666666667,164.688
"4",1986.25,147.168
"5",1986.33333333333,171.696
"6",1986.41666666667,228.636
"7",1986.5,124.392
"8",1986.58333333333,155.928
"9",1986.66666666667,217.248
"10",1986.75,176.076
"11",1986.83333333333,142.788
"12",1986.91666666667,196.224
"13",1987,228.636
"14",1987.08333333333,234.768
"15",1987.16666666667,319.74
"16",1987.25,241.776
"17",1987.33333333333,151.548
"18",1987.41666666667,352.152
"19",1987.5,239.148
"20",1987.58333333333,233.892
"21",1987.66666666667,471.288
"22",1987.75,290.832
"23",1987.83333333333,284.7
"24",1987.91666666667,291.708
"25",1988,287.328
"26",1988.08333333333,315.36
"27",1988.16666666667,417.852
"28",1988.25,288.204
"29",1988.33333333333,225.132
"30",1988.41666666667,430.992
"31",1988.5,229.512
"32",1988.58333333333,296.964
"33",1988.66666666667,355.656
"34",1988.75,367.92
"35",1988.83333333333,317.112
"36",1988.91666666667,359.16
"37",1989,249.66
"38",1989.08333333333,455.52
"39",1989.16666666667,607.068
"40",1989.25,425.736
"41",1989.33333333333,494.064
"42",1989.41666666667,486.18
"43",1989.5,494.064
"44",1989.58333333333,459.024
"45",1989.66666666667,543.12
"46",1989.75,567.648
"47",1989.83333333333,613.2
"48",1989.91666666667,791.904
"49",1990,305.724
"50",1990.08333333333,713.064
"51",1990.16666666667,1156.32
"52",1990.25,829.572
"53",1990.33333333333,865.488
"54",1990.41666666667,1318.38
"55",1990.5,971.484
"56",1990.58333333333,817.308
"57",1990.66666666667,1079.232
"58",1990.75,1013.532
"59",1990.83333333333,986.376
"60",1990.91666666667,1264.068
"61",1991,997.764
"62",1991.08333333333,1415.616
"63",1991.16666666667,1709.952
"64",1991.25,1443.648
"65",1991.33333333333,1619.724
"66",1991.41666666667,2120.796
"67",1991.5,923.304
"68",1991.58333333333,860.232
"69",1991.66666666667,1639.872
"70",1991.75,1106.388
"71",1991.83333333333,1161.576
"72",1991.91666666667,1034.556
"73",1992,960.972
"74",1992.08333333333,1214.136
"75",1992.16666666667,1492.704
"76",1992.25,991.632
"77",1992.33333333333,1025.796
"78",1992.41666666667,1399.848
"79",1992.5,818.184
"80",1992.58333333333,865.488
"81",1992.66666666667,1547.892
"82",1992.75,1003.02
"83",1992.83333333333,960.972
"84",1992.91666666667,1568.04
"85",1993,1065.216
"86",1993.08333333333,1107.264
"87",1993.16666666667,2411.628
"88",1993.25,1510.224
"89",1993.33333333333,1876.392
"90",1993.41666666667,1792.296
"91",1993.5,1307.868
"92",1993.58333333333,1705.572
"93",1993.66666666667,1945.596
"94",1993.75,2219.784
"95",1993.83333333333,2528.136
"96",1993.91666666667,3534.66
"97",1994,1546.14
"98",1994.08333333333,2246.064
"99",1994.16666666667,2930.22
"100",1994.25,2462.436
"101",1994.33333333333,2551.788
"102",1994.41666666667,3140.46
"103",1994.5,2437.032
"104",1994.58333333333,2109.408
"105",1994.66666666667,3853.523
"106",1994.75,2840.868
"107",1994.83333333333,3164.112
"108",1994.91666666667,3946.38
"109",1995,3044.976
"110",1995.08333333333,3957.768
"111",1995.16666666667,4552.571
"112",1995.25,3651.167
"113",1995.33333333333,3861.408
"114",1995.41666666667,5048.388
"115",1995.5,2990.664
"116",1995.58333333333,2677.056
"117",1995.66666666667,5566.103
"118",1995.75,3661.68
"119",1995.83333333333,2435.28
"120",1995.91666666667,3550.428
"121",1996,2215.404
"122",1996.08333333333,3312.156
"123",1996.16666666667,4289.771
"124",1996.25,3218.424
"125",1996.33333333333,3193.02
"126",1996.41666666667,3542.544
"127",1996.5,2169.852
"128",1996.58333333333,1536.504
"129",1996.66666666667,3454.944
"130",1996.75,2351.184
