"","class","x","y"
"1","data",54.2348927482963,36.5972849149257
"2","data",48.2355622830801,40.6985216140747
"3","data",55.6876807319932,50.6292347577401
"4","data",42.5262200008146,37.8620979837142
"5","data",57.0360889420845,39.875036876183
"6","data",38.9208043026738,32.6548505797982
"7","data",50.3527631442994,52.74363254942
"8","data",22.6351545560174,19.1513940747827
"9","data",45.1882365001366,33.1318272394128
"10","data",50.1475774249993,49.6617985190824
"11","data",62.9317664518021,50.1897893529385
"12","data",47.6400573211722,33.4441646947525
"13","data",32.879657312762,15.6091091823764
"14","data",24.8375011235476,19.741804568097
"15","data",86.1638699625619,14.1923056142405
"16","data",86.8377493354492,20.92538178619
"17","data",30.1558301672339,28.6684527974576
"18","data",85.8771893046796,15.1279709124938
"19","data",52.5191442207433,53.6241406328045
"20","data",57.7937144972384,44.2747682505287
"21","data",43.2416285420768,34.713419219479
"22","data",36.7211261452176,24.449981816113
"23","data",76.4427841715515,35.27008471312
"24","data",64.1636369777843,47.4889722988009
"25","data",39.9560348698869,38.2757001258433
"26","data",69.7292547347024,45.098942134995
"27","data",56.7319336608052,54.668989978265
"28","data",47.3546412913129,44.5011738059111
"29","data",96.1214490002021,23.1968233259395
"30","data",82.7941297963262,25.374713617377
"31","data",27.8511371426284,12.2618508189917
"32","data",24.9372011111118,5.85387553693727
"33","data",70.7820462682284,40.7266783937812
"34","data",48.5602114694193,52.8313627475873
"35","data",93.0430789766833,16.8771413043141
"36","data",32.2091293460689,23.7887697177939
"37","data",51.9668239639141,40.8145810412243
"38","data",86.2394955935888,27.0463928389363
"39","data",66.112952909898,46.2533691567369
"40","data",58.2488453346305,61.2080491236411
"41","data",58.8382252128795,55.8294113865122
"42","data",56.6368531966582,40.5676967203617
"43","data",28.4944921657443,9.45266512595117
"44","data",57.6539209401235,61.8864712575451
"45","data",58.6953942184336,41.3516863752156
"46","data",86.6250924109481,17.6179238995537
"47","data",79.084716598969,29.457988624461
"48","data",78.5083645065315,36.6765293786302
"49","data",67.8913628570735,46.9327028589323
"50","data",73.143478830345,32.0061590913683
"51","data",53.0117238732055,42.2401995705441
"52","data",30.3735100021586,19.1643414907157
"53","data",73.3533108630218,38.5928472364321
"54","data",29.1968137822114,28.5660030837171
"55","data",47.8260156558827,38.204341431614
"56","data",95.4697075961158,19.854599759914
"57","data",66.4160025878809,35.6223973417655
"58","data",36.8595615164377,28.0541008920409
"59","data",83.0424433881417,31.4222450745292
"60","data",54.8835390545428,62.2228944832459
"61","data",20.4053745968267,16.6822051396593
"62","data",56.1981163951568,41.3183966274373
"63","data",88.9158511674032,11.2282164720818
"64","data",59.5626128851436,41.6680970871821
"65","data",24.4625144312158,14.2317649773322
"66","data",31.4480005749501,22.5881766173989
"67","data",84.6771878898144,19.0574070313014
"68","data",87.3641910236329,25.2577444552444
"69","data",42.8408266780898,37.7177698267624
"70","data",92.3977134055458,17.0115665793419
"71","data",34.2506882539019,22.6000288384967
"72","data",69.6835471014492,41.4153418028727
"73","data",63.5465132282116,47.8793202829547
"74","data",43.6728082685731,37.7870897045359
"75","data",41.922648540698,39.5562338149175
"76","data",56.4731120178476,47.5770567986183
"77","data",23.1718607610092,6.87284282455221
"78","data",49.9538233038038,43.8755196705461
