"","jenks71","area"
"1",50.12,619.124973081217
"2",83.9,564.866640061267
"3",76.43,519.285145672519
"4",71.61,470.002300096486
"5",79.66,611.069039855917
"6",84.84,281.980225069936
"7",87.87,763.387843085653
"8",92.45,465.856188526539
"9",119.9,524.052036950275
"10",155.3,957.072752920015
"11",131.5,634.935680965572
"12",111.8,336.595760180736
"13",96.78,697.282440301785
"14",86.75,729.36173823463
"15",62.41,849.430404576812
"16",96.37,322.672461359671
"17",75.51,451.431857781223
"18",77.29,1147.89797159575
"19",85.41,873.495174616959
"20",116.4,825.924232843992
"21",58.5,430.403498894761
"22",75.29,569.475350255181
"23",66.32,172.237085873229
"24",62.65,681.312055046446
"25",80.45,288.299611978692
"26",72.76,720.165750328756
"27",63.67,398.541089631907
"28",60.27,1045.43670157078
"29",68.45,395.48992426136
"30",100.1,543.652400814278
"31",55.3,1117.96630404778
"32",54.07,486.373407743837
"33",57.49,631.099290895642
"34",73.52,542.718437726166
"35",68.25,1186.32285232878
"36",64.28,658.017681770647
"37",50.64,883.134811012005
"38",52.47,815.701993713889
"39",68.19,590.662076474371
"40",57.4,902.197666828685
"41",39.72,563.736615060807
"42",60.66,997.405215803136
"43",57.59,619.118164660157
"44",38.22,441.726194695156
"45",57.22,405.045736842727
"46",67.04,440.345888931334
"47",47.29,872.471860531809
"48",71.05,315.544310782602
"49",50.53,383.682047144625
"50",34.63,307.483041345989
"51",59.65,585.279644047425
"52",62.06,877.405625309793
"53",52.89,624.174663869823
"54",56.35,417.351816664659
"55",57.26,572.63636138805
"56",53.77,849.849941326302
"57",59.89,715.798204214597
"58",55.44,344.458128395093
"59",45.4,252.936956773747
"60",52.21,510.013908623325
"61",49.38,767.996257798597
"62",51.15,709.899632143114
"63",54.27,867.816535455067
"64",54.32,546.777426791314
"65",41.2,504.939115877694
"66",34.58,283.879253810359
"67",50.11,347.035092113153
"68",52.05,377.233160662965
"69",33.82,725.349312690838
"70",39.88,479.85021098641
"71",36.24,446.689277944583
"72",41.02,497.981715730411
"73",46.13,382.705450255714
"74",51.15,740.609698795847
"75",32.28,469.821877215467
"76",33.26,373.298577650966
"77",31.78,362.019518454647
"78",31.28,575.741380180604
"79",50.52,503.411497054192
"80",47.21,674.22231511334
"81",32.69,715.471019410532
"82",38.3,229.496392573963
"83",33.83,222.638813697596
"84",40.3,397.934681280278
"85",40.62,564.351852089913
"86",32.14,583.699015887509
"87",31.66,502.593322870717
"88",26.09,435.874314332998
"89",39.84,597.350959268863
"90",24.83,446.920248440526
"91",28.2,431.317604878417
"92",31.19,602.649329749036
"93",37.57,332.296196821348
"94",27.16,386.929028540478
"95",23.42,444.315612999331
"96",18.57,348.859336720932
"97",30.97,422.192730380066
"98",17.82,374.575686723143
"99",15.57,181.783019870492
"100",15.93,242.047845492057
"101",28.71,252.533649930754
"102",32.22,202.893157157242
