"","x","y"
"1",346618.656524861,583056.7468651
"2",340011.691269045,575941.553512683
"3",338487.006979241,573908.641126278
"4",332896.497916628,574162.755174579
"5",332896.497916628,573400.413029677
"6",333658.84006153,571621.614691573
"7",330609.471481922,566031.105628959
"8",328576.559095517,565776.991580659
"9",326543.646709113,563744.079194254
"10",325273.076467609,564760.535387456
"11",315362.628583885,563998.193242554
"12",305452.180700161,549005.464392818
"13",306722.750941665,541636.1569921
"14",301894.584023953,537062.104122689
"15",297574.645202842,529692.796721971
"16",295541.732816438,516732.98025864
"17",294017.048526634,515208.295968836
"18",293762.934478333,512921.269534131
"19",306976.864989965,492846.259718382
"20",306722.750941665,488780.434945572
"21",312567.374052579,475312.39038564
"22",320190.795501597,477599.416820345
"23",319682.567404996,481157.013496554
"24",321207.2516948,482173.469689756
"25",320190.795501597,493100.373766683
"26",321461.3657431,495133.286153088
"27",324510.734322708,501740.251408904
"28",327814.216950616,502248.479505505
"29",328068.330998916,502756.707602106
"30",325273.076467609,505043.734036812
"31",325527.19051591,507838.988568119
"32",328068.330998916,508347.21666472
"33",334421.182206432,511650.699292628
"34",339249.349124143,508093.102616419
"35",340774.033413947,507838.988568119
"36",342298.717703751,510380.129051125
"37",347380.998669763,509109.558809622
"38",365423.096099106,497674.426636094
"39",373808.859693027,497420.312587793
"40",375587.658031131,495895.62829799
"41",381178.167093745,498436.768780996
"42",380669.938997143,504281.39189191
"43",383973.421625051,506060.190230014
"44",388547.474494462,506314.304278315
"45",389818.044735965,507584.874519818
"46",389563.930687665,515716.524065438
"47",386514.562108057,515462.410017137
"48",386514.562108057,518257.664548444
"49",379907.596852241,526389.314094063
"50",381432.281142045,529184.56862537
"51",381432.281142045,530709.252915174
"52",377874.684465837,533250.39339818
"53",380669.938997143,542144.385088701
"54",379653.482803941,545193.753668309
"55",373046.517548125,550784.262730922
"56",369743.034920217,549005.464392818
"57",366185.438244008,546210.209861511
"58",363390.183712702,551292.490827524
"59",362881.9556161,554341.859407131
"60",364914.868002505,559170.026324843
"61",364152.525857603,563489.965145953
"62",362119.613471198,563744.079194254
"63",363898.411809303,566285.21967726
"64",363898.411809303,569334.588256867
"65",369234.806823616,572129.842788174
"66",368472.464678714,577466.237802487
"67",365423.096099106,576958.009705886
"68",361611.385374597,581786.176623597
"69",357291.446553487,586106.115444708
"70",357291.446553487,587376.685686211
"71",356274.990360284,588901.369976014
