"","N_1","N_2","N_3","N_4","N_5","N_6","N_7","N_8","N_9","N_10","N_11","N_12","N_13","N_14","N_15","N_16","N_17","N_18","N_19","N_20","N_21","N_22","N_23","N_24","N_25","N_26","N_27","N_28","N_29","N_30","N_31","N_32","N_33","N_34","N_35","N_36","N_37","N_38","N_39","N_40"
"probe_1",1.32770554781857,1.47960874312856,0.88421461163995,1.10117687797781,0.790944205621229,1.43398062074459,1.22159051939654,1.14410319110257,1.18623166774558,1.38497947577924,1.0847564249157,1.49440715164351,1.31677267108357,1.38013516007907,1.56229000474004,2.0470170632669,0.775638400607238,1.23386680867745,1.56004202734632,1.24751686113049,1.11111078210759,1.29336007398796,1.65523306912244,1.043556068303,0.93275196797839,0.879293764720264,1.35095525304526,1.57064659381958,1.26844127507569,0.937489823466297,0.940070057382586,0.824737056162993,1.31369034311381,0.551174410529527,1.19057496645277,0.900209304466703,1.07151344265552,1.00652696810084,1.33018907432547,1.12289141168051
"probe_2",-0.939319373996702,-1.11224592037119,0.293023814505647,-0.341445800192967,-0.368609945156362,-0.302558114062737,-0.641220572060308,-0.623146063996009,-0.652958780392066,-0.000625671797345891,-0.948147758280221,-0.623170243503186,-0.902779930155182,-0.741008898019661,-0.325008818970043,-0.676438133236527,-1.27248612217312,-0.625186656619614,-0.52635238594693,-0.85748545568216,-0.840937514373922,-0.90021756587537,-1.028653676588,-0.499813933776492,-0.472822366218102,-0.925098419619503,-0.858096295351711,-0.643091116347293,-0.835464112369858,-1.16055951590466,-0.353952631816437,-0.508868129907809,-0.58935989064578,-0.616064755424916,-0.651507787653017,-1.3081777954356,-0.441996237666837,-0.667442089805738,-0.451778154580154,-0.0782847439994003
"probe_3",0.67385486496775,1.43145178566305,1.56572939613104,1.61949251406255,1.56608092193592,1.79245202544102,1.29106625156407,1.65668126721879,1.0077135273464,2.01311203436174,1.39577556862957,1.08480135305021,1.36952644302773,1.36509591518499,1.89050102038477,1.42194927351102,1.12027134317793,1.19100577653209,1.16270015878297,1.41384013017031,1.05471498568896,2.13693572946439,1.33888559888487,1.02026872652036,1.22360030356533,1.52731698102144,1.37189092506786,0.944567341144047,1.53410302241453,1.33276862519465,1.18909946783162,1.40628198754451,0.9903955329078,1.45708073677827,1.71138963694378,1.45842847453139,1.5143405977278,1.64499717274946,1.56288647225719,1.80613462572888
"probe_4",0.443845060831027,0.539382585185559,0.0308808254807661,0.030986700510133,0.933509633181804,0.85355547142683,0.123586027587769,0.678805359278946,0.784101909268998,0.0568286407771565,1.22157882527923,1.11276584837524,0.409340860778888,0.392107062152798,1.1596372055147,-0.042294627060086,1.39384045761482,0.172996322170201,0.660141160960526,0.894872083247983,0.601310015905599,0.488022940816193,0.65097737201657,0.0392671396032538,0.871705382146077,0.23183108287479,0.0377990021801281,0.781241306267642,0.843193046605471,1.0098485975405,1.01258048071501,0.921126099189471,1.19048523443119,1.19744305807652,0.226732017735803,0.766770648972387,0.560419787395699,0.357552550775897,1.00407743672105,0.413449766662614
"probe_5",-1.80272610293117,-1.10322608350976,-1.48145427415486,-1.9712937790699,-1.86000048518432,-1.88706162195911,-1.53019554919702,-1.42002384434327,-1.92624032402452,-2.42429534934977,-1.23745655012475,-1.60807907657674,-1.45417236255107,-1.01649201120907,-1.75781971725378,-2.07839539100386,-2.15559107039394,-1.69973216974898,-1.45437549979454,-1.7867542227034,-1.63709394117071,-2.03943589661056,-2.03622013281359,-1.43265884233149,-0.717679303462747,-0.880362060426511,-1.02539589724777,-1.57772027001648,-1.86938720261482,-1.50672982954923,-1.60624005163389,-1.66376625709517,-1.4710039384467,-1.13254198108467,-1.78510082721812,-1.3597930157521,-1.358117088343,-1.52677191673672,-1.63120539402522,-1.28331020022772
"probe_6",0.0798681855572908,0.272102932408517,0.785066851870502,0.0140513542663281,0.684856606061882,0.574366906889247,0.171062573713738,0.345736503780767,0.512513892085084,0.295816911248655,0.0801264390830519,0.758293066737559,0.328788554968815,1.24985755022301,0.645932527620907,0.869090456614116,0.441487263786327,0.399243054497673,0.189542528932873,0.203415076794716,0.178109914357682,0.351735915988922,0.235772143187991,0.128102083441616,-0.456949418028022,-0.233155503832475,0.891249086943223,0.734830691016628,0.245910099550703,0.715871289674876,0.886334249812544,0.920374295057752,0.279532322364844,0.493419250738157,0.354217279022893,0.85756576059776,0.911860966154019,0.0608510338597225,0.347867797261416,0.622411018582478
"probe_7",0.591561416686863,0.139402176336197,0.818426401667644,1.37602889597568,0.977965869380243,1.14161718684341,1.14368239607513,0.719072799498489,0.99544532750982,0.999937103083936,0.859228777867907,0.625351374769382,0.866176649728708,0.0306489564981973,0.875399854093092,1.33018755212767,1.14215599686853,0.627891095650076,1.29501004656063,0.569816244750129,0.505770630012454,0.834434632675895,1.43608527301934,1.08143106419012,1.67197854541874,1.47498571199968,1.0280873217915,0.630472528098459,1.20352462003313,1.12836990807034,0.970425462734878,0.836864167896072,0.682273241807078,0.787091650072948,0.618755516420588,1.21702178770556,1.10608324683173,0.868904036788165,0.777730591774485,0.618791238618342
"probe_8",-1.16626434130089,-1.62219302402081,-1.00751067344676,-0.958882363828979,-0.378371972957416,-0.794043544418055,-0.492175008437002,0.123867283282617,-0.306836584510014,-0.962060074229942,-0.303595201233918,-1.00456413144886,-1.05707300587368,-0.299269396888343,-1.19928176621566,-0.674664746313068,-0.89328979892991,-0.561999316260041,-0.896559032823641,-0.78436673793261,-0.361335188564082,-0.436445660799157,-0.095093388617439,-0.505616385637984,-0.859427629493641,-0.231870114055605,-0.858560435453125,-0.54746609944016,-0.866162931511743,-0.354677235517491,-0.660484231479809,-0.927086532466367,-0.461422807480052,-1.46722325190111,-1.02814266958743,-0.291899796032503,-0.725570372278896,-0.381210615987256,-0.649062830845156,-1.35099318433787
"probe_9",-0.105640207347759,0.23884120712199,-0.518220774533995,0.553725134813084,-0.076584024881882,0.322233604261598,0.0337286837995663,-0.180613127596863,0.187885354469273,-0.36087865362748,0.204407110213324,-0.564640195495969,-0.369420789719665,-0.19673822342831,-0.466034824617338,-0.758682838129954,-0.220241964094665,0.0697874868313159,-0.584290132766923,-0.148386517647386,-0.262418813032818,0.217097649781093,-0.344987966291114,-0.432343167454545,0.0421570481325888,0.0895322004668074,-0.386705592410503,-1.05040497638641,-0.08647407823259,-0.180201852484019,-0.504433225296203,-0.440891047879934,-0.303902580423303,-0.356182652778107,-0.439851797271471,-0.542589095054172,-0.130583930553541,-0.0760975108575948,-0.0317003819418698,-0.010675790389955
"probe_10",0.857429408858769,1.23638357864674,0.90046240245094,0.903730170777106,0.574184835921423,0.670380915706548,0.297779753790635,1.16473955207432,0.698226784915368,0.287040321536412,0.994868246240453,0.958935978907384,1.53212124750763,1.22592967152691,0.690581678835217,1.16733733039991,0.679860359424313,1.05944102442348,0.459213104900421,0.358081444289267,0.80132466794037,0.338127679298385,0.774384113137317,0.659619412211782,0.309085067306097,0.64978321318586,0.280282871994123,0.179987062297261,0.147543700407404,0.857670821108555,1.38925681781126,0.54648131008183,0.310666498091019,0.545924820392244,0.620607483603965,0.772911742680095,-0.0557902848557403,0.750534130298479,0.948739107481657,1.02507370151531
