"","x"
"1",200
"2",201
"3",202
"4",202
"5",207
"6",210
"7",211
"8",213
"9",215
"10",217
"11",222
"12",225
"13",229
"14",230
"15",237
"16",237
"17",240
"18",241
"19",241
"20",242
"21",242
"22",243
"23",245
"24",245
"25",246
"26",251
"27",252
"28",252
"29",258
"30",258
"31",259
"32",264
"33",265
"34",266
"35",266
"36",270
"37",270
"38",275
"39",275
"40",275
"41",277
"42",279
"43",279
"44",282
"45",285
"46",285
"47",289
"48",294
"49",295
"50",307
"51",313
"52",315
"53",316
"54",317
"55",319
"56",320
"57",330
"58",330
"59",332
"60",336
"61",336
"62",339
"63",342
"64",345
"65",347
"66",347
"67",352
"68",353
"69",361
"70",362
"71",363
"72",364
"73",366
"74",371
"75",378
"76",382
"77",387
"78",388
"79",388
"80",389
"81",394
"82",399
"83",404
"84",404
"85",405
"86",405
"87",407
"88",408
"89",410
"90",410
"91",411
"92",412
"93",421
"94",433
"95",436
"96",437
"97",441
"98",441
"99",444
"100",448
"101",449
"102",449
"103",450
"104",456
"105",456
"106",456
"107",458
"108",461
"109",461
"110",466
"111",467
"112",469
"113",473
"114",473
"115",478
"116",478
"117",481
"118",482
"119",483
"120",483
"121",486
"122",487
"123",489
"124",489
"125",494
"126",494
"127",494
"128",495
"129",497
"130",501
"131",505
"132",508
"133",509
"134",515
"135",520
"136",524
"137",526
"138",526
"139",527
"140",528
"141",528
"142",530
"143",530
"144",535
"145",536
"146",537
"147",538
"148",539
"149",541
"150",542
"151",543
"152",544
"153",545
"154",547
"155",548
"156",548
"157",548
"158",549
"159",550
"160",550
"161",550
"162",551
"163",554
"164",558
"165",559
"166",560
"167",562
"168",564
"169",566
"170",567
"171",567
"172",567
"173",568
"174",569
"175",570
"176",571
"177",578
"178",580
"179",581
"180",584
"181",587
"182",587
"183",587
"184",587
"185",588
"186",589
"187",589
"188",589
"189",594
"190",596
"191",599
"192",600
"193",605
"194",608
"195",610
"196",616
"197",617
"198",621
"199",623
"200",623
"201",627
"202",628
"203",629
"204",631
"205",632
"206",636
"207",638
"208",639
"209",640
"210",642
"211",643
"212",647
"213",648
"214",650
"215",651
"216",652
"217",653
"218",653
"219",654
"220",656
"221",657
"222",658
"223",668
"224",671
"225",673
"226",677
"227",679
"228",679
"229",680
"230",684
"231",684
"232",686
"233",687
"234",688
"235",689
"236",690
"237",693
"238",695
"239",697
"240",697
"241",698
"242",700
"243",702
"244",706
"245",711
"246",714
"247",716
"248",717
"249",719
"250",720
"251",724
"252",724
"253",727
"254",729
"255",730
"256",737
"257",745
"258",746
"259",747
"260",747
"261",747
"262",748
"263",748
"264",750
"265",754
"266",758
"267",758
"268",759
"269",759
"270",763
"271",763
"272",764
"273",774
"274",775
"275",777
"276",780
"277",780
"278",782
"279",784
"280",785
"281",790
"282",794
"283",795
"284",799
"285",800
"286",802
"287",804
"288",804
"289",805
"290",806
"291",810
"292",811
"293",814
"294",814
"295",820
"296",822
"297",823
"298",823
"299",823
"300",824
"301",824
"302",827
"303",828
"304",833
"305",836
"306",840
"307",841
"308",841
"309",846
"310",847
"311",847
"312",854
"313",866
"314",870
"315",870
"316",873
"317",873
"318",873
"319",874
"320",876
"321",877
"322",879
"323",881
"324",881
"325",882
"326",882
"327",890
"328",891
"329",892
"330",893
"331",893
"332",895
"333",896
"334",899
"335",902
"336",907
"337",910
"338",911
"339",911
"340",913
"341",914
"342",914
"343",916
"344",917
"345",922
"346",930
"347",940
"348",940
"349",941
"350",942
"351",946
"352",947
"353",952
"354",953
"355",955
"356",955
"357",957
"358",963
"359",965
"360",967
"361",970
"362",972
"363",975
"364",975
"365",978
"366",983
"367",984
"368",984
"369",987
"370",995
"371",995
"372",1000
"373",1004
"374",1005
"375",1010
"376",1013
"377",1013
"378",1017
"379",1020
"380",1025
"381",1026
"382",1027
"383",1028
"384",1029
"385",1030
"386",1030
"387",1037
"388",1038
"389",1045
"390",1051
"391",1054
"392",1056
"393",1056
"394",1061
"395",1065
"396",1067
"397",1068
"398",1069
"399",1072
"400",1073
"401",1074
"402",1076
"403",1076
"404",1079
"405",1080
"406",1080
"407",1081
"408",1081
"409",1084
"410",1087
"411",1087
"412",1090
"413",1091
"414",1094
"415",1099
"416",1101
"417",1103
"418",1105
"419",1105
"420",1106
"421",1106
"422",1107
"423",1110
"424",1110
"425",1111
"426",1111
"427",1114
"428",1119
"429",1127
"430",1128
"431",1129
"432",1130
"433",1131
"434",1132
"435",1133
"436",1133
"437",1135
"438",1139
"439",1144
"440",1144
"441",1144
"442",1148
"443",1152
"444",1158
"445",1161
"446",1162
"447",1165
"448",1166
"449",1173
"450",1175
"451",1175
"452",1176
"453",1177
"454",1177
"455",1179
"456",1179
"457",1184
"458",1187
"459",1199
"460",1209
"461",1227
"462",1238
"463",1245
"464",1248
"465",1277
"466",1281
"467",1284
"468",1288
"469",1300
"470",1305
"471",1315
"472",1318
"473",1319
"474",1319
"475",1336
"476",1343
"477",1348
"478",1348
"479",1378
"480",1384
"481",1387
"482",1413
"483",1415
"484",1422
"485",1432
"486",1453
"487",1457
"488",1463
"489",1486
"490",1487
"491",1511
"492",1516
"493",1517
"494",1527
"495",1542
"496",1552
"497",1554
"498",1566
"499",1583
"500",1597
"501",1597
"502",1602
"503",1608
"504",1648
"505",1670
"506",1671
"507",1673
