"","V1","V2"
"1",0.12533286,0
"2",0.028874268,0
"3",0.063461772,0
"4",0.22671922,1
"5",-0.21426695,0
"6",0.20285367,0
"7",0.16307007,0
"8",0.044576711,0
"9",-0.32004288,1
"10",0.50415113,0
"11",-0.23378662,0
"12",-0.098017371,0
"13",-0.084630738,0
"14",0.015684012,1
"15",-0.034409159,0
"16",-0.060019766,0
"17",0.058845114,0
"18",-0.11381741,0
"19",0.07111826,1
"20",-0.18494858,0
"21",-0.23161388,0
"22",-0.41518445,0
"23",-0.1118114,0
"24",-0.15872893,1
"25",-0.15172886,0
"26",-0.28214838,0
"27",-0.22096176,0
"28",-0.028998565,0
"29",-0.16657024,1
"30",0.14475309,0
"31",-0.44695983,0
"32",-0.15385684,0
"33",0.37519467,0
"34",0.25476431,1
"35",0.90773184,0
"36",-1.3428085,0
"37",0.59497405,0
"38",-1.0008502,0
"39",0.47749075,1
"40",0.35887564,0
"41",-0.17128037,0
"42",-0.26294254,0
"43",-1.0645585,0
"44",-0.12831676,1
"45",-0.71015654,0
"46",-0.83077487,0
"47",0.18235792,0
"48",-0.23850088,0
"49",0.48550827,1
"50",-0.019511971,0
"51",-0.48343942,0
"52",0.19273652,0
"53",0.31021804,0
"54",0.55211979,1
"55",-0.32646765,0
"56",0.11806431,0
"57",-0.40383002,0
"58",-0.36056214,0
"59",-0.14807346,1
"60",-0.3671111,0
"61",0.39471258,0
"62",-0.66563837,0
"63",0.00023669811,0
"64",-0.34414368,1
"65",0.29264842,0
"66",0.26996162,0
"67",0.061295132,0
"68",-0.097898501,0
"69",0.05479321,1
"70",0.34217414,0
"71",-0.021377494,0
"72",-0.18664832,0
"73",-0.073771376,0
"74",0.15649133,1
"75",-0.10756813,0
"76",0.15809097,0
"77",0.11685817,0
"78",0.70424822,1
"79",-0.032410086,0
"80",0.099593918,0
"81",-0.1258643,0
"82",0.28750859,1
"83",0.55526249,1
"84",0.16035716,0
"85",0.037636347,0
"86",0.99289668,1
"87",-0.59502353,0
"88",0.34458857,0
"89",-0.51398545,0
"90",-0.097358688,1
"91",-0.27608475,0
"92",0.045422736,0
"93",0.53248155,0
"94",0.25038678,0
"95",0.020437057,1
"96",-0.88803935,0
"97",-0.44555314,0
"98",0.03269032,0
"99",-0.67453815,0
"100",0.21905975,1
"101",-0.052402043,0
"102",-0.48691452,1
"103",-0.38949084,1
"104",-0.19647625,0
"105",0.19974889,0
"106",0.2791193,0
"107",0.066852638,0
"108",0.092622831,1
"109",0.0094754755,0
"110",-0.072675511,0
"111",0.24783998,0
"112",0.25318874,1
"113",0.42509829,0
"114",-0.20683847,0
"115",0.18728071,1
"116",-0.04814215,1
"117",-0.42451497,0
"118",-0.28349715,0
"119",-0.2084125,0
"120",0.14939652,0
"121",0.062254677,1
"122",-0.12035567,0
"123",-0.10225692,0
"124",-0.13658221,0
"125",-0.54083995,0
"126",-0.26526508,1
"127",-0.81430322,0
"128",0.59191109,0
"129",0.35709797,0
"130",0.24574713,0
"131",-0.1981661,1
"132",0.92156417,0
"133",-0.30971633,0
"134",0.31287732,0
"135",0.34348245,0
"136",0.20491882,1
"137",0.32197795,0
"138",-0.039548166,0
"139",-0.14936658,0
"140",-0.66260774,0
"141",0.55406147,1
"142",-0.13949821,0
"143",0.31055931,0
"144",0.13130508,0
"145",0.16762258,0
"146",0.037975184,1
"147",0.13911912,0
"148",-0.070004927,0
"149",-0.02323676,0
"150",-0.35917118,0
"151",0.43766322,1
"152",0.02210069,0
"153",-0.24978662,0
"154",-0.38139904,0
"155",-0.11131912,0
"156",0.10435283,1
"157",-0.030957727,0
"158",0.051483363,0
"159",-0.90032885,0
"160",0.14673118,0
"161",0.63034427,1
"162",-0.26300222,0
"163",0.27610261,0
"164",-0.031949462,0
"165",0.18958905,1
"166",-0.21857975,0
"167",-0.037664378,0
"168",0.096106579,0
"169",0.25370134,0
"170",0.27992645,1
"171",0.72172607,0
"172",-0.1350748,0
"173",0.49291158,0
"174",-0.14784016,0
"175",-0.19642314,1
"176",-1.2518038,0
"177",1.0256249,0
"178",-0.0074590955,0
"179",0.50596102,0
"180",-1.8154856,1
"181",0.2936402,0
"182",0.074301129,0
"183",-0.48561912,0
"184",0.13978382,0
"185",-1.053173,1
"186",1.0590836,0
"187",-0.11778238,0
"188",-0.0062380841,0
"189",0.027523959,0
"190",-0.02360152,1
"191",0.3979064,0
"192",0.21781026,0
"193",0.32801227,0
"194",-0.021469681,0
"195",-0.047730438,1
"196",-0.7004222,0
"197",-0.90461117,0
"198",-1.0251354,0
"199",-0.84324901,0
"200",0.21232275,1
"201",0.13562663,0
"202",-0.13014892,0
"203",0.6018916,0
"204",-0.0051007308,0
"205",-0.056676138,1
"206",-0.28432785,0
"207",-0.10100292,0
"208",-0.0055319758,0
"209",0.10342352,0
"210",0.24184819,1
"211",0.44313083,0
"212",-0.11905695,0
"213",0.58135731,0
"214",-0.1985493,0
"215",0.21770468,1
"216",0.16589777,0
"217",-0.0070445742,0
"218",0.073999718,0
"219",-0.30757702,0
"220",-0.0066470109,1
"221",0.10480587,0
"222",-1.2658492,1
"223",-0.030191892,0
"224",-0.24020397,1
"225",0.19294544,0
"226",-0.16353336,0
"227",0.48917481,0
"228",0.4180829,0
"229",-0.007525896,1
"230",0.039751588,0
"231",0.056437334,0
"232",-0.37236851,0
"233",-0.062710039,0
"234",0.54271194,1
"235",-0.27829445,0
"236",-0.33819936,0
"237",-0.074701326,0
"238",0.10756666,0
"239",-0.27550824,1
"240",-0.92766082,0
"241",-0.32863123,0
"242",-0.6084544,0
"243",0.87652858,0
"244",0.46547359,1
"245",-0.34009246,0
"246",-0.46073353,1
"247",-0.27015917,1
"248",0.18729968,0
"249",0.2220803,0
"250",-0.35339659,1
"251",-0.18319406,0
"252",-0.32639358,0
"253",-0.55111959,0
"254",-1.343161,0
"255",0.62530584,1
"256",-0.16217172,0
"257",0.15228299,0
"258",-0.14260974,0
"259",-0.17891745,0
"260",0.28486439,1
"261",-0.050367568,0
"262",-0.44081115,0
"263",-0.56667822,0
"264",0.24076223,0
"265",-0.65189912,1
"266",0.58480435,0
"267",0.67475641,0
"268",0.33303209,0
"269",0.17802735,0
"270",-0.13649653,1
"271",0.16002621,0
"272",0.16283967,0
"273",0.35545642,0
"274",0.68151113,0
"275",-0.70023986,1
"276",-0.22446116,0
"277",-0.20859957,0
"278",0.13236778,0
"279",0.49154413,0
"280",0.26759551,1
"281",0.03932248,0
"282",0.45827136,0
"283",0.19287509,0
"284",0.20304328,0
"285",0.1641125,1
"286",-0.92131726,0
"287",-0.13317751,0
"288",0.2259888,0
"289",-0.53207249,0
"290",0.2167361,1
"291",0.45151176,0
"292",-0.045710267,0
"293",-0.093851827,0
"294",0.38738578,0
"295",-0.21646232,1
"296",0.088515138,0
"297",0.29223965,0
"298",0.26458006,0
"299",0.16060929,0
"300",0.93261382,1
"301",1.4946375,0
"302",0.032978508,0
"303",0.23879778,0
"304",0.519407,0
"305",0.26120297,1
"306",0.23934562,0
"307",0.85129471,0
"308",0.15401273,0
"309",0.27964581,0
"310",-0.98608742,1
"311",-0.0059880831,0
"312",0.051574667,0
"313",-0.064960357,0
"314",-0.15321458,1
"315",0.0085730892,0
"316",0.64139838,0
"317",0.40786613,0
"318",0.54558904,1
"319",-0.069788164,0
"320",0.39212621,0
"321",-0.49041764,0
"322",-0.14896454,0
"323",-0.25846733,1
"324",0.48815674,0
"325",-0.055935513,0
"326",-1.9070378,0
"327",-0.21184585,0
"328",1.3463268,1
"329",0.48499478,0
"330",-0.045734526,1
"331",0.5388841,0
"332",-0.4190958,1
"333",0.27329932,0
"334",-0.16997725,0
"335",0.039862743,0
"336",-0.041088507,1
"337",0.53414967,0
"338",0.32652019,0
"339",0.093751313,1
"340",0.35299225,1
"341",-0.10054662,0
"342",0.023410177,0
"343",-0.2678267,0
"344",0.25222108,0
"345",-0.016463496,1
"346",0.11239659,0
"347",0.63464816,0
"348",0.16579762,0
"349",0.10420486,1
"350",-0.66647361,0
"351",-0.74625531,0
"352",0.40780749,1
"353",0.15717657,1
"354",-0.12037339,0
"355",-0.11027385,0
"356",0.46981478,0
"357",0.52004486,0
"358",-0.47312311,1
"359",0.68861017,0
"360",-0.038540308,0
"361",-0.26951423,0
"362",0.48909531,1
"363",-0.2477312,0
"364",0.0037198511,0
"365",0.52241194,0
"366",0.064516278,0
"367",0.4735131,1
"368",-0.2535622,0
"369",-0.10742854,0
"370",0.67132555,0
"371",0.11714174,0
"372",0.024832182,1
"373",0.32207186,0
"374",1.6849669,0
"375",-1.3436495,0
"376",-0.40886088,0
"377",-0.08509519,1
"378",-0.0084144287,0
"379",0.59894282,0
"380",-0.33371047,0
"381",0.24906791,0
"382",-0.1332837,1
"383",0.25378924,0
"384",0.14402931,0
"385",0.016531327,0
"386",0.29185102,0
"387",-0.43120963,1
"388",0.11683753,0
"389",-1.3595708,0
"390",-1.7589044,0
"391",-1.4326087,0
"392",0.33464804,1
"393",-0.73772964,0
"394",-0.72384239,0
"395",0.87126265,0
"396",-0.21169256,0
"397",0.4544557,1
"398",0.49993864,0
"399",-0.36718881,0
"400",-0.06081884,0
"401",0.22378474,0
"402",-0.12430518,1
"403",0.061008236,0
"404",-0.079458838,0
"405",-0.10678811,0
"406",0.16162075,0
"407",0.27872245,1
"408",0.20060801,0
"409",0.26898498,0
"410",-0.017983232,0
"411",0.59522095,1
"412",-0.23409022,0
"413",0.059156279,0
"414",-0.11826911,0
"415",-0.45852609,0
"416",-0.99920152,1
"417",0.19193986,0
"418",0.49430203,0
"419",-0.46372433,0
"420",1.1057194,0
"421",-0.63475316,1
"422",-0.23604428,0
"423",0.24508451,0
"424",0.31766867,0
"425",0.40506468,0
"426",-0.14969537,1
"427",-0.32919562,0
"428",-0.34426836,0
"429",-1.1440054,0
"430",-1.9092993,0
"431",-0.42737628,1
"432",0.60906904,0
"433",-0.42082868,0
"434",-0.026268614,0
"435",-0.28416137,0
"436",0.12092831,1
"437",0.041016137,0
"438",0.12954534,0
"439",0.095257082,0
"440",0.12730118,0
"441",-0.039726847,1
"442",0.16402311,0
"443",0.67780518,0
"444",-0.33423197,0
"445",-0.48067947,0
"446",0.4294587,1
"447",0.45226801,0
"448",-0.14398851,0
"449",0.19773892,0
"450",-0.64636126,0
"451",-0.044869148,1
"452",0.27324035,0
"453",0.061495029,0
"454",0.0076432147,0
"455",-0.69468109,0
"456",-0.22198843,1
"457",0.11811466,0
"458",-0.17501011,0
"459",-0.55329332,0
"460",-0.10798383,0
"461",0.43166782,1
"462",-0.57357819,0
"463",0.014397862,0
"464",0.42269456,0
"465",0.007579989,0
"466",0.16899445,1
"467",-0.17710482,0
"468",0.54119,1
"469",-0.22899428,0
"470",0.56389417,1
"471",-0.3425193,0
"472",-0.040724583,0
"473",-0.36356199,0
"474",-0.17636623,0
"475",0.75445794,1
"476",-0.1104355,0
"477",-0.095986988,0
"478",-0.36717822,0
"479",-0.14356457,0
"480",-0.76488762,1
"481",-1.0011545,0
"482",-0.48012968,0
"483",-0.62893075,0
"484",0.28917272,0
"485",-0.16165925,1
"486",-0.39231648,0
"487",-0.83581567,0
"488",-0.015994723,0
"489",0.071540648,0
"490",0.066618327,1
"491",-0.55376222,1
"492",-0.68583902,1
"493",0.40005364,0
"494",-0.15954682,1
"495",0.1648014,0
"496",-0.25098135,1
"497",-0.72594741,0
"498",0.25616352,0
"499",0.80132813,0
"500",0.36196096,0
"501",-0.34458284,1
"502",-0.041168198,0
"503",-0.17288137,0
"504",-0.3881067,0
"505",0.11872497,0
"506",-0.35898033,1
"507",-1.5387543,0
"508",-0.30269375,0
"509",-1.718102,0
"510",-0.66032992,0
"511",-1.9329369,1
"512",2.2026371,0
"513",-1.7583441,0
"514",0.69985611,0
"515",0.53450404,0
"516",-1.6593104,1
"517",-0.41727876,0
"518",1.0677418,0
"519",0.81076422,1
"520",-0.29574525,1
"521",-0.32125173,0
"522",-0.0048055467,0
"523",-0.54689039,0
"524",0.48332433,0
"525",-0.56965677,1
"526",1.097312,0
"527",-0.62880162,0
"528",0.61026222,0
"529",-0.55334815,0
"530",-0.037946383,1
"531",0.57325635,0
"532",-0.71948202,0
"533",-1.4446255,0
"534",-0.96816642,0
"535",-2.0483947,1
"536",0.12087677,0
"537",1.9243456,0
"538",0.20077025,0
"539",-0.49447095,0
"540",1.2299179,1
"541",0.57561504,0
"542",1.3869931,0
"543",-0.9984731,0
"544",-0.22302539,0
"545",-1.096743,1
"546",0.50902904,0
"547",1.3838942,0
"548",0.71691132,0
"549",0.32280702,0
"550",1.3937403,1
"551",-0.88734166,0
"552",1.3238045,0
"553",0.163,0
"554",-0.63642291,1
"555",1.7141776,0
"556",0.15784907,0
"557",-0.77420774,0
"558",0.96990963,1
"559",-1.1084828,0
"560",-1.6232632,0
"561",0.33949956,0
"562",-0.18081869,0
"563",0.47636405,1
"564",0.77001192,0
"565",-1.5517049,0
"566",-0.34273526,0
"567",-0.15067097,0
"568",-1.2602072,1
"569",-0.17943211,0
"570",-0.011392951,0
"571",1.2194488,0
"572",0.25900688,0
"573",-0.64311581,1
"574",0.21876329,0
"575",0.47883925,0
"576",-0.52370434,1
"577",1.1767838,1
"578",-0.38241937,0
"579",-0.85649642,1
"580",0.055534681,1
"581",0.041070973,0
"582",0.23530043,0
"583",0.076188535,0
"584",-0.037089999,0
"585",0.50186514,1
"586",0.47294481,0
"587",0.10274784,0
"588",-0.26276652,0
"589",0.64260425,1
"590",-0.032101018,0
"591",0.20490306,1
"592",0.10530712,1
"593",-0.80700537,0
"594",-0.73889499,0
"595",-0.66181704,0
"596",0.22488261,0
"597",-0.51669418,1
"598",0.30226881,0
"599",0.74538857,0
"600",-0.16880884,0
"601",-0.33264876,0
"602",-0.4603301,1
"603",0.26866375,1
"604",0.010712208,0
"605",0.2871804,0
"606",0.24729437,1
"607",-0.24476544,0
"608",-0.16381965,0
"609",-0.080000278,0
"610",0.27519617,0
"611",-0.13101542,1
"612",-0.013307922,0
"613",0.13198281,0
"614",-0.37508672,0
"615",0.034884745,0
"616",-0.43818568,1
"617",-0.16231046,0
"618",-0.15435406,0
"619",-0.63156226,0
"620",-0.18274882,0
"621",-1.6952278,1
"622",-0.61964325,0
"623",0.62264652,0
"624",-0.034002152,0
"625",-0.91524781,0
"626",-1.0359952,1
"627",-0.34795673,0
"628",-0.10914503,0
"629",0.33944617,0
"630",0.55111706,0
"631",-1.60157,1
"632",-0.29160142,0
"633",0.87921002,0
"634",-1.461001,0
"635",-0.48737002,0
"636",-1.3664948,1
"637",1.8575414,0
"638",-1.0915738,0
"639",-1.2350623,0
"640",0.39245497,0
"641",-0.81162188,1
"642",1.3047342,0
"643",0.0012476037,0
"644",-0.23148225,0
"645",0.69814297,0
"646",-0.30384023,1
"647",0.29896194,0
"648",-0.26358674,0
"649",-0.25075479,0
"650",-0.53272681,0
"651",-0.89015142,1
"652",0.59069267,0
"653",-0.4585285,0
"654",-0.068603333,0
"655",-0.42340313,1
"656",0.16754892,0
"657",0.66913821,0
"658",-0.061216839,0
"659",0.13441918,0
"660",0.88497777,1
"661",-0.12732795,0
"662",-0.85573794,0
"663",0.5475975,0
"664",-0.089839458,0
"665",-0.56553501,1
"666",-0.34417791,0
"667",-0.99738312,0
"668",-1.290217,0
"669",-0.53361413,0
"670",0.47903396,1
"671",-0.21589748,0
"672",0.10432799,0
"673",0.17767167,0
"674",-1.0653125,0
"675",-0.52623921,1
"676",0.46109702,0
"677",0.059819027,0
"678",-0.97329045,0
"679",-0.34816101,0
"680",-0.74341747,1
"681",0.66205626,0
"682",-1.2917921,0
"683",0.2821141,0
"684",-0.0049101225,0
"685",-0.81869976,1
"686",-0.23248206,0
"687",0.3616783,0
"688",-0.099500748,0
"689",-0.6318712,0
"690",0.28027146,1
"691",1.0543197,0
"692",-0.53084055,0
"693",-0.083880528,0
"694",0.7381406,0
"695",0.11025417,1
"696",0.46354469,0
"697",-0.43143869,0
"698",-0.7983976,0
"699",1.7476059,0
"700",1.3154533,1
"701",-0.84222354,0
"702",0.69122102,0
"703",0.77651286,0
"704",-0.3002595,0
"705",0.19183025,1
"706",-0.67460426,0
"707",-1.2870509,0
"708",-0.5978714,0
"709",-0.063388354,0
"710",0.04470964,1
"711",0.0012283533,0
"712",-1.3163588,1
"713",0.50308691,0
"714",0.4710638,1
"715",-0.63363614,0
"716",-0.087145886,0
"717",-0.089512682,0
"718",0.0055073884,0
"719",-0.92718181,1
"720",0.34148231,0
"721",0.45297612,0
"722",-0.22102676,0
"723",0.69936656,0
"724",0.19758564,1
"725",0.18072822,0
"726",0.60457093,0
"727",-0.46912012,0
"728",0.68049731,0
"729",0.11892151,1
"730",0.44086759,0
"731",-0.62223043,0
"732",-0.2922764,0
"733",0.029765364,0
"734",-0.50794517,1
"735",-0.67079355,0
"736",0.0081113296,1
"737",0.68030821,0
"738",0.036995574,0
"739",-0.010183923,1
"740",-0.60026783,1
"741",-0.29804433,0
"742",-0.084147566,0
"743",0.068308701,0
"744",-0.074882007,0
"745",-0.21140379,1
"746",-0.88675097,0
"747",-0.83812093,0
"748",-0.68921489,0
"749",0.74261247,0
"750",-0.036874431,1
"751",0.34567052,0
"752",0.79410049,0
"753",-0.65703985,0
"754",-0.80709885,0
"755",0.45163277,1
"756",-0.13729525,0
"757",-1.2951011,0
"758",0.083333584,0
"759",0.74277869,0
"760",-0.23966777,1
"761",-0.58020607,0
"762",0.57105798,0
"763",0.81154921,0
"764",0.75399912,0
"765",0.16360697,1
"766",-1.2954205,0
"767",-0.093363883,0
"768",-0.34169478,0
"769",0.65028276,0
"770",-0.24425735,1
"771",0.026419667,0
"772",0.90029371,0
"773",0.58941799,0
"774",-0.45206348,0
"775",0.33599714,1
"776",0.91952956,0
"777",-0.92667427,0
"778",-0.13337503,0
"779",0.55422496,0
"780",0.77784021,1
"781",0.72317738,0
"782",0.014539793,0
"783",1.1227268,0
"784",0.41392541,0
"785",1.3644026,1
"786",-0.088415105,0
"787",0.63956417,0
"788",-0.62931381,0
"789",-0.69214478,0
"790",-0.58833889,1
"791",0.41963453,0
"792",1.0271964,0
"793",-0.53996264,0
"794",-0.33171847,0
"795",0.54121173,1
"796",-0.16252216,0
"797",0.16041167,0
"798",-0.21041771,0
"799",-0.27803932,0
"800",-0.58370525,1
"801",-0.43967229,0
"802",0.61271096,0
"803",-0.20114344,0
"804",0.4938504,0
"805",1.1261192,1
"806",-0.19270744,0
"807",0.41425353,0
"808",-0.073993775,0
"809",-0.63182457,0
"810",-0.073432725,1
"811",-0.091181348,0
"812",0.30193471,0
"813",0.3390415,0
"814",0.090391801,1
"815",0.21350008,0
"816",0.086042818,0
"817",-0.25529051,0
"818",0.21470276,1
"819",0.3132828,0
"820",0.0072310504,0
"821",-0.046784534,0
"822",0.020965925,1
"823",0.41403294,0
"824",-0.14484652,0
"825",0.44706223,0
"826",0.0096852417,1
"827",-0.67257436,0
"828",0.56419759,0
"829",0.083279051,0
"830",-0.17007518,0
"831",-0.046175713,1
"832",0.12442409,0
"833",-0.18564846,0
"834",0.023746171,0
"835",-0.16013772,0
"836",-0.64787915,1
"837",-0.65140718,0
"838",0.54903867,1
"839",0.51572664,1
"840",-0.057794622,0
"841",-0.41813526,0
"842",-0.26436501,0
"843",0.098072094,0
"844",0.26229894,1
"845",0.49339321,0
"846",0.073888517,0
"847",0.20941524,0
"848",-0.070597231,1
"849",-0.036615233,0
"850",-0.49486452,1
"851",-0.74352548,1
"852",-0.51577877,0
"853",0.60112042,0
"854",0.0044242136,0
"855",-0.13617491,0
"856",-0.75127414,1
"857",0.70197861,0
"858",0.36402374,0
"859",0.15725591,0
"860",0.044274715,0
"861",0.16877189,1
"862",0.3574779,0
"863",0.12362632,0
"864",-0.33709888,0
"865",0.04739215,0
"866",0.15581193,1
"867",-0.061993794,0
"868",0.2359238,0
"869",0.19538369,0
"870",0.2248321,0
"871",-0.30750587,1
"872",-0.23760047,0
"873",-0.38581686,0
"874",0.19850766,0
"875",0.022313199,0
"876",-0.38802796,1
"877",0.2213977,0
"878",-0.030165454,0
"879",0.010571483,0
"880",-0.43827109,0
"881",0.27111745,1
"882",-0.23390655,0
"883",0.31985407,0
"884",-0.13068953,0
"885",-0.10620222,0
"886",0.14374604,1
"887",0.2385407,0
"888",0.31337625,0
"889",0.2360767,0
"890",-0.08976992,0
"891",-0.085530431,1
"892",-0.27244384,0
"893",-0.1492035,0
"894",-0.074956447,0
"895",-0.14611695,0
"896",0.1844653,1
"897",-0.38403565,0
"898",-0.35188235,0
"899",0.20535028,0
"900",0.22099135,0
"901",0.19580603,1
"902",0.36161745,0
"903",-0.099198534,0
"904",-0.05615166,0
"905",0.094576855,1
"906",-0.075961413,0
"907",0.09133093,0
"908",-0.19519084,0
"909",0.22265535,0
"910",0.047650457,1
"911",0.1226487,0
"912",0.024470732,0
"913",0.24450283,0
"914",0.16022187,0
"915",0.0043173099,1
"916",-0.095831484,0
"917",0.018083739,0
"918",-0.58211332,0
"919",0.28678745,0
"920",0.39887589,1
"921",-0.018172794,0
"922",0.073354242,0
"923",-0.13468094,0
"924",-0.11052771,0
"925",0.16453441,1
"926",0.017492364,0
"927",-0.066471465,0
"928",0.02941534,0
"929",-0.054941197,0
"930",0.1527105,1
"931",0.0073522032,0
"932",0.082793128,0
"933",-0.062715328,0
"934",-0.059153636,0
"935",-0.31996178,1
"936",0.22293325,0
"937",-0.1638774,0
"938",0.38306449,0
"939",-0.16913126,0
"940",0.089965171,1
"941",-0.067427266,0
"942",0.040429396,0
"943",-0.30312323,0
