"","time","aami3a"
"1",0,0.185
"2",0.00138888888888889,0.185
"3",0.00277777777777778,0.169
"4",0.00416666666666667,0.185
"5",0.00555555555555556,0.185
"6",0.00694444444444444,0.185
"7",0.00833333333333333,0.185
"8",0.00972222222222222,0.185
"9",0.0111111111111111,0.185
"10",0.0125,0.2
"11",0.0138888888888889,0.2
"12",0.0152777777777778,0.192
"13",0.0166666666666667,0.2
"14",0.0180555555555556,0.192
"15",0.0194444444444444,0.192
"16",0.0208333333333333,0.208
"17",0.0222222222222222,0.215
"18",0.0236111111111111,0.208
"19",0.025,0.215
"20",0.0263888888888889,0.215
"21",0.0277777777777778,0.2
"22",0.0291666666666667,0.208
"23",0.0305555555555556,0.208
"24",0.0319444444444444,0.208
"25",0.0333333333333333,0.208
"26",0.0347222222222222,0.2
"27",0.0361111111111111,0.192
"28",0.0375,0.192
"29",0.0388888888888889,0.208
"30",0.0402777777777778,0.208
"31",0.0416666666666667,0.192
"32",0.0430555555555556,0.215
"33",0.0444444444444444,0.223
"34",0.0458333333333333,0.223
"35",0.0472222222222222,0.223
"36",0.0486111111111111,0.223
"37",0.05,0.231
"38",0.0513888888888889,0.231
"39",0.0527777777777778,0.223
"40",0.0541666666666667,0.231
"41",0.0555555555555556,0.231
"42",0.0569444444444444,0.231
"43",0.0583333333333333,0.223
"44",0.0597222222222222,0.231
"45",0.0611111111111111,0.215
"46",0.0625,0.223
"47",0.0638888888888889,0.231
"48",0.0652777777777778,0.223
"49",0.0666666666666667,0.223
"50",0.0680555555555556,0.223
"51",0.0694444444444444,0.223
"52",0.0708333333333333,0.223
"53",0.0722222222222222,0.223
"54",0.0736111111111111,0.215
"55",0.075,0.215
"56",0.0763888888888889,0.215
"57",0.0777777777777778,0.223
"58",0.0791666666666667,0.223
"59",0.0805555555555556,0.215
"60",0.0819444444444444,0.215
"61",0.0833333333333333,0.208
"62",0.0847222222222222,0.208
"63",0.0861111111111111,0.223
"64",0.0875,0.215
"65",0.0888888888888889,0.208
"66",0.0902777777777778,0.223
"67",0.0916666666666667,0.215
"68",0.0930555555555556,0.208
"69",0.0944444444444444,0.223
"70",0.0958333333333333,0.223
"71",0.0972222222222222,0.215
"72",0.0986111111111111,0.208
"73",0.1,0.223
"74",0.101388888888889,0.223
"75",0.102777777777778,0.215
"76",0.104166666666667,0.223
"77",0.105555555555556,0.215
"78",0.106944444444444,0.208
"79",0.108333333333333,0.215
"80",0.109722222222222,0.223
"81",0.111111111111111,0.223
"82",0.1125,0.215
"83",0.113888888888889,0.223
"84",0.115277777777778,0.223
"85",0.116666666666667,0.223
"86",0.118055555555556,0.223
"87",0.119444444444444,0.215
"88",0.120833333333333,0.231
"89",0.122222222222222,0.223
"90",0.123611111111111,0.231
"91",0.125,0.223
"92",0.126388888888889,0.231
"93",0.127777777777778,0.231
"94",0.129166666666667,0.223
"95",0.130555555555556,0.223
"96",0.131944444444444,0.238
"97",0.133333333333333,0.246
"98",0.134722222222222,0.231
