"","x"
"1",2.7351
"2",2.934
"3",3.1995
"4",2.8919
"5",2.7688
"6",2.6458
"7",2.7688
"8",2.8919
"9",2.8919
"10",2.9226
"11",2.8611
"12",2.6458
"13",2.7381
"14",2.7688
"15",2.3073
"16",2.3704
"17",2.2797
"18",2.5501
"19",2.4679
"20",2.283
"21",2.391
"22",2.5374
"23",2.4154
"24",2.4154
"25",2.5374
"26",2.391
"27",2.391
"28",2.3178
"29",2.3178
"30",2.2934
"31",2.4642
"32",2.5374
"33",2.6594
"34",2.635
"35",2.9788
"36",3.0719
"37",2.712
"38",2.4008
"39",2.4388
"40",2.1392
"41",2.2575
"42",1.9579
"43",1.6036
"44",2.3256
"45",2.6852
"46",2.9025
"47",2.4808
"48",2.5111
"49",2.4203
"50",2.4203
"51",2.8741
"52",2.7834
"53",3.3279
"54",2.9044
"55",2.027
"56",2.0573
"57",2.148
"58",1.4824
"59",1.6942
"60",1.5127
"61",1.7245
"62",1.6942
"63",2.6321
"64",3.6326
"65",3.8663
"66",3.5387
"67",3.665
"68",3.722
"69",4.1234
"70",4.195
"71",4.4286
"72",4.7498
"73",5.0731
"74",4.4265
"75",4.5508
"76",4.3643
"77",3.581
"78",3.2453
"79",3.4442
"80",4.9239
"81",5.844
"82",6.0181
"83",5.844
"84",5.3466
"85",4.3395
"86",5.2
"87",5.64
"88",5.27
"89",5.14
"90",5.32
"91",4.6
"92",5.41
"93",5.51
"94",4.41
"95",4.3
"96",4.32
"97",4.22
"98",4.75
"99",5.65
"100",6.02
"101",6.87
"102",7.95
"103",8.05
"104",6.57
"105",8.25
"106",9.54
"107",9.84
"108",6.57
"109",9.03
"110",10.3
"111",9.05
"112",9.11
"113",9.38
"114",8.04
"115",7.35
"116",9.48
"117",9.8
"118",6.8
"119",7.9176
"120",9.0235
"121",6.8118
"122",7.3176
"123",8.8471
"124",8.7176
"125",10.3529
"126",12.76
"127",13.49
"128",17.66
"129",24.35
"130",21.45
"131",15.34
"132",8.1234
"133",6.8892
"134",10.1008
"135",9.4962
"136",13.4383
"137",17.1788
"138",10.5416
"139",13.2116
"140",12.4937
"141",10.5793
"142",8.6902
"143",9.77
"144",11.67
"145",13.28
"146",17.36
"147",15.3023
"148",15.3023
"149",15.2015
"150",16.76
"151",20.41
"152",23.77
"153",26.578
"154",24.814
"155",35.987
"156",45.4786
"157",46.6751
"158",39.99
"159",55.21
"160",59.89
"161",58.11
"162",71.55
"163",63.1
"164",75.02
"165",84.75
"166",92.43
"167",80.33
"168",96.47
"169",103.86
"170",92.06
"171",92.15
"172",102.09
"173",118.05
"174",97.55
"175",68.56
"176",90.19
"177",107.46
"178",95.1
"179",96.11
"180",107.94
"181",135.76
"182",122.55
"183",140.64
"184",164.93
"185",167.24
"186",211.28
"187",242.17
"188",247.08
"189",277.7199
"190",353.3998
"191",330.2199
"192",417.09
"193",435.7099
"194",466.45
"195",459.27
"196",615.93
"197",740.74
"198",970.43
"199",1229.23
"200",1469.25
"201",1320.28
"202",1148.08
