"","Date","Treatment","Block","Plot","Agromy","Anthom","Callip","Chloro","Ephyd","Droso","Hybo","Musci","Phori","Sphaer","Total"
"1",2005-07-11 17:00:00,"A",1,"A1",0,0,0,0,0,0,0,0,7,0,7
"2",2005-07-11 17:00:00,"A",2,"A2",0,0,0,0,0,0,0,0,12,0,12
"3",2005-07-11 17:00:00,"A",3,"A3",0,0,0,0,0,0,0,0,6,0,6
"4",2005-07-11 17:00:00,"A",4,"A4",0,0,0,0,0,0,0,0,4,0,4
"5",2005-07-11 17:00:00,"A",5,"A5",0,0,0,1,0,0,0,0,1,0,2
"6",2005-07-11 17:00:00,"A",6,"A6",0,0,0,0,0,0,2,0,10,0,12
"7",2005-07-11 17:00:00,"A",7,"A7",1,0,0,0,0,0,0,0,12,0,13
"8",2005-07-11 17:00:00,"A",8,"A8",0,0,0,0,0,0,0,0,5,0,5
"9",2005-07-11 17:00:00,"B",1,"B1",0,0,0,0,0,0,0,0,3,0,3
"10",2005-07-11 17:00:00,"B",2,"B2",0,0,0,1,0,0,0,0,4,0,5
"11",2005-07-11 17:00:00,"B",3,"B3",0,0,0,1,0,0,0,0,2,0,3
"12",2005-07-11 17:00:00,"B",4,"B4",0,0,0,0,0,0,0,0,0,0,0
"13",2005-07-11 17:00:00,"B",5,"B5",0,0,0,0,0,0,0,0,2,0,2
"14",2005-07-11 17:00:00,"B",6,"B6",0,0,0,0,0,0,0,0,1,0,1
"15",2005-07-11 17:00:00,"B",7,"B7",0,0,0,1,0,0,0,0,4,0,5
"16",2005-07-11 17:00:00,"B",8,"B8",0,0,0,0,0,0,0,0,6,0,6
"17",2005-07-11 17:00:00,"Standard",1,"Standard1",0,0,0,0,0,0,0,0,6,1,7
"18",2005-07-11 17:00:00,"Standard",2,"Standard2",0,0,0,0,0,0,0,0,5,0,5
"19",2005-07-11 17:00:00,"Standard",3,"Standard3",0,0,0,0,0,0,0,0,5,0,5
"20",2005-07-11 17:00:00,"Standard",4,"Standard4",0,0,0,1,0,0,0,0,5,0,6
"21",2005-07-11 17:00:00,"Standard",5,"Standard5",0,2,0,1,0,0,0,0,6,0,9
"22",2005-07-11 17:00:00,"Standard",6,"Standard6",0,0,0,0,0,0,0,0,0,0,0
"23",2005-07-11 17:00:00,"Standard",7,"Standard7",0,0,0,0,0,0,0,0,1,0,1
"24",2005-07-11 17:00:00,"Standard",8,"Standard8",0,0,0,0,0,0,1,0,2,0,3
"25",2005-07-11 17:00:00,"Novum",1,"Novum1",0,0,0,0,0,0,0,0,14,0,14
"26",2005-07-11 17:00:00,"Novum",2,"Novum2",0,0,0,0,0,0,0,0,3,0,3
"27",2005-07-11 17:00:00,"Novum",3,"Novum3",0,0,0,0,0,0,0,0,3,0,3
"28",2005-07-11 17:00:00,"Novum",4,"Novum4",0,0,0,1,0,0,0,0,0,0,1
"29",2005-07-11 17:00:00,"Novum",5,"Novum5",0,0,0,0,0,0,0,0,14,0,14
"30",2005-07-11 17:00:00,"Novum",6,"Novum6",0,0,0,0,0,0,0,0,1,0,1
