"","x","y"
"1",181177.2,333711.5
"2",181006.3,333596.2
"3",180892.4,333423.1
"4",180778.5,333192.3
"5",180650,332930
"6",180530,332710
"7",180370,332470
"8",180265.8,332384.6
"9",180038,332290
"10",179810.1,332211.5
"11",179696.2,332190
"12",179582.3,332096.2
"13",179500,331980.8
"14",179480,331807.7
"15",179460,331590
"16",179400,331490
"17",179297.5,331346.2
"18",179183.5,331230.8
"19",179126.6,331173.1
"20",179126.6,331057.7
"21",179012.7,331000
"22",178841.8,330826.9
"23",178613.9,330538.5
"24",178500,330307.7
"25",178500,330076.9
"26",178557,329903.8
"27",178670.9,329788.5
"28",178841.8,329673.1
"29",179183.5,329615.4
"30",179525.3,329730.8
"31",179639.2,329846.2
"32",179810.1,330076.9
"33",179924.1,330192.3
"34",180151.9,330307.7
"35",180379.7,330250
"36",180550.6,330192.3
"37",180664.6,330076.9
