"","status","poison","logdose"
"1",1,"R",1.01
"2",1,"R",1.01
"3",1,"R",1.01
"4",1,"R",1.01
"5",1,"R",1.01
"6",1,"R",1.01
"7",1,"R",1.01
"8",1,"R",1.01
"9",1,"R",1.01
"10",1,"R",1.01
"11",1,"R",1.01
"12",1,"R",1.01
"13",1,"R",1.01
"14",1,"R",1.01
"15",1,"R",1.01
"16",1,"R",1.01
"17",1,"R",1.01
"18",1,"R",1.01
"19",1,"R",1.01
"20",1,"R",1.01
"21",1,"R",1.01
"22",1,"R",1.01
"23",1,"R",1.01
"24",1,"R",1.01
"25",1,"R",1.01
"26",1,"R",1.01
"27",1,"R",1.01
"28",1,"R",1.01
"29",1,"R",1.01
"30",1,"R",1.01
"31",1,"R",1.01
"32",1,"R",1.01
"33",1,"R",1.01
"34",1,"R",1.01
"35",1,"R",1.01
"36",1,"R",1.01
"37",1,"R",1.01
"38",1,"R",1.01
"39",1,"R",1.01
"40",1,"R",1.01
"41",1,"R",1.01
"42",1,"R",1.01
"43",1,"R",1.01
"44",1,"R",1.01
"45",0,"R",1.01
"46",0,"R",1.01
"47",0,"R",1.01
"48",0,"R",1.01
"49",0,"R",1.01
"50",0,"R",1.01
"51",1,"R",0.89
"52",1,"R",0.89
"53",1,"R",0.89
"54",1,"R",0.89
"55",1,"R",0.89
"56",1,"R",0.89
"57",1,"R",0.89
"58",1,"R",0.89
"59",1,"R",0.89
"60",1,"R",0.89
"61",1,"R",0.89
"62",1,"R",0.89
"63",1,"R",0.89
"64",1,"R",0.89
"65",1,"R",0.89
"66",1,"R",0.89
"67",1,"R",0.89
"68",1,"R",0.89
"69",1,"R",0.89
"70",1,"R",0.89
"71",1,"R",0.89
"72",1,"R",0.89
"73",1,"R",0.89
"74",1,"R",0.89
"75",1,"R",0.89
"76",1,"R",0.89
"77",1,"R",0.89
"78",1,"R",0.89
"79",1,"R",0.89
"80",1,"R",0.89
"81",1,"R",0.89
"82",1,"R",0.89
"83",1,"R",0.89
"84",1,"R",0.89
"85",1,"R",0.89
"86",1,"R",0.89
"87",1,"R",0.89
"88",1,"R",0.89
"89",1,"R",0.89
"90",1,"R",0.89
"91",1,"R",0.89
"92",1,"R",0.89
"93",0,"R",0.89
"94",0,"R",0.89
"95",0,"R",0.89
"96",0,"R",0.89
"97",0,"R",0.89
"98",0,"R",0.89
"99",0,"R",0.89
"100",1,"R",0.71
"101",1,"R",0.71
"102",1,"R",0.71
"103",1,"R",0.71
"104",1,"R",0.71
"105",1,"R",0.71
"106",1,"R",0.71
"107",1,"R",0.71
"108",1,"R",0.71
"109",1,"R",0.71
"110",1,"R",0.71
"111",1,"R",0.71
"112",1,"R",0.71
"113",1,"R",0.71
"114",1,"R",0.71
"115",1,"R",0.71
"116",1,"R",0.71
"117",1,"R",0.71
"118",1,"R",0.71
"119",1,"R",0.71
"120",1,"R",0.71
"121",1,"R",0.71
"122",1,"R",0.71
"123",1,"R",0.71
"124",0,"R",0.71
"125",0,"R",0.71
"126",0,"R",0.71
"127",0,"R",0.71
"128",0,"R",0.71
"129",0,"R",0.71
"130",0,"R",0.71
"131",0,"R",0.71
"132",0,"R",0.71
"133",0,"R",0.71
"134",0,"R",0.71
"135",0,"R",0.71
"136",0,"R",0.71
"137",0,"R",0.71
"138",0,"R",0.71
"139",0,"R",0.71
"140",0,"R",0.71
"141",0,"R",0.71
"142",0,"R",0.71
"143",0,"R",0.71
"144",0,"R",0.71
"145",0,"R",0.71
"146",1,"R",0.58
"147",1,"R",0.58
"148",1,"R",0.58
"149",1,"R",0.58
"150",1,"R",0.58
"151",1,"R",0.58
"152",1,"R",0.58
"153",1,"R",0.58
"154",1,"R",0.58
"155",1,"R",0.58
"156",1,"R",0.58
"157",1,"R",0.58
"158",1,"R",0.58
"159",1,"R",0.58
"160",1,"R",0.58
"161",1,"R",0.58
"162",0,"R",0.58
"163",0,"R",0.58
"164",0,"R",0.58
"165",0,"R",0.58
"166",0,"R",0.58
"167",0,"R",0.58
"168",0,"R",0.58
"169",0,"R",0.58
"170",0,"R",0.58
"171",0,"R",0.58
"172",0,"R",0.58
"173",0,"R",0.58
"174",0,"R",0.58
"175",0,"R",0.58
"176",0,"R",0.58
"177",0,"R",0.58
"178",0,"R",0.58
"179",0,"R",0.58
"180",0,"R",0.58
"181",0,"R",0.58
"182",0,"R",0.58
"183",0,"R",0.58
"184",0,"R",0.58
"185",0,"R",0.58
"186",0,"R",0.58
"187",0,"R",0.58
"188",0,"R",0.58
"189",0,"R",0.58
"190",0,"R",0.58
"191",0,"R",0.58
"192",0,"R",0.58
"193",0,"R",0.58
"194",1,"R",0.41
"195",1,"R",0.41
"196",1,"R",0.41
"197",1,"R",0.41
"198",1,"R",0.41
"199",1,"R",0.41
"200",0,"R",0.41
"201",0,"R",0.41
"202",0,"R",0.41
"203",0,"R",0.41
"204",0,"R",0.41
"205",0,"R",0.41
"206",0,"R",0.41
"207",0,"R",0.41
"208",0,"R",0.41
"209",0,"R",0.41
"210",0,"R",0.41
"211",0,"R",0.41
"212",0,"R",0.41
"213",0,"R",0.41
"214",0,"R",0.41
"215",0,"R",0.41
"216",0,"R",0.41
"217",0,"R",0.41
"218",0,"R",0.41
"219",0,"R",0.41
"220",0,"R",0.41
"221",0,"R",0.41
"222",0,"R",0.41
"223",0,"R",0.41
"224",0,"R",0.41
"225",0,"R",0.41
"226",0,"R",0.41
"227",0,"R",0.41
"228",0,"R",0.41
"229",0,"R",0.41
"230",0,"R",0.41
"231",0,"R",0.41
"232",0,"R",0.41
"233",0,"R",0.41
"234",0,"R",0.41
"235",0,"R",0.41
"236",0,"R",0.41
"237",0,"R",0.41
"238",0,"R",0.41
"239",0,"R",0.41
"240",0,"R",0.41
"241",0,"R",0.41
"242",0,"R",0.41
"243",0,"R",0.41
"244",1,"D",1.7
"245",1,"D",1.7
"246",1,"D",1.7
"247",1,"D",1.7
"248",1,"D",1.7
"249",1,"D",1.7
"250",1,"D",1.7
"251",1,"D",1.7
"252",1,"D",1.7
"253",1,"D",1.7
"254",1,"D",1.7
"255",1,"D",1.7
"256",1,"D",1.7
"257",1,"D",1.7
"258",1,"D",1.7
"259",1,"D",1.7
"260",1,"D",1.7
"261",1,"D",1.7
"262",1,"D",1.7
"263",1,"D",1.7
"264",1,"D",1.7
"265",1,"D",1.7
"266",1,"D",1.7
"267",1,"D",1.7
"268",1,"D",1.7
"269",1,"D",1.7
"270",1,"D",1.7
"271",1,"D",1.7
"272",1,"D",1.7
"273",1,"D",1.7
"274",1,"D",1.7
"275",1,"D",1.7
"276",1,"D",1.7
"277",1,"D",1.7
"278",1,"D",1.7
"279",1,"D",1.7
"280",1,"D",1.7
"281",1,"D",1.7
"282",1,"D",1.7
"283",1,"D",1.7
"284",1,"D",1.7
"285",1,"D",1.7
"286",1,"D",1.7
"287",1,"D",1.7
"288",1,"D",1.7
"289",1,"D",1.7
"290",1,"D",1.7
"291",1,"D",1.7
"292",1,"D",1.61
"293",1,"D",1.61
"294",1,"D",1.61
"295",1,"D",1.61
"296",1,"D",1.61
"297",1,"D",1.61
"298",1,"D",1.61
"299",1,"D",1.61
"300",1,"D",1.61
"301",1,"D",1.61
"302",1,"D",1.61
"303",1,"D",1.61
"304",1,"D",1.61
"305",1,"D",1.61
"306",1,"D",1.61
"307",1,"D",1.61
"308",1,"D",1.61
"309",1,"D",1.61
"310",1,"D",1.61
"311",1,"D",1.61
"312",1,"D",1.61
"313",1,"D",1.61
"314",1,"D",1.61
"315",1,"D",1.61
"316",1,"D",1.61
"317",1,"D",1.61
"318",1,"D",1.61
"319",1,"D",1.61
"320",1,"D",1.61
"321",1,"D",1.61
"322",1,"D",1.61
"323",1,"D",1.61
"324",1,"D",1.61
"325",1,"D",1.61
"326",1,"D",1.61
"327",1,"D",1.61
"328",1,"D",1.61
"329",1,"D",1.61
"330",1,"D",1.61
"331",1,"D",1.61
"332",1,"D",1.61
"333",1,"D",1.61
"334",1,"D",1.61
"335",1,"D",1.61
"336",1,"D",1.61
"337",1,"D",1.61
"338",1,"D",1.61
"339",0,"D",1.61
"340",0,"D",1.61
"341",0,"D",1.61
"342",1,"D",1.48
"343",1,"D",1.48
"344",1,"D",1.48
"345",1,"D",1.48
"346",1,"D",1.48
"347",1,"D",1.48
"348",1,"D",1.48
"349",1,"D",1.48
"350",1,"D",1.48
"351",1,"D",1.48
"352",1,"D",1.48
"353",1,"D",1.48
"354",1,"D",1.48
"355",1,"D",1.48
"356",1,"D",1.48
"357",1,"D",1.48
"358",1,"D",1.48
"359",1,"D",1.48
"360",1,"D",1.48
"361",1,"D",1.48
"362",1,"D",1.48
"363",1,"D",1.48
"364",1,"D",1.48
"365",1,"D",1.48
"366",1,"D",1.48
"367",1,"D",1.48
"368",1,"D",1.48
"369",1,"D",1.48
"370",1,"D",1.48
"371",1,"D",1.48
"372",1,"D",1.48
"373",1,"D",1.48
"374",1,"D",1.48
"375",1,"D",1.48
"376",1,"D",1.48
"377",1,"D",1.48
"378",1,"D",1.48
"379",1,"D",1.48
"380",1,"D",1.48
"381",1,"D",1.48
"382",1,"D",1.48
"383",1,"D",1.48
"384",1,"D",1.48
"385",1,"D",1.48
"386",1,"D",1.48
"387",1,"D",1.48
"388",1,"D",1.48
"389",0,"D",1.48
"390",0,"D",1.48
"391",1,"D",1.31
"392",1,"D",1.31
"393",1,"D",1.31
"394",1,"D",1.31
"395",1,"D",1.31
"396",1,"D",1.31
"397",1,"D",1.31
"398",1,"D",1.31
"399",1,"D",1.31
"400",1,"D",1.31
"401",1,"D",1.31
"402",1,"D",1.31
"403",1,"D",1.31
"404",1,"D",1.31
"405",1,"D",1.31
"406",1,"D",1.31
"407",1,"D",1.31
"408",1,"D",1.31
"409",1,"D",1.31
"410",1,"D",1.31
"411",1,"D",1.31
"412",1,"D",1.31
"413",1,"D",1.31
"414",1,"D",1.31
"415",1,"D",1.31
"416",1,"D",1.31
"417",1,"D",1.31
"418",1,"D",1.31
"419",1,"D",1.31
"420",1,"D",1.31
"421",1,"D",1.31
"422",1,"D",1.31
"423",1,"D",1.31
"424",1,"D",1.31
"425",0,"D",1.31
"426",0,"D",1.31
"427",0,"D",1.31
"428",0,"D",1.31
"429",0,"D",1.31
"430",0,"D",1.31
"431",0,"D",1.31
"432",0,"D",1.31
"433",0,"D",1.31
"434",0,"D",1.31
"435",0,"D",1.31
"436",0,"D",1.31
"437",0,"D",1.31
"438",0,"D",1.31
"439",1,"D",1
"440",1,"D",1
"441",1,"D",1
"442",1,"D",1
"443",1,"D",1
"444",1,"D",1
"445",1,"D",1
"446",1,"D",1
"447",1,"D",1
"448",1,"D",1
"449",1,"D",1
"450",1,"D",1
"451",1,"D",1
"452",1,"D",1
"453",1,"D",1
"454",1,"D",1
"455",1,"D",1
"456",1,"D",1
"457",0,"D",1
"458",0,"D",1
"459",0,"D",1
"460",0,"D",1
"461",0,"D",1
"462",0,"D",1
"463",0,"D",1
"464",0,"D",1
"465",0,"D",1
"466",0,"D",1
"467",0,"D",1
"468",0,"D",1
"469",0,"D",1
"470",0,"D",1
"471",0,"D",1
"472",0,"D",1
"473",0,"D",1
"474",0,"D",1
"475",0,"D",1
"476",0,"D",1
"477",0,"D",1
"478",0,"D",1
"479",0,"D",1
"480",0,"D",1
"481",0,"D",1
"482",0,"D",1
"483",0,"D",1
"484",0,"D",1
"485",0,"D",1
"486",0,"D",1
"487",1,"D",0.71
"488",1,"D",0.71
"489",1,"D",0.71
"490",1,"D",0.71
"491",1,"D",0.71
"492",1,"D",0.71
"493",1,"D",0.71
"494",1,"D",0.71
"495",1,"D",0.71
"496",1,"D",0.71
"497",1,"D",0.71
"498",1,"D",0.71
"499",1,"D",0.71
"500",1,"D",0.71
"501",1,"D",0.71
"502",1,"D",0.71
"503",0,"D",0.71
"504",0,"D",0.71
"505",0,"D",0.71
"506",0,"D",0.71
"507",0,"D",0.71
"508",0,"D",0.71
"509",0,"D",0.71
"510",0,"D",0.71
"511",0,"D",0.71
"512",0,"D",0.71
"513",0,"D",0.71
"514",0,"D",0.71
"515",0,"D",0.71
"516",0,"D",0.71
"517",0,"D",0.71
"518",0,"D",0.71
"519",0,"D",0.71
"520",0,"D",0.71
"521",0,"D",0.71
"522",0,"D",0.71
"523",0,"D",0.71
"524",0,"D",0.71
"525",0,"D",0.71
"526",0,"D",0.71
"527",0,"D",0.71
"528",0,"D",0.71
"529",0,"D",0.71
"530",0,"D",0.71
"531",0,"D",0.71
"532",0,"D",0.71
"533",0,"D",0.71
"534",0,"D",0.71
"535",0,"D",0.71
"536",1,"M",1.4
"537",1,"M",1.4
"538",1,"M",1.4
"539",1,"M",1.4
"540",1,"M",1.4
"541",1,"M",1.4
"542",1,"M",1.4
"543",1,"M",1.4
"544",1,"M",1.4
"545",1,"M",1.4
"546",1,"M",1.4
"547",1,"M",1.4
"548",1,"M",1.4
"549",1,"M",1.4
"550",1,"M",1.4
"551",1,"M",1.4
"552",1,"M",1.4
"553",1,"M",1.4
"554",1,"M",1.4
"555",1,"M",1.4
"556",1,"M",1.4
"557",1,"M",1.4
"558",1,"M",1.4
"559",1,"M",1.4
"560",1,"M",1.4
"561",1,"M",1.4
"562",1,"M",1.4
"563",1,"M",1.4
"564",1,"M",1.4
"565",1,"M",1.4
"566",1,"M",1.4
"567",1,"M",1.4
"568",1,"M",1.4
"569",1,"M",1.4
"570",1,"M",1.4
"571",1,"M",1.4
"572",1,"M",1.4
"573",1,"M",1.4
"574",1,"M",1.4
"575",1,"M",1.4
"576",1,"M",1.4
"577",1,"M",1.4
"578",1,"M",1.4
"579",1,"M",1.4
"580",1,"M",1.4
"581",1,"M",1.4
"582",1,"M",1.4
"583",1,"M",1.4
"584",0,"M",1.4
"585",0,"M",1.4
"586",1,"M",1.31
"587",1,"M",1.31
"588",1,"M",1.31
"589",1,"M",1.31
"590",1,"M",1.31
"591",1,"M",1.31
"592",1,"M",1.31
"593",1,"M",1.31
"594",1,"M",1.31
"595",1,"M",1.31
"596",1,"M",1.31
"597",1,"M",1.31
"598",1,"M",1.31
