"","trypsin","grp","grpf"
"1",137.347175165346,1,"1"
"2",86.9521094199186,1,"1"
"3",82.3892388787303,1,"1"
"4",127.193035017192,1,"1"
"5",123.487005568472,1,"1"
"6",177.080234237501,1,"1"
"7",146.622223621354,1,"1"
"8",134.665881267683,1,"1"
"9",89.9149471874437,1,"1"
"10",175.762844244851,1,"1"
"11",48.6389578029224,1,"1"
"12",121.501367973687,1,"1"
"13",194.543211686492,1,"1"
"14",160.910646694358,1,"1"
"15",206.297033310425,1,"1"
"16",209.018496785312,1,"1"
"17",108.42866029853,1,"1"
"18",210.474605295773,1,"1"
"19",164.948762546881,1,"1"
"20",11.9773358317982,1,"1"
"21",105.500250646145,1,"1"
"22",91.3368180366415,1,"1"
"23",77.6692878979431,1,"1"
"24",78.0012932218827,1,"1"
"25",98.609168789005,1,"1"
"26",139.102148345339,1,"1"
"27",102.4679987525,1,"1"
"28",207.491079511962,1,"1"
"29",192.328462883935,1,"1"
"30",68.2359602721245,1,"1"
"31",113.267312848855,1,"1"
"32",103.836445959,1,"1"
"33",179.948880792436,2,"2"
"34",106.661140857168,2,"2"
"35",123.077240356367,2,"2"
"36",114.936557851238,2,"2"
"37",74.3930499424916,2,"2"
"38",108.624176977543,2,"2"
"39",257.140497675401,2,"2"
"40",95.473038274682,2,"2"
"41",191.048263335931,2,"2"
"42",102.189570514636,2,"2"
"43",277.50940876719,2,"2"
"44",184.379392777104,2,"2"
"45",115.71471097731,2,"2"
"46",140.103362103991,2,"2"
"47",211.668761858824,2,"2"
"48",167.489125084214,2,"2"
"49",191.443288161428,2,"2"
"50",71.1102092525355,2,"2"
"51",167.585678263086,2,"2"
"52",174.51736154381,2,"2"
"53",158.107059708473,2,"2"
"54",148.678663043579,2,"2"
"55",166.851969703884,2,"2"
"56",160.204649763035,2,"2"
"57",230.961689589077,2,"2"
"58",108.862102399911,2,"2"
"59",250.428626543662,2,"2"
"60",168.978281767906,2,"2"
"61",118.951477338077,2,"2"
"62",193.028238051107,2,"2"
"63",216.695189578733,2,"2"
"64",159.408910868692,2,"2"
"65",104.070850654148,2,"2"
"66",100.255188697651,2,"2"
"67",190.519046169041,2,"2"
"68",215.954579891444,2,"2"
"69",97.3945386846778,2,"2"
"70",131.263544698265,2,"2"
"71",124.660057012661,2,"2"
"72",249.285226782787,2,"2"
"73",191.969047608873,2,"2"
"74",137.069734303714,2,"2"
"75",146.526496890372,2,"2"
"76",170.427786440986,2,"2"
"77",73.1306795248192,2,"2"
"78",333.669372353744,2,"2"
"79",138.293392438121,2,"2"
"80",217.333308493994,2,"2"
"81",60.0987452959671,2,"2"
"82",170.230888448902,2,"2"
"83",21.7769990922644,2,"2"
"84",68.8419247075931,2,"2"
"85",145.068661099201,2,"2"
"86",178.030054297643,2,"2"
"87",132.945157626337,2,"2"
"88",156.109383887683,2,"2"
"89",165.359351267595,2,"2"
"90",166.498922048232,2,"2"
"91",61.2500026907505,2,"2"
"92",215.598804324227,2,"2"
"93",157.102550744103,2,"2"
"94",166.304748035839,2,"2"
"95",189.83832918236,2,"2"
"96",102.940246753889,2,"2"
"97",200.85382795507,2,"2"
"98",120.144124785006,2,"2"
"99",148.566953308039,2,"2"
"100",162.218017495531,2,"2"
"101",159.844433658669,2,"2"
"102",214.04023009892,2,"2"
"103",171.409694937064,2,"2"
"104",-39.9583593380636,2,"2"
"105",174.426318290402,2,"2"
"106",118.7951789303,2,"2"
"107",115.157826041503,2,"2"
"108",117.832889801822,2,"2"
"109",118.187971707823,2,"2"
"110",222.536558344189,2,"2"
"111",155.673907564758,2,"2"
"112",175.100649967136,2,"2"
"113",147.012043381195,2,"2"
"114",287.241747068008,2,"2"
"115",193.252962408031,2,"2"
"116",171.985198289789,2,"2"
"117",115.289741114163,2,"2"
"118",166.062989488346,2,"2"
"119",95.9093622052651,2,"2"
"120",67.7217517338144,2,"2"
"121",112.162484141287,2,"2"
"122",133.99433676721,2,"2"
"123",153.892142574769,2,"2"
"124",115.717296337776,2,"2"
"125",217.35289310064,2,"2"
"126",113.775514679202,2,"2"
"127",67.2333226906351,2,"2"
"128",119.399068250555,2,"2"
"129",126.256613620558,2,"2"
"130",138.430310923439,2,"2"
"131",241.888023261413,2,"2"
"132",198.186784632127,2,"2"
"133",200.384699250263,2,"2"
"134",179.635829574985,2,"2"
"135",341.228790170848,2,"2"
"136",170.345503926654,2,"2"
"137",105.371794978362,2,"2"
"138",203.704459535402,2,"2"
"139",116.449636142645,2,"2"
"140",158.519011561415,2,"2"
"141",54.981851275566,2,"2"
"142",109.707638884063,2,"2"
"143",156.735529396836,2,"2"
"144",184.41296220348,2,"2"
"145",106.228054989668,2,"2"
"146",125.957282217806,2,"2"
"147",115.985627468232,2,"2"
"148",126.973576552413,2,"2"
"149",207.996572270507,2,"2"
"150",195.656431060087,2,"2"
"151",175.604285972372,2,"2"
"152",112.29922417194,2,"2"
"153",134.463435552193,2,"2"
"154",234.469944803204,2,"2"
"155",35.8225056825485,2,"2"
"156",85.7880301104724,2,"2"
"157",216.710796500316,2,"2"
"158",50.0564643448707,2,"2"
"159",219.431481381592,2,"2"
"160",139.947690814615,2,"2"
"161",218.507467528934,2,"2"
"162",127.05757783992,2,"2"
"163",151.256500464926,2,"2"
"164",234.61909517935,2,"2"
"165",60.5103951872723,2,"2"
"166",91.681653076001,2,"2"
"167",163.429228627892,2,"2"
"168",179.67554667203,2,"2"
"169",98.8104205425212,2,"2"
"170",93.7950813169321,3,"3"
"171",160.886384562635,3,"3"
"172",213.921818993052,3,"3"
"173",196.831119803133,3,"3"
"174",165.530279053431,3,"3"
"175",199.1869880489,3,"3"
"176",223.014953259822,3,"3"
"177",245.259195304132,3,"3"
"178",232.18531709488,3,"3"
"179",165.023215069293,3,"3"
"180",225.826059993229,3,"3"
"181",213.081135606959,3,"3"
"182",188.862172994075,3,"3"
"183",153.051240416369,3,"3"
"184",249.950087693605,3,"3"
"185",265.007078079106,3,"3"
"186",194.50503621304,3,"3"
"187",169.446611663919,3,"3"
"188",163.194741654357,3,"3"
"189",125.113659797447,3,"3"
"190",172.395062352544,3,"3"
"191",116.446518565598,3,"3"
"192",216.376301319415,3,"3"
"193",186.742621612744,3,"3"
"194",280.428254730469,3,"3"
"195",265.21926274764,3,"3"
"196",218.678641564218,3,"3"
"197",108.280732850794,3,"3"
"198",185.223607506184,3,"3"
"199",203.06027521686,3,"3"
"200",210.833648681972,3,"3"
"201",145.401942238577,3,"3"
"202",269.282270204731,3,"3"
"203",265.450732828913,3,"3"
"204",117.221121278918,3,"3"
"205",238.790855145092,3,"3"
"206",205.775689151749,3,"3"
"207",122.720285385266,3,"3"
"208",185.650380313914,4,"4"
"209",118.549339131376,4,"4"
"210",268.638303097147,4,"4"
"211",78.6509486560217,4,"4"
"212",349.686833414326,4,"4"
"213",335.695483124649,4,"4"
"214",230.690273643171,4,"4"
"215",173.679412065278,4,"4"
"216",207.735373952752,4,"4"
"217",83.9316224407144,4,"4"
"218",299.455933264477,4,"4"
"219",231.117661358855,4,"4"
"220",291.76497750581,4,"4"
"221",261.952925074122,4,"4"
"222",203.766959912727,4,"4"
"223",173.5430326975,4,"4"
"224",148.83568676253,4,"4"
"225",171.215469842395,4,"4"
"226",214.662740469272,4,"4"
"227",58.7938913077346,4,"4"
"228",208.270392909857,4,"4"
"229",151.270317999709,4,"4"
"230",119.639957675435,4,"4"
"231",223.785956084609,4,"4"
"232",221.956899005644,4,"4"
"233",195.106944413359,4,"4"
"234",175.149463952691,4,"4"
"235",271.295368653819,4,"4"
"236",254.38353418075,4,"4"
"237",280.861585270306,4,"4"
"238",139.669370455445,4,"4"
"239",181.309531521593,4,"4"
"240",224.934959420101,4,"4"
"241",235.439061655551,4,"4"
"242",247.702437854036,4,"4"
"243",225.835927451435,4,"4"
"244",144.712779692173,4,"4"
"245",144.25181843935,4,"4"
"246",190.725079980176,4,"4"
"247",264.901100082392,4,"4"
"248",264.835869261965,4,"4"
"249",289.839965183818,4,"4"
"250",136.700444334495,4,"4"
"251",227.40398648652,4,"4"
"252",192.811033121283,5,"5"
"253",143.290431640509,5,"5"
"254",228.296474144002,5,"5"
"255",231.5845713012,5,"5"
"256",233.964068632922,5,"5"
"257",242.33175770776,5,"5"
"258",215.290747093244,5,"5"
"259",218.02847338624,5,"5"
"260",188.807954119918,5,"5"
"261",247.96929733546,5,"5"
"262",122.344373436592,5,"5"
"263",390.133824733009,5,"5"
"264",235.950128552553,5,"5"
"265",221.461047375866,5,"5"
"266",169.256423744756,5,"5"
"267",158.479393674684,5,"5"
"268",232.703799372174,6,"6"
"269",207.250096020474,6,"6"
"270",204.878071279336,6,"6"
"271",227.168033328017,6,"6"
