"","x"
"1",1
"2",1
"3",2
"4",3
"5",3
"6",3
"7",3
"8",4
"9",4
"10",4
"11",4
"12",5
"13",5
"14",6
"15",6
"16",7
"17",8
"18",8
"19",10
"20",10
"21",10
"22",10
"23",10
"24",12
"25",14
"26",15
"27",17
"28",22
"29",23
"30",24
"31",26
"32",28
"33",28
"34",30
"35",32
"36",32
"37",33
"38",34
"39",35
"40",43
"41",43
"42",46
"43",46
"44",50
"45",56
"46",57
"47",60
"48",79
"49",88
"50",90
"51",91
"52",109
"53",111
"54",138
"55",152
"56",158
"57",160
"58",161
"59",179
"60",181
"61",188
"62",220
"63",270
"64",280
"65",282
"66",288
"67",310
"68",311
"69",324
"70",367
"71",389
"72",477
"73",506
"74",675
"75",723
"76",723
"77",868
"78",1196
"79",1656
"80",1670
