"","Current.policy","Past.execution.rate","Political.culture","Current.opinion","Citizen.ideology","Murder.rate","Catholic","Black","Urban","Past.laws","Past.opinion"
"1",0.610128104686737,0.0064562987536192,3,0.319800078868866,3.25480008125305,5.09999990463257,44,8.30000019073486,92.4000015258789,52,67
"2",0,0,2.32999992370605,0.26909989118576,3.5327000617981,2.40000009536743,24,0.400000005960464,35.9000015258789,0,56
"3",0,0.00175898056477308,3.66000008583069,0.241700112819672,3.04850006103516,4,53,5,90.4000015258789,38,67
"4",0,0,2.32999992370605,0.326600015163422,3.49710011482239,1.89999997615814,31,0.600000023841858,56.0999984741211,51,72
"5",0,0,3,6.33239736202995e-08,3.26830005645752,4.80000019073486,63,3.90000009536743,92.5,42,52
"6",0,0.00720461085438728,2.32999992370605,0.160799920558929,3.20000004768372,2.29999995231628,30,0.300000011920929,23.3999996185303,51,70
"7",10.0286531448364,0.00920386519283056,7,0.462400019168854,3.32610011100769,5,17,16.8999996185303,66.3000030517578,48,60
"8",1.14518392086029,0.00574421370401978,4,0.62990003824234,3.46670007705688,5.59999990463257,40,13.3999996185303,100,43,69
"9",0,0.0108795091509819,3.61999988555908,0.226499974727631,3.24640011787415,14.5,35,15.8999996185303,91.0999984741211,46,67
"10",4.82128000259399,0.00632054172456264,4.28000020980835,0.575400054454803,3.57529997825623,6.69999980926514,32,9.19999980926514,84.8000030517578,50,67
"11",3.08060932159424,0.00294529879465699,4.71999979019165,0.60809999704361,3.2558000087738,10.3000001907349,31,14.8000001907349,82.6999969482422,52,70
"12",1.22677886486053,0.00264224060811102,6.32999992370605,0.483200013637543,3.5385000705719,6.19999980926514,13,7.80000019073486,68.5,52,54
"13",0,0,2,0.361099898815155,3.54349994659424,10.3999996185303,22,13.8999996185303,80.0999984741211,27,53
"14",3.70671725273132,0.00978027004748583,5.15999984741211,0.677200019359589,3.24640011787415,6.09999990463257,22,10.6000003814697,79,49,62
"15",0,0,2,0.23660010099411,3.51609992980957,4.59999990463257,32,5,67.4000015258789,0,49
"16",0,0.00366166234016418,2,0.576299965381622,3.61380004882812,1.89999997615814,18,1.70000004768372,44,29,61
"17",0,0.00714557943865657,3.66000008583069,0.464000046253204,3.55209994316101,4,14,5.80000019073486,53.7999992370605,36,63
"18",0,0,1,0.226700007915497,3.46390008926392,2.70000004768372,25,2.20000004768372,67.6999969482422,0,55
"19",4.77554941177368,0.00623441394418478,7.65999984741211,0.757700026035309,3.41720008850098,8.80000019073486,16,10.6999998092651,66.1999969482422,50,69
"20",0.619962811470032,0.00281452294439077,3.66000008583069,0.586700022220612,3.75430011749268,2.70000004768372,21,3.59999990463257,48.5,52,66
"21",0,0,2,0.22430008649826,3.71700000762939,0.800000011920929,26,0.600000023841858,40.2999992370605,38,58
"22",1.39664804935455,0.00149970001075417,3,0.446700036525726,3.54640007019043,2,20,0.5,29.5,47,52
