"","x"
"s01",4.63005514533227
"s02",2.86347493920053
"s03",5.91104173826513
"s04",8.64881126940326
"s05",3.45950074757556
"s07",5.22467439590853
"s09",5.36679789603202
"s10",19.1255943166516
"s11",21.281766933917
"s12",22.7659686515962
"s14",15.5213290242281
"s15",22.170447079501
"s16",20.9223520717449
"s17",27.1111913441832
"s19",16.6557293836195
"s20",20.5451407350463
"s21",26.8791112408251
"s22",28.7041873741582
"s23",3.37858845193304
"s24",10.5868563662036
"s25",11.0412141562657
"s26",23.5501849106912
"s27",29.8765620276612
"s28",29.9840849548992
"s29",17.7558316680584
"s30",11.4535723999541
"s31",28.0361653193587
"s32",29.4860960222699
"s33",30.040743009594
"s34",12.6527789549953
"s35",19.229446887486
"s36",12.9541281959997
"s37",31.0660655562155
"s38",30.3188974639021
"s39",26.9816157379507
"s40",19.6025594517632
"s41",24.967600105715
"s42",32.2884447876286
"s43",28.2716402555883
"s44",27.7216387787037
