"","v_1","v_2","v_3","v_4","v_5"
"1",4.790679241,5.078951598,8.485109629,10.43093445,13.29376667
"2",5.045024729,4.951187823,11.62806225,9.599696669,11.73980029
"3",4.729505983,5.573883361,8.664898307,9.898832292,15.15374216
"4",5.106197987,4.45625606,11.44827357,10.13179883,9.879824805
"5",6.349961434,5.233782457,5.437522182,8.766743935,12.90151481
"6",3.485742536,4.796356964,14.6756497,11.26388719,12.13205215
"7",4.767566417,3.620416167,8.896163814,12.08225208,7.801038311
"8",5.068137553,6.409723254,11.21700807,7.948379049,17.23252865
"9",5.100619246,5.993949802,10.49019326,8.537678201,15.8369511
"10",4.735084724,4.036189619,9.622978626,11.49295292,9.196615867
"11",5.799415954,6.789288504,11.70627916,6.42014372,17.7021187
"12",4.036288016,3.240850917,8.406892719,13.6104874,7.331448262
"13",6.881445535,3.98509448,7.25358967,9.140404607,7.213445808
"14",2.954258435,6.045044941,12.85958221,10.89022652,17.82012116
"15",6.15007221,4.789024053,9.35635397,8.760574049,10.48084406
"16",5.244337596,13.56494185,10.75681791,11.27005707,14.55272291
"17",4.719233936,16.50340795,13.95929875,8.021048622,14.12966257
"18",4.557216938,14.50581604,6.153873131,12.0095825,10.9039044
"19",5.406354594,15.56253376,9.81569142,12.70142982,16.53445956
"20",4.692165851,15.32257425,10.29748046,7.329201302,8.499107402
"21",5.271405681,14.74577555,10.93612373,9.189058841,13.49137886
"22",4.375456632,13.26794169,9.17704815,10.84157228,11.5421881
"23",5.5881149,16.80040811,12.34499492,10.16731982,6.546139716
"24",2.539171669,15.09044064,7.768176961,9.863311303,18.48742725
"25",7.424399863,14.97790915,10.32971141,13.08116365,14.4763223
"26",4.837496069,14.04478755,9.783460472,6.949467476,10.55724467
"27",5.126075463,16.02356225,8.938003915,10.03322171,12.64505409
"28",5.863417983,14.16541023,11.17516797,9.997409417,12.38851287
"29",4.100153549,15.90293957,9.20901961,5.659804179,13.32027197
"30",5.254999273,14.52155141,10.90415227,14.37082695,11.71329499
"31",9.952174404,10.66544069,11.26363066,9.329913343,11.94179506
"32",9.996606531,9.160925428,8.849541226,10.70071778,13.09177191
"33",10.09505336,10.62693005,15.28585617,9.817045794,14.05220543
"34",9.853727572,9.19943607,4.827315714,10.21358533,10.98136153
"35",9.291070914,11.39010869,13.33433408,12.71390133,16.9020764
"36",10.65771002,8.436257425,6.778837805,7.316729797,8.131490566
"37",8.588608422,11.23134611,8.982901561,9.867727734,12.58353453
"38",11.36017251,8.595020008,11.13027032,10.16290339,12.45003243
"39",9.520658367,9.087109372,11.76091814,8.505001395,12.89329802
"40",10.42812257,10.73925675,8.352253739,11.52562973,12.14026894
"41",7.991081922,8.91516046,8.072874776,12.0025047,13.60308094
"42",11.95769901,10.91120566,12.04029711,8.028126426,11.43048602
"43",9.031321138,9.723552729,5.954011857,13.28276484,14.35753216
"44",10.9174598,10.10281339,14.15916002,6.747866282,10.6760348
"45",10.35853345,11.21543716,9.343065467,5.029610055,13.61074156
"46",16.52677601,5.993840977,10.77010641,15.00102107,11.4228254
"47",13.25135845,4.132012305,7.553808208,11.82519797,9.348162581
"48",14.91228769,6.259951884,12.55936367,8.205433157,15.68540438
"49",14.86584677,3.865901397,10.4118887,13.45866844,14.93687443
"50",15.55155453,4.639883405,9.701283184,6.571962685,10.09669254
"51",14.22657993,5.485969876,8.590945707,12.14272216,14.00384214
"52",13.23591104,5.13279682,11.52222617,7.887908969,11.02972483
"53",16.54222342,4.993056462,7.295438575,13.49124942,14.35962213
"54",14.87289917,5.281238527,12.81773331,6.539381708,10.67394484
"55",14.90523529,4.844614755,14.41546838,6.94821829,13.26303346
"56",14.76583235,7.179090115,5.697703498,13.08241283,11.77053351
"57",15.01230211,2.946763166,10.70197769,9.923576256,10.46563141
"58",15.47041856,4.788885237,9.411194196,10.10705487,14.56793555
"59",14.3077159,5.336968045,12.56480529,12.30433409,13.1321947
"60",16.55305879,4.119027027,7.548366595,7.726297038,11.90137226
"61",14.04406817,16.42526967,11.89360029,10.24905542,7.908836896
"62",16.05200455,13.56711146,8.219571588,9.781575701,17.12473007
"63",14.99491924,13.24936212,5.228935671,7.461541398,12.5648435
"64",15.10115349,16.74301901,14.88423621,12.56908973,12.46872347
"65",16.65514759,15.14214487,10.94270578,8.800695349,12.66996814
"66",13.44092513,14.85023627,9.170466103,11.22993578,12.36359883
"67",14.22244056,15.83216971,7.002342445,10.93872629,12.11317909
"68",15.87363217,14.16021142,13.11082944,9.091904839,12.92038787
"69",15.22686943,15.84688381,7.310058006,7.11042662,7.016355945
"70",14.8692033,14.14549732,12.80311388,12.9202045,18.01721102
"71",14.766368,14.69171205,2.181595781,13.56278742,9.280303783
"72",15.32970473,15.30066908,17.9315761,6.467843707,15.75326318
"73",16.74249984,15.92798969,12.02395394,7.11351181,16.36787259
"74",13.35357288,14.06439144,8.089217938,12.91711931,8.665694376
"75",14.3274909,15.05333207,5.812640381,8.866648417,11.25802232
