"","time","trafmensu"
"1",1993,245.872
"2",1993.08333333333,238.014
"3",1993.16666666667,263.227
"4",1993.25,277.991
"5",1993.33333333333,286.691
"6",1993.41666666667,303.085
"7",1993.5,256.801
"8",1993.58333333333,222.012
"9",1993.66666666667,279.87
"10",1993.75,262.482
"11",1993.83333333333,232.68
"12",1993.91666666667,250.491
"13",1994,253.207
"14",1994.08333333333,243.067
"15",1994.16666666667,285.105
"16",1994.25,281.615
"17",1994.33333333333,295.914
"18",1994.41666666667,318.227
"19",1994.5,269.288
"20",1994.58333333333,220.876
"21",1994.66666666667,292.226
"22",1994.75,282.423
"23",1994.83333333333,259.679
"24",1994.91666666667,269.736
"25",1995,297.836
"26",1995.08333333333,298.52
"27",1995.16666666667,321.846
"28",1995.25,315.499
"29",1995.33333333333,320.499
"30",1995.41666666667,353.498
"31",1995.5,297.567
"32",1995.58333333333,248.162
"33",1995.66666666667,318.171
"34",1995.75,327.165
"35",1995.83333333333,290.611
"36",1995.91666666667,277.998
"37",1996,329.673
"38",1996.08333333333,323.638
"39",1996.16666666667,376.079
"40",1996.25,357.47
"41",1996.33333333333,356.857
"42",1996.41666666667,381.665
"43",1996.5,329.881
"44",1996.58333333333,285.621
"45",1996.66666666667,346.323
"46",1996.75,349.668
"47",1996.83333333333,312.503
"48",1996.91666666667,339.102
"49",1997,344.498
"50",1997.08333333333,344.439
"51",1997.16666666667,386.41
"52",1997.25,362.362
"53",1997.33333333333,343.875
"54",1997.41666666667,401.484
"55",1997.5,352.111
"56",1997.58333333333,309.22
"57",1997.66666666667,377.684
"58",1997.75,382.437
"59",1997.83333333333,338.143
"60",1997.91666666667,356.961
"61",1998,361.309
"62",1998.08333333333,367.323
"63",1998.16666666667,412.595
"64",1998.25,405.576
"65",1998.33333333333,384.74
"66",1998.41666666667,402.523
"67",1998.5,378.002
"68",1998.58333333333,322.954
"69",1998.66666666667,403.606
"70",1998.75,414.451
"71",1998.83333333333,363.939
"72",1998.91666666667,395.146
"73",1999,399.926
"74",1999.08333333333,394.249
"75",1999.16666666667,442.815
"76",1999.25,427.597
"77",1999.33333333333,421.828
"78",1999.41666666667,458.617
"79",1999.5,405.451
"80",1999.58333333333,349.186
"81",1999.66666666667,433.709
"82",1999.75,436.849
"83",1999.83333333333,400.391
"84",1999.91666666667,403.614
"85",2000,415.292
"86",2000.08333333333,423.665
"87",2000.16666666667,478.207
"88",2000.25,443.548
"89",2000.33333333333,464.162
"90",2000.41666666667,457.944
"91",2000.5,440.436
"92",2000.58333333333,366.272
"93",2000.66666666667,457.318
"94",2000.75,460.735
"95",2000.83333333333,413.933
"96",2000.91666666667,426.097
"97",2001,443.7
"98",2001.08333333333,441.499
"99",2001.16666666667,480.649
"100",2001.25,463.68
"101",2001.33333333333,453.372
"102",2001.41666666667,505.19
"103",2001.5,445.332
"104",2001.58333333333,370.211
"105",2001.66666666667,435.473
"106",2001.75,417.169
"107",2001.83333333333,370.169
"108",2001.91666666667,360.457
"109",2002,398.975
"110",2002.08333333333,409.142
"111",2002.16666666667,465.646
"112",2002.25,465.236
"113",2002.33333333333,437.93
"114",2002.41666666667,485.439
"115",2002.5,451.417
"116",2002.58333333333,385.078
"117",2002.66666666667,459.356
"118",2002.75,484.329
"119",2002.83333333333,408.187
"120",2002.91666666667,437.763
"121",2003,430.628
"122",2003.08333333333,403.756
"123",2003.16666666667,458.183
"124",2003.25,426.744
"125",2003.33333333333,404.592
"126",2003.41666666667,479.015
"127",2003.5,462.442
"128",2003.58333333333,398.262
"129",2003.66666666667,458.043
"130",2003.75,485.08
"131",2003.83333333333,413.487
"132",2003.91666666667,437.37
"133",2004,429.065
"134",2004.08333333333,441.43
"135",2004.16666666667,478.753
"136",2004.25,475.061
"137",2004.33333333333,474.817
"138",2004.41666666667,527.2
"139",2004.5,479.388
"140",2004.58333333333,409.31
"141",2004.66666666667,483.457
"142",2004.75,492.591
"143",2004.83333333333,426.665
"144",2004.91666666667,445.526
"145",2005,466.357
"146",2005.08333333333,435.294
"147",2005.16666666667,492.367
"148",2005.25,490.107
"149",2005.33333333333,511.749
"150",2005.41666666667,527.468
"151",2005.5,505.762
"152",2005.58333333333,412.447
"153",2005.66666666667,504.54
"154",2005.75,498.536
"155",2005.83333333333,443.591
"156",2005.91666666667,460.816
"157",2006,461.062
"158",2006.08333333333,433.387
"159",2006.16666666667,492.955
"160",2006.25,495.074
"161",2006.33333333333,532.645
"162",2006.41666666667,554.776
"163",2006.5,514.559
"164",2006.58333333333,432.271
"165",2006.66666666667,521.352
"166",2006.75,527.589
"167",2006.83333333333,460.029
"168",2006.91666666667,468.692
"169",2007,456.595
"170",2007.08333333333,445.619
"171",2007.16666666667,520.146
"172",2007.25,516.175
"173",2007.33333333333,522.612
"174",2007.41666666667,583.936
"175",2007.5,557.37
"176",2007.58333333333,467.139
"177",2007.66666666667,548.977
"178",2007.75,526.607
